scenario,model,cfg_idx,cfg,pca_n,no_pca,cv_f1,cv_fold_mean,cv_std,oof_thr,thr_source,test_f1_oof_thr,test_f1_top50,test_acc_oof_thr,test_precision_oof_thr,test_recall_oof_thr,test_recall_dep_oof_thr,test_auc,test_thr_oracle,test_f1_oracle,y_pred_oof_thr,y_pred_top50,y_pred_oracle,y_prob,oof_probs,time_s
S1_Spectrogram,RF,3,"{'n_estimators': 200, 'max_depth': None, 'min_samples_leaf': 4}",10,False,0.5608,0.6079,0.0892,0.505,wide,0.4357,0.6,0.55,0.7632,0.55,0.1,0.63,0.41,0.6267,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1]","[0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[0.31781938246490726, 0.4282199280547465, 0.306029169422972, 0.4321800907317983, 0.21494875622446277, 0.3063453942811889, 0.28817526652901604, 0.07635276145934525, 0.26355694189707884, 0.5014203069834887, 0.3763534005410971, 0.06439421098020817, 0.05460458562033985, 0.2714097881419458, 0.40828304470688176, 0.14813487200279632, 0.5210310420222295, 0.22589968438418712, 0.2993607367213822, 0.43383192182920455]","[0.4031446833970083, 0.175431196647587, 0.4460816134096317, 0.22895850431484535, 0.30926716152796796, 0.5375925738515872, 0.3291154636637568, 0.3281862085743888, 0.6011249023461482, 0.1673594604258543, 0.49384231997988515, 0.5425148119228501, 0.26818223285354503, 0.35180394614950766, 0.5306658382257889, 0.38000829738168646, 0.18130780746094427, 0.6529922585763345, 0.3068199625751112, 0.2563005290337286, 0.4523072293488196, 0.11262757874678185, 0.5420792919343742, 0.3783810345596463, 0.42517485566625696, 0.34915262975926786, 0.5713393031680751, 0.5606078805604925, 0.5083806125914098, 0.19900315556351011, 0.27316606117240355, 0.45462664233430383, 0.24306064515190992, 0.5816568092715023, 0.49593167353558365, 0.3543529429376914, 0.220141917666606, 0.2854125504683318, 0.24337605286738812, 0.6948313909029221, 0.23419726692800696, 0.33392201049542775, 0.5099790166604825, 0.5878747919541492, 0.5206903153706552, 0.40451580924715413, 0.3748687259942152, 0.5508798505436538, 0.3002691353751317, 0.16909306238529428, 0.32103656646411594, 0.339476058949667, 0.4705279733786329, 0.21173266988706782, 0.4493923186769537, 0.2527133815713126, 0.36660236266688434, 0.43469914811669425, 0.2809443889489119, 0.16954087383590896, 0.1922192275144188, 0.5931070507288368, 0.4687021565449496, 0.5239918718281802, 0.24245546559807474, 0.2823185537228205, 0.5355824198634558, 0.3615017922795237, 0.28206361382347184, 0.1418405668041871, 0.18162704581667158, 0.09154923712433398, 0.6463412604275431, 0.1902623477404543, 0.5027778440405313, 0.5475958582619774, 0.20923610926878716, 0.35236470991668695, 0.2805046315345631, 0.6840156351509138, 0.3267349434769122, 0.43786575870950584, 0.32247157073601534, 0.6361337151787724, 0.3441964415299953, 0.20344498430008812, 0.2444534350667007, 0.37874597494887013, 0.3017287720911552, 0.35830387812908926, 0.3945987379303598, 0.6260752862543487, 0.24637120536719184, 0.32386242697365025, 0.2554586038119341, 0.25481187987582793, 0.5998277384256108, 0.3918722235096988, 0.09735608296707783, 0.5132864502272947, 0.4693787817001817, 0.32018727828218263, 0.24747101573212368, 0.19189709381440817, 0.5377104193276168, 0.6072095084255948, 0.5493896870179701, 0.4144632680225681, 0.5306385381613802, 0.384426277217585, 0.44536695351425015, 0.31396439158538175, 0.23266023547598344, 0.11598902828496982, 0.5377880643798191, 0.37803728652033874, 0.17735051035390115, 0.2672425303567698, 0.42370178721001883, 0.40774236743321035, 0.4426374642643173, 0.28918951461866105, 0.21288760842321736, 0.07167977793069656, 0.5355677574065445, 0.10439683691039824, 0.14917739775837957, 0.11507832969208209, 0.26211802429608094, 0.2792102858495014, 0.31069238553460965, 0.24525435652610625, 0.5372718055353675, 0.3888861994443484, 0.22520983769182273, 0.3245561498985158, 0.26293839424031523, 0.2824517164215427, 0.406353180349336, 0.30964549825211934, 0.3298248233759491, 0.12732698781605584, 0.3626695903516024, 0.36164966574686147, 0.4798273223852225, 0.4154632263792927, 0.24814218278498973, 0.5304848279814943, 0.24839249558002044, 0.10663020028439599, 0.47649793837848664, 0.3446521783458404, 0.11865790674884956, 0.1976680551845438, 0.571230321490923, 0.646932184015401, 0.18848313893147473, 0.30507147091138626, 0.141693753598359, 0.2972653381873307, 0.5134380124353107, 0.7160721042241063, 0.3246141776005913, 0.25004262970963426, 0.20885876360840297, 0.2852146883062596, 0.35530110979813984, 0.40721374410344174, 0.29136525397813867]",29.6
S1_Spectrogram,SVM,0,"{'C': 0.1, 'kernel': 'linear'}",30,False,0.5635,0.5759,0.0631,0.29,wide,0.4505,0.5,0.5,0.5,0.5,0.2,0.54,0.285,0.5833,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]","[1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1]","[0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1]","[0.2715909382546845, 0.2211243103633429, 0.21034013131871362, 0.361334436665047, 0.28579178709029657, 0.26162604960243, 0.2837938332795846, 0.20776866363845767, 0.2257252932627277, 0.29827368093358425, 0.26325656135062536, 0.2536434285896552, 0.2391205280524279, 0.23742727606986003, 0.2940061972578463, 0.2372754293855746, 0.2884666482835287, 0.2592666833043783, 0.23243212533249666, 0.29090051979651904]","[0.2173832325360223, 0.26672018620322663, 0.5572146972558922, 0.26656736824884475, 0.27495650208951633, 0.28646225121571456, 0.20663926744726815, 0.23887646782590277, 0.18971855963938408, 0.26622120587223486, 0.2989930934832558, 0.3099959664454098, 0.2945496830366405, 0.31569069376250875, 0.3200606491574296, 0.1973106018829055, 0.2273464042080311, 0.39899342256594184, 0.24545490379381132, 0.30297503283038923, 0.27277111792894215, 0.280830326899271, 0.3066906814824435, 0.26448888420113337, 0.34353586376985373, 0.25511664216986313, 0.23593431501586332, 0.2828450553437379, 0.2906344360761305, 0.2837591338151569, 0.28234313107748615, 0.28969642308205956, 0.2713724601884169, 0.29418614135035703, 0.27000899696824626, 0.29493470678968997, 0.2627979390080371, 0.28755205060265915, 0.24554196932267383, 0.3475654056686042, 0.2576508941814407, 0.2428808593355574, 0.27296200792467207, 0.29838053854825375, 0.2614159130796543, 0.2586664691528888, 0.29907398775759547, 0.2924354007013614, 0.2866202386922457, 0.21330342607275618, 0.2824769330323032, 0.2788773084668709, 0.30482249724766497, 0.2487212071526561, 0.2833972846375678, 0.2783095786844124, 0.28054675533145335, 0.28279725193320615, 0.29001543975397315, 0.28750257838128934, 0.28858738647044346, 0.2869263281058081, 0.28463718748533706, 0.31334809852363366, 0.2871218523760859, 0.3360847152654712, 0.31790412723975014, 0.28096961823999866, 0.28607036343335973, 0.2764491095113737, 0.26852942767183957, 0.203575881156597, 0.3059932384670626, 0.278761200551146, 0.445597153382605, 0.26931127134677685, 0.20658554205185836, 0.2928877077513249, 0.24298797519086526, 0.38288508174232977, 0.30527790982285374, 0.2581772435786486, 0.3167029022087234, 0.27473185694317515, 0.28992918717672356, 0.28983878555235143, 0.24846234531883363, 0.6658827828026234, 0.33236186184484307, 0.2920730136772844, 0.2992141795591283, 0.34943910617822066, 0.26871756158972093, 0.27074470306405923, 0.27267815163729053, 0.2927150898784519, 0.2834550013685706, 0.3184753452351897, 0.29978615880374265, 0.3483357574720801, 0.2830596151350638, 0.24623112524847734, 0.2660590986560624, 0.27967317171948514, 0.3031816740779728, 0.26727346487607145, 0.2818851817513279, 0.22831093945154446, 0.3047494211829222, 0.3229123891390284, 0.22934784629689786, 0.26188341156294603, 0.27107300658647715, 0.2712446535882441, 0.27384959426092675, 0.2625873081105515, 0.23752813081737803, 0.18936238895177962, 0.24712983932101257, 0.297706486906445, 0.2747193022176228, 0.2292524194471971, 0.26672565523768443, 0.26938768204583335, 0.31423245556672597, 0.20057230951398558, 0.18341124932472966, 0.2355865369286597, 0.2415149030836001, 0.2696719141775673, 0.26241619874293887, 0.3150969909719633, 0.2755178186816447, 0.2831550101212058, 0.24893122870919485, 0.24644374674688127, 0.2930343715948982, 0.25358273094300693, 0.2858680067885242, 0.2395486272304962, 0.25135281601125864, 0.25579476739984136, 0.23142033792513775, 0.2899349593916655, 0.27910625040716647, 0.2810649502151335, 0.2628649029366877, 0.31647126833737144, 0.2995454573346927, 0.21860511809205221, 0.297759975033966, 0.25757322025166335, 0.26178969669177365, 0.27476132078639676, 0.2864997856674544, 0.28905509343218083, 0.21355158742123997, 0.31371156649726495, 0.27634152233551895, 0.23090927742304723, 0.2901565368872647, 0.3747460110192982, 0.14447607797429174, 0.2650473387393008, 0.285757531718973, 0.22886356417093792, 0.229135498838463, 0.2789220077927838, 0.2506885785288404]",20.8
S1_Spectrogram,LR,2,{'C': 1.0},10,False,0.6069,0.6441,0.0897,0.565,wide,0.5396,0.5,0.55,0.5549,0.55,0.4,0.47,0.465,0.596,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[0.5987111530796105, 0.6437819821915051, 0.2604348139734896, 0.5961966659757183, 0.12778453165491885, 0.47420928182719413, 0.4233831898934295, 0.30478031497478053, 0.46310501210624955, 0.6019470777537049, 0.6129205311213705, 0.29856507087708095, 0.2563312073945817, 0.38462309447873105, 0.3173861351823848, 0.2179539184551119, 0.6540977696033478, 0.22726611733067353, 0.24924455383447897, 0.7510716909645253]","[0.5409873326326298, 0.49368546248228234, 0.06693091805390955, 0.5465429110384774, 0.3934992802995709, 0.11701403311169825, 0.30990236373380653, 0.4283285694212056, 0.07244509731510965, 0.18087748819963273, 0.6156526275209973, 0.8280973775812912, 0.6477614015114297, 0.4570162620834406, 0.7263348240130031, 0.7973936072006335, 0.37902231682327747, 0.9617485535661874, 0.25836126103522894, 0.5590502408096261, 0.8379079511693935, 0.19868652016693863, 0.7413470633770652, 0.367975463453257, 0.6538515246271894, 0.29177777258322024, 0.639466392753038, 0.44135031063295904, 0.580009618768636, 0.297274426056914, 0.7230295030190547, 0.46091931250218987, 0.5201163559762155, 0.6454739248548693, 0.4058843443550062, 0.6094246350076066, 0.160112157117272, 0.4599982666275788, 0.2782522339328943, 0.916145342687996, 0.42836712762303253, 0.3806804952767036, 0.6578110947652455, 0.606773510466482, 0.5109634872733357, 0.5192907905559376, 0.44404833114428843, 0.7812050343525864, 0.40369600389368154, 0.15763633765359655, 0.752215124765713, 0.5271098897043143, 0.7885678132569329, 0.48921237625459846, 0.6052441232844252, 0.24544441744859305, 0.6755339999343892, 0.5094205502808642, 0.6335259596485531, 0.41841565579887624, 0.26748372917414254, 0.8426395146208839, 0.360887662212718, 0.6578969221829049, 0.3844679414913343, 0.49000716504549896, 0.5250058023642691, 0.6330594887508121, 0.5379367979545995, 0.38258338062287073, 0.45198901238105915, 0.14419760509433535, 0.8335931437989423, 0.437757984438481, 0.2748719708455459, 0.5659663340503689, 0.20653903305243373, 0.8990380944868557, 0.6139550573870937, 0.8644971757367473, 0.3756388975996749, 0.2696318797890677, 0.21349408272020032, 0.5156872249586614, 0.4155829355745389, 0.38874210283629607, 0.48622551293095323, 0.020896125067398613, 0.11414758508460367, 0.5879134447667786, 0.5673496958376074, 0.8574421397504806, 0.21734434530633717, 0.4816147332618094, 0.5010781613441534, 0.37682422868789256, 0.6643098212682516, 0.42027933654271754, 0.2896391738658258, 0.6039594923064637, 0.533772599298126, 0.2979442367527366, 0.30903417917509524, 0.3723079107772743, 0.7246200773136335, 0.5789536001185847, 0.6545999532785929, 0.4593919584111515, 0.6642571437285728, 0.5705039977387967, 0.8024713901929325, 0.32794008239555944, 0.43931713615030066, 0.48362205183637313, 0.5528989980155551, 0.3723199525174739, 0.2686606434513249, 0.2438828883361105, 0.2783882358277362, 0.528019905109447, 0.45272330714895925, 0.2754166891088115, 0.4122420410566253, 0.2828257409885577, 0.564953564595941, 0.11604880066332204, 0.3945086461042869, 0.10314922981696222, 0.16702793694459686, 0.08965283042435473, 0.5076112333301865, 0.6132731101930562, 0.6711036451336414, 0.4053432615325981, 0.33743515076210684, 0.3696122345444757, 0.2816664148127492, 0.3900466149282527, 0.49166503164881, 0.3579650965048643, 0.38510281191699247, 0.14794066805750966, 0.31845472731754165, 0.3754383457968718, 0.5566164106254253, 0.4039162417208197, 0.3419563828664776, 0.6832174489884076, 0.46745789795097303, 0.2675311027563202, 0.5441795894911332, 0.4512760534818717, 0.2868562983192012, 0.26239463158415144, 0.5645742421262735, 0.546661563391235, 0.1935104244975422, 0.46647541279617105, 0.21140178797106543, 0.36955445448742624, 0.596379873050147, 0.7967084634390993, 0.022915367988423727, 0.4104779866814516, 0.40300059607155087, 0.41396339056393533, 0.25341846654630806, 0.46073930168233707, 0.378509501698821]",11.8
S1_Spectrogram,XGB,1,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.05, 'reg_alpha': 1.0, 'reg_lambda': 5.0}",10,False,0.5501,0.5655,0.0642,0.525,wide,0.4872,0.6,0.55,0.598,0.55,0.2,0.7,0.315,0.6491,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1]","[0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1]","[0.3116021454334259, 0.518803060054779, 0.267185777425766, 0.4720916450023651, 0.21627593040466309, 0.3752615749835968, 0.20503787696361542, 0.07240372896194458, 0.3209368884563446, 0.5922214388847351, 0.42643189430236816, 0.08707207441329956, 0.09027557075023651, 0.3200030028820038, 0.3775748312473297, 0.16566602885723114, 0.7212039232254028, 0.39326661825180054, 0.2833440601825714, 0.5799910426139832]","[0.397444486618042, 0.08906911313533783, 0.4344710111618042, 0.18991565704345703, 0.3610953390598297, 0.6520708203315735, 0.26525864005088806, 0.18957731127738953, 0.6387649178504944, 0.11611664295196533, 0.514933168888092, 0.5942171216011047, 0.25453609228134155, 0.39111530780792236, 0.6545191407203674, 0.42785486578941345, 0.24635642766952515, 0.7459854483604431, 0.34949827194213867, 0.28195613622665405, 0.3790046274662018, 0.11916229128837585, 0.7161886692047119, 0.3830883502960205, 0.4406193494796753, 0.455474853515625, 0.6446921825408936, 0.4667268693447113, 0.7406718730926514, 0.24677793681621552, 0.22750596702098846, 0.500393271446228, 0.27658912539482117, 0.6860890984535217, 0.7152454853057861, 0.3853296637535095, 0.23215949535369873, 0.2778402864933014, 0.3477899432182312, 0.8297805786132812, 0.19974058866500854, 0.5304816365242004, 0.4246828854084015, 0.6396024823188782, 0.6468531489372253, 0.4347001612186432, 0.3934374749660492, 0.5755563974380493, 0.3218110203742981, 0.21064671874046326, 0.29109781980514526, 0.34033554792404175, 0.5059583187103271, 0.20433810353279114, 0.48961275815963745, 0.18818941712379456, 0.4930672347545624, 0.4826696813106537, 0.46757572889328003, 0.2118825912475586, 0.13718238472938538, 0.744910717010498, 0.5472304821014404, 0.6226864457130432, 0.3250960409641266, 0.3639988601207733, 0.5706629753112793, 0.28226184844970703, 0.2442139983177185, 0.16533862054347992, 0.17234112322330475, 0.07960604876279831, 0.8204049468040466, 0.18238435685634613, 0.5613185167312622, 0.6535864472389221, 0.20514000952243805, 0.33949851989746094, 0.23882631957530975, 0.774353563785553, 0.48350104689598083, 0.4405018985271454, 0.3046065866947174, 0.7640929818153381, 0.27590635418891907, 0.2580336928367615, 0.13825181126594543, 0.36954057216644287, 0.28039950132369995, 0.41128861904144287, 0.32707712054252625, 0.7094354033470154, 0.2788057029247284, 0.30102500319480896, 0.264787882566452, 0.2943931818008423, 0.6361503601074219, 0.5502833724021912, 0.10208256542682648, 0.6175242066383362, 0.6609930992126465, 0.2259238362312317, 0.2302139848470688, 0.22976960241794586, 0.6639827489852905, 0.7191285490989685, 0.6006332039833069, 0.4734852910041809, 0.5537733435630798, 0.4703595042228699, 0.41812944412231445, 0.28374016284942627, 0.21030308306217194, 0.15252797305583954, 0.6451113224029541, 0.309564471244812, 0.13735158741474152, 0.30064257979393005, 0.4636799693107605, 0.5211740732192993, 0.3943728506565094, 0.3235015273094177, 0.15153567492961884, 0.04986519366502762, 0.6295369863510132, 0.07887818664312363, 0.08044072985649109, 0.0817851722240448, 0.19370725750923157, 0.21020568907260895, 0.25512009859085083, 0.4979122281074524, 0.4944728910923004, 0.389861524105072, 0.24604889750480652, 0.40713566541671753, 0.3287791609764099, 0.31749215722084045, 0.5770556330680847, 0.2845187187194824, 0.4256746768951416, 0.1840427815914154, 0.41459205746650696, 0.5004648566246033, 0.3594340682029724, 0.6041956543922424, 0.17153623700141907, 0.6108657121658325, 0.18314078450202942, 0.07691293954849243, 0.6391668915748596, 0.3680986762046814, 0.10189656913280487, 0.25697585940361023, 0.6417475342750549, 0.7423763871192932, 0.14852064847946167, 0.3570021986961365, 0.1144728884100914, 0.20900054275989532, 0.6800732016563416, 0.8378556370735168, 0.26731812953948975, 0.23003774881362915, 0.24775096774101257, 0.19221936166286469, 0.3808082342147827, 0.5057632923126221, 0.24553290009498596]",9.5
S2_MFCC,RF,1,"{'n_estimators': 200, 'max_depth': 3, 'min_samples_leaf': 4}",30,False,0.5535,0.5701,0.0624,0.465,wide,0.3732,0.4,0.45,0.402,0.45,0.1,0.47,0.325,0.6011,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1]","[0.4378787796860153, 0.443294746066408, 0.35724361717593495, 0.45958008838414416, 0.34595367387333786, 0.4146658653633831, 0.46339013888399966, 0.2844128154887181, 0.5369617330170295, 0.41130500175308277, 0.43820793710873124, 0.4354458783017801, 0.3218931108229357, 0.45729893952212775, 0.44665824103075447, 0.42948868337616447, 0.5049042036626887, 0.35705864411625177, 0.2471303789247333, 0.4760514436748746]","[0.5058219190814248, 0.31349948340056544, 0.3091285951087355, 0.34941467103675095, 0.4217072719785964, 0.337764703844674, 0.3704124530335968, 0.43568597514759, 0.32022355610256154, 0.2360562401464243, 0.47603598048462026, 0.49388909303063483, 0.3968116578219139, 0.45394513118094726, 0.4569165808730529, 0.5224078768417654, 0.30823952062364096, 0.44551680525956816, 0.44858218622318025, 0.47270844788191047, 0.31347466229204674, 0.41959773111024723, 0.46652553894848486, 0.3699286061221575, 0.5262403437722635, 0.354973880081635, 0.4617656414837398, 0.37017217873439207, 0.48621207845110326, 0.24639180617622952, 0.33090035896750647, 0.3428823827505129, 0.3750032182455377, 0.41691391773226577, 0.43002720050007986, 0.4781349235650907, 0.33135221505489754, 0.39586341589344215, 0.3796346463191925, 0.5152221388708993, 0.35708314100193533, 0.3265625531425696, 0.39908184114413947, 0.40863208257799594, 0.3971994544192763, 0.33666078161653606, 0.4228040551047451, 0.5144181587597421, 0.45930212946115617, 0.2563401193708153, 0.5199682537164794, 0.43344849643192157, 0.5759304839645867, 0.3235173543276094, 0.35888305314096186, 0.3212889991140148, 0.4300221912471045, 0.5501643584954953, 0.4502542534577658, 0.29801507784952014, 0.39950664876159664, 0.371858565560043, 0.4008665111321333, 0.38923785590645676, 0.34052232197148774, 0.34551073165746055, 0.519137952329033, 0.30903254099427174, 0.4469713999144983, 0.2789135948105796, 0.3735106980048816, 0.3010052108984309, 0.5355009547347902, 0.33724448699006737, 0.24984010469403414, 0.5953905606278743, 0.36819429344150284, 0.5183592088015676, 0.37948600006091965, 0.4003282478006181, 0.3554848174841431, 0.339838182960404, 0.4622884336590283, 0.4994612783462263, 0.5585131034555082, 0.45160674462045286, 0.3891581635478672, 0.4601229416194773, 0.4665408866096287, 0.32331402248416374, 0.47075381348287776, 0.46454797725858366, 0.3866691248712767, 0.3958951347159715, 0.3492992154650129, 0.46836013375171015, 0.46375876297340374, 0.2993441161519482, 0.3587138526417607, 0.5540081270745804, 0.39823318757302617, 0.2670237850884964, 0.3802064976903285, 0.41143640733577824, 0.5491867931453948, 0.48146954897015604, 0.37129857622424095, 0.3031822780339673, 0.45686427122551526, 0.35659554590396025, 0.549301202815801, 0.4605981482032583, 0.3948933281763718, 0.35130603202252664, 0.3484783549334841, 0.38682713212421793, 0.393624366779276, 0.2551241115723848, 0.31243188866719335, 0.4294078605936453, 0.5335198517518172, 0.42980553629922563, 0.39568975225543535, 0.35783757158427176, 0.5105376601946991, 0.3213209954229358, 0.41940871962124887, 0.26082386926503115, 0.36019960958264735, 0.3154472584007321, 0.3877148730201489, 0.5376188487717831, 0.3874243207915946, 0.3439342984495066, 0.4607949894580191, 0.31681087816744347, 0.38067443462151745, 0.3764240609026707, 0.3862554721447977, 0.3129369507980554, 0.415265549724178, 0.21524412330027015, 0.3113516796255818, 0.45144934814435395, 0.4493067859058605, 0.3632077780848907, 0.35066314983333735, 0.35014824200802563, 0.509321959052863, 0.3535307542394801, 0.47973852354231766, 0.3552002113061429, 0.3214731348463016, 0.3789731836491456, 0.49642460866618426, 0.5581141507978225, 0.4183856982443324, 0.2930409019937236, 0.3454329534738018, 0.3386152902915679, 0.391248536673216, 0.3652761526553032, 0.2592067339081262, 0.2821492218045375, 0.4567611002682629, 0.4760390994414319, 0.2885330790126634, 0.44310367736414735, 0.45069289477470414]",28.9
S2_MFCC,SVM,2,"{'C': 1.0, 'kernel': 'linear'}",10,False,0.5928,0.645,0.0671,0.3,wide,0.4505,0.5,0.5,0.5,0.5,0.2,0.45,0.26,0.5489,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1]","[0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1]","[0.25271185982134253, 0.2712075349939518, 0.11199461985652877, 0.297415688965786, 0.13141952477367527, 0.27852992771007695, 0.24074006201083045, 0.2214142452071393, 0.3720739376817502, 0.3347910656117079, 0.29390822120820265, 0.25782961795118475, 0.19655216403468026, 0.22483445789959425, 0.2780109702670688, 0.18458076752352273, 0.4045137424698458, 0.16402507038141134, 0.13909655695524953, 0.3077377252773633]","[0.2694892504805793, 0.2662671963338895, 0.2207836743554549, 0.3719486686110024, 0.2988771215211552, 0.2224914024465271, 0.2676120939954807, 0.24982417806398063, 0.2492325638815695, 0.17972130100802436, 0.34944050842206675, 0.3364566262704039, 0.2783459329012307, 0.2585375313134992, 0.3807392193969005, 0.2869754860645423, 0.17267668668964212, 0.1927802289190813, 0.27775598974092713, 0.30282901919638777, 0.3139134718106742, 0.2511415092015807, 0.35925027968384277, 0.27891501237384236, 0.30989319022573136, 0.27566395780505715, 0.2956256611650103, 0.270103758813669, 0.2998699022938196, 0.24606262675369875, 0.28298906645218663, 0.2579373267495346, 0.2473066386261718, 0.4013788509553051, 0.2405457071115993, 0.3368574618961895, 0.22582871313151695, 0.2804340309972588, 0.2547088659969464, 0.6047137317382607, 0.28220764040826213, 0.26628131161766483, 0.27285618510297904, 0.2987037501068755, 0.2909540981607574, 0.23422237527990689, 0.28529709993588354, 0.3644468593651335, 0.2756541239815757, 0.24978723385950277, 0.2639325434842822, 0.23185150964071555, 0.3004887009186137, 0.24983333918199965, 0.29047626975951707, 0.24913352386623192, 0.3373484921405163, 0.361807960038524, 0.32143744117731016, 0.1446815821217361, 0.27352765890120706, 0.3024796845610243, 0.3399908630165613, 0.29571150602145463, 0.28042738896127606, 0.253788651264806, 0.29745189586000925, 0.29491843171796767, 0.29929456112543507, 0.2774809623538155, 0.31834261187374685, 0.2206254366079248, 0.3692130268150847, 0.23896525950345876, 0.16594643398282996, 0.3164718394751924, 0.2309140640601032, 0.2860461792667622, 0.26514794126209584, 0.29082465199709234, 0.2554815906952619, 0.24796928100842544, 0.2696672693293401, 0.3140512985247091, 0.2890097334384406, 0.2625866644442042, 0.2731782230309528, 0.3082319402699899, 0.2381000286884887, 0.24354018553970713, 0.31248505378321406, 0.29786367281943704, 0.2544160252535575, 0.26899879343234334, 0.2617594865741689, 0.288964794689488, 0.3061668897471053, 0.18077934823759417, 0.2641031272000773, 0.3499197272347385, 0.3231996455844565, 0.26966989798665614, 0.308816614142298, 0.267817616397588, 0.3205891118223559, 0.3034544844994777, 0.30186157853098816, 0.2787917967259617, 0.29396355554210823, 0.2868783665266522, 0.30176925378192043, 0.2716543495054601, 0.2942414462221334, 0.27085000561547296, 0.264984711463136, 0.25060005926056694, 0.2720449214555827, 0.17335020188954486, 0.14057795368481846, 0.2871230854288596, 0.30220944289866347, 0.2510608516165118, 0.2951011346199229, 0.2572381377729985, 0.3965260128284761, 0.21973778138584177, 0.25784750272674295, 0.09558154526393994, 0.26957779847366964, 0.18400449079611034, 0.2916356750056959, 0.30425455909748705, 0.28484050983335313, 0.26595644962529275, 0.16265310687309956, 0.23112638913635342, 0.27906134963862134, 0.2755056290343433, 0.25322573226054085, 0.2003196801723016, 0.2658222214405531, 0.21946855042940266, 0.2394552162653943, 0.23893549486721885, 0.2967311245507966, 0.29704542312481985, 0.22089368487782055, 0.30185014330075843, 0.28272552717247046, 0.25336854897468497, 0.2947282115541802, 0.21622041173012474, 0.2075982781177116, 0.22307003158598987, 0.42038087832730314, 0.28854281300521484, 0.24763200917076858, 0.2399976746107771, 0.22124662988822902, 0.22961036050527606, 0.2748047057653176, 0.29288269947806606, 0.18559503967358532, 0.23897854027730725, 0.2635511996310619, 0.24580213868938336, 0.12285891513218737, 0.2969017638621914, 0.26283215072667543]",20.3
