,F1,Thr,AUC,sec
Ling+Pros|RF_200,0.6345864661654135,0.4600000000000002,0.6322502685284641,1.0633070468902588
All|SVM_rbf_1,0.6325841547014086,0.4900000000000002,0.6362781954887217,4.040600061416626
BERT+Ling|SVM_rbf_1,0.6285794497473329,0.5000000000000002,0.630437701396348,3.752324104309082
BERT+Ling|SVM_rbf_5,0.6281546811397558,0.30000000000000004,0.6244629430719657,3.8187873363494873
BERT+Ling+Pros|SVM_rbf_1,0.6281546811397558,0.4900000000000002,0.6346670247046188,4.362544059753418
BERT|SVM_rbf_1,0.6241758241758242,0.4700000000000002,0.609626745435016,3.759086847305298
BERT+Ling|LR_1,0.6196923706558439,0.44000000000000017,0.6015037593984962,3.779315233230591
BERT|SVM_rbf_5,0.6196646072374228,0.33000000000000007,0.5943877551020408,3.5403807163238525
BERT+Ling+Pros|SVM_rbf_5,0.6193609022556391,0.30000000000000004,0.6283566058002148,4.367534637451172
BERT+Ling|LR_05,0.6154429768596751,0.5200000000000002,0.6011009667024706,3.705207347869873
BERT+Ling|SVM_lin_1,0.6149336955356185,0.4700000000000002,0.5861976369495167,4.063433408737183
All|SVM_rbf_5,0.6144380100026323,0.28,0.6299006444683136,4.172215938568115
BERT+Pros|SVM_rbf_1,0.6133531709131486,0.5800000000000003,0.6018394199785178,4.091702938079834
Ling+Pros|SVM_lin_1,0.6115415019762847,0.5200000000000002,0.6273496240601503,0.17734074592590332
Ling+Pros|SVM_rbf_5,0.6109930154873975,0.40000000000000013,0.5955961331901182,0.12154769897460938
BERT+Pros|SVM_rbf_5,0.6090425531914894,0.3900000000000001,0.5915682062298603,3.8123762607574463
BERT+Pros|LR_1,0.6066729323308271,0.29000000000000004,0.5519602577873255,3.570744514465332
Ling+Pros|LR_01,0.6063304063712477,0.7400000000000004,0.6455424274973147,0.1412363052368164
BERT+Pros|LR_05,0.6023710135247955,0.32000000000000006,0.5523630504833512,3.4636662006378174
BERT+Ling|LR_01,0.5982386881263286,0.4700000000000002,0.60687432867884,3.577547550201416
All|LR_01,0.5977500760109455,0.6700000000000004,0.6123791621911924,4.274441719055176
BERT+Pros|LR_01,0.5977011494252873,0.3800000000000001,0.5596133190118153,3.5937581062316895
Ling+Pros|LR_1,0.5940039226674139,0.5300000000000002,0.6325187969924811,0.0874626636505127
All|LR_05,0.5934159061277705,0.27,0.602577873254565,4.999023914337158
Ling+Pros|LR_05,0.5909465020576132,0.4800000000000002,0.6326530612244898,0.08370208740234375
Ling+Pros|SVM_rbf_1,0.5908962574897262,0.40000000000000013,0.6173469387755102,0.11747097969055176
BERT+Ling+Pros|LR_01,0.5867346938775511,0.6100000000000003,0.6090225563909774,4.068485498428345
BERT+Pros|SVM_lin_1,0.5851851851851851,0.44000000000000017,0.5232277121374866,3.782029151916504
All|LR_1,0.5813192263183997,0.26,0.6005639097744361,4.868701696395874
BERT+Ling|RF_200,0.5799466598933198,0.4700000000000002,0.5981471535982814,4.759639501571655
BERT|LR_01,0.568609022556391,0.3900000000000001,0.5653866809881848,3.935713768005371
BERT+Ling+Pros|LR_05,0.568609022556391,0.33000000000000007,0.5962674543501612,4.38834285736084
BERT+Ling+Pros|LR_1,0.567154255319149,0.6600000000000004,0.5941192266380237,4.411618709564209
BERT+Ling+Pros|SVM_lin_1,0.5662842012356576,0.44000000000000017,0.5710257787325456,4.004780054092407
All|SVM_lin_1,0.5662842012356576,0.44000000000000017,0.5845864661654134,3.5964884757995605
BERT+Ling+Pros|RF_200,0.5632996516881057,0.4900000000000002,0.570891514500537,4.931796073913574
BERT|LR_05,0.561057836379982,0.7000000000000004,0.5569280343716434,4.888849973678589
BERT|LR_1,0.5591836734693878,0.6400000000000003,0.5538399570354458,4.082339286804199
BERT|SVM_lin_1,0.5560402684563759,0.6400000000000003,0.5343716433941998,3.6154837608337402
All|RF_200,0.555921052631579,0.4900000000000002,0.5429645542427499,5.40224289894104
BERT+Pros|RF_200,0.5441682477409396,0.4700000000000002,0.53531149301826,5.4829628467559814
BERT|RF_200,0.5278735177865612,0.4600000000000002,0.5174543501611171,4.671741724014282
