,F1,Thr,AUC
BERT_Ling|SVM_rbf_C2,0.628095238095238,0.31000000000000005,0.6569047619047619
BERT_Ling|SVM_rbf_C20,0.6212894248608534,0.29000000000000004,0.6592857142857143
BERT_Ling|SVM_rbf_C50,0.6212894248608534,0.29000000000000004,0.6592857142857143
BERT_Ling|SVM_rbf_C5,0.6212894248608534,0.29000000000000004,0.6592857142857143
BERT_Ling|SVM_rbf_C10,0.6212894248608534,0.29000000000000004,0.6592857142857143
BERT_Ling|SVM_rbf_C0.5,0.6208277703604806,0.7400000000000004,0.6452380952380952
BERT_Ling|SVM_rbf_C1,0.6171568627450981,0.4800000000000002,0.644047619047619
BERT|SVM_rbf_C1,0.6045864045864047,0.30000000000000004,0.6354761904761904
BERT|LR_C0.01,0.6038262255878837,0.4500000000000002,0.6323809523809524
BERT_Ling|SVM_poly_C1_d3,0.5985119047619047,0.26,0.6761904761904762
BERT_Ling|LR_C0.01,0.5979407979407979,0.5300000000000002,0.6495238095238095
BERT|SVM_rbf_C0.5,0.5935976256094976,0.3800000000000001,0.63
BERT|SVM_rbf_C50,0.5886491279929057,0.29000000000000004,0.644047619047619
BERT|SVM_rbf_C20,0.5886491279929057,0.29000000000000004,0.644047619047619
BERT|SVM_rbf_C5,0.5886491279929057,0.29000000000000004,0.644047619047619
BERT|SVM_rbf_C2,0.5886491279929057,0.29000000000000004,0.6440476190476191
BERT|SVM_rbf_C10,0.5886491279929057,0.29000000000000004,0.644047619047619
BERT|SVM_poly_C1_d3,0.5883429966432713,0.27,0.6716666666666666
BERT|LR_C0.05,0.586562150055991,0.3700000000000001,0.6309523809523809
BERT_Ling|LR_C0.05,0.5816498316498316,0.25,0.6378571428571429
BERT|SVM_lin_C0.01,0.5773809523809523,0.5200000000000002,0.6064285714285714
BERT|LR_C0.1,0.5764204545454545,0.6900000000000004,0.6278571428571429
BERT|LR_C2,0.5746187363834423,0.7300000000000004,0.6161904761904762
BERT|SVM_poly_C5_d3,0.5719916531416647,0.25,0.6842857142857142
BERT|LR_C0.5,0.5710572532490341,0.7500000000000004,0.6197619047619047
BERT|LR_C5,0.5692618806875631,0.7400000000000004,0.6104761904761904
BERT_Ling|LR_C0.1,0.5667077841978836,0.5300000000000002,0.6319047619047619
BERT_Ling|LR_C1,0.5666957279860506,0.7400000000000004,0.6221428571428571
BERT_Ling|SVM_lin_C2,0.5666957279860506,0.5300000000000002,0.5914285714285714
BERT_Ling|SVM_lin_C1,0.5666957279860506,0.5300000000000002,0.5914285714285714
BERT_Ling|SVM_lin_C0.5,0.5666957279860506,0.5300000000000002,0.5914285714285714
BERT_Ling|SVM_lin_C0.1,0.5666957279860506,0.5300000000000002,0.5914285714285714
BERT_Ling|SVM_lin_C5,0.5666957279860506,0.5300000000000002,0.5914285714285714
BERT|LR_C1,0.5639519359145527,0.6200000000000003,0.6166666666666667
BERT_Ling|SVM_lin_C0.01,0.562084077260185,0.29000000000000004,0.6090476190476191
BERT_Ling|LR_C2,0.5614450908568556,0.7500000000000004,0.6204761904761904
BERT_Ling|LR_C0.5,0.55625,0.6700000000000004,0.625
BERT_Ling|LR_C5,0.5511064278187565,0.7400000000000004,0.62
BERT|SVM_lin_C0.1,0.5501179642736771,0.4900000000000002,0.5657142857142857
BERT|SVM_lin_C2,0.5501179642736771,0.4900000000000002,0.5616666666666668
BERT|SVM_lin_C1,0.5501179642736771,0.4900000000000002,0.5616666666666668
BERT|SVM_lin_C0.5,0.5501179642736771,0.4900000000000002,0.5616666666666668
BERT|SVM_lin_C5,0.5501179642736771,0.4900000000000002,0.5616666666666668
BERT_Ling|SVM_poly_C5_d3,0.5377530766177054,0.25,0.6895238095238095
BERT_Ling|SVM_poly_C1_d2,0.5113938843082516,0.25,0.519047619047619
BERT|SVM_poly_C1_d2,0.49764150943396224,0.26,0.4992857142857143
BERT|SVM_poly_C0.1_d3,0.4951519069166128,0.5100000000000002,0.46095238095238095
BERT_Ling|SVM_poly_C5_d2,0.4800122062862374,0.25,0.5433333333333333
BERT|SVM_poly_C5_d2,0.4800122062862374,0.28,0.5061904761904762
BERT_Ling|SVM_poly_C0.1_d2,0.47206518971224853,0.5100000000000002,0.4866666666666667
BERT_Ling|SVM_rbf_C0.1,0.4564255530698484,0.4900000000000002,0.5592857142857143
BERT|SVM_rbf_C0.1,0.44141811482348253,0.4900000000000002,0.5507142857142857
BERT|SVM_poly_C0.1_d2,0.4341458365678207,0.5100000000000002,0.48178571428571426
BERT_Ling|SVM_rbf_C0.05,0.4132231404958678,0.5300000000000002,0.34
BERT_Ling|SVM_poly_C0.1_d3,0.4132231404958678,0.5300000000000002,0.44
BERT_Ling|SVM_rbf_C0.01,0.4132231404958678,0.5300000000000002,0.3430952380952381
BERT|SVM_rbf_C0.01,0.4132231404958678,0.5300000000000002,0.3409523809523809
BERT|SVM_rbf_C0.05,0.4132231404958678,0.5300000000000002,0.34023809523809523
