Experiment,Test F1 Macro,Test Accuracy,Test AUC,Test Recall,Threshold
arch200x150x100x50|s0|a0.0001|lr0.0003,0.7946,0.8261,0.7698,0.7778,0.78
arch200x150x100x50|s0|a0.0001|lr0.0005,0.7946,0.8261,0.7698,0.7778,0.8
arch200x150x100x50|s0|a0.0001|lr0.001,0.7946,0.8261,0.7619,0.7778,0.825
arch256x128x64x32|s99|a0.001|lr0.0003,0.7946,0.8261,0.7619,0.7778,0.855
arch256x128x64x32|s99|a0.001|lr0.0005,0.7946,0.8261,0.754,0.7778,0.875
arch256x128x64x32|s99|a0.01|lr0.0003,0.7946,0.8261,0.7619,0.7778,0.855
arch256x128x64x32|s99|a0.01|lr0.0005,0.7946,0.8261,0.746,0.7778,0.855
arch256x128x64x32|s99|a0.05|lr0.0003,0.7946,0.8261,0.754,0.7778,0.84
arch256x128x64x32|s99|a0.05|lr0.0005,0.7946,0.8261,0.746,0.7778,0.85
arch300x200x100x50x25|s99|a0.001|lr0.0003,0.7946,0.8261,0.754,0.7778,0.805
arch300x200x100x50x25|s99|a0.001|lr0.0005,0.7946,0.8261,0.7619,0.7778,0.86
arch256x128x64x32|s99|a0.0001|lr0.0003,0.7946,0.8261,0.7619,0.7778,0.855
arch256x128x64x32|s99|a0.0001|lr0.0005,0.7946,0.8261,0.754,0.7778,0.875
K111|ENN3|s42|a0.05|lr0.0003,0.7946,0.8261,0.7857,0.7778,0.755
K90|ENN3|s76|a0.0001|lr0.001,0.7946,0.8261,0.754,0.7778,0.61
K90|ENN3|s76|a0.001|lr0.0005,0.7946,0.8261,0.754,0.7778,0.61
K90|ENN3|s76|a0.001|lr0.001,0.7946,0.8261,0.754,0.7778,0.61
K90|ENN3|s76|a0.05|lr0.0005,0.7946,0.8261,0.754,0.7778,0.61
K90|ENN3|s76|a0.05|lr0.001,0.7946,0.8261,0.754,0.7778,0.61
K130|ENN4|s99|a0.0001|lr0.0003,0.7946,0.8261,0.7698,0.7778,0.54
K130|ENN4|s99|a0.001|lr0.0003,0.7946,0.8261,0.7698,0.7778,0.54
K130|ENN4|s99|a0.01|lr0.0003,0.7946,0.8261,0.7619,0.7778,0.54
K90|ENN3|s76|a0.0001|lr0.0005,0.7946,0.8261,0.754,0.7778,0.61
K90|ENN3|s76|a0.01|lr0.0005,0.7946,0.8261,0.754,0.7778,0.61
K90|ENN3|s76|a0.01|lr0.001,0.7946,0.8261,0.754,0.7778,0.61
K107|ENN4|s0|a0.0001|lr0.0003,0.7946,0.8261,0.7619,0.7778,0.75
K107|ENN4|s0|a0.0001|lr0.0005,0.7946,0.8261,0.7857,0.7778,0.765
K107|ENN4|s0|a0.0001|lr0.001,0.7946,0.8261,0.7619,0.7778,0.765
K107|ENN4|s0|a0.001|lr0.0003,0.7946,0.8261,0.7619,0.7778,0.75
K107|ENN4|s0|a0.001|lr0.0005,0.7946,0.8261,0.7857,0.7778,0.765
K107|ENN4|s0|a0.001|lr0.001,0.7946,0.8261,0.7619,0.7778,0.765
K107|ENN4|s0|a0.01|lr0.0003,0.7946,0.8261,0.7619,0.7778,0.75
K107|ENN4|s0|a0.01|lr0.0005,0.7946,0.8261,0.7857,0.7778,0.765
K107|ENN4|s0|a0.01|lr0.001,0.7946,0.8261,0.7619,0.7778,0.765
K107|ENN4|s0|a0.05|lr0.0003,0.7946,0.8261,0.7619,0.7778,0.75
K112|ENN3|s42|a0.0001|lr0.0005,0.7946,0.8261,0.7619,0.7778,0.57
K112|ENN3|s42|a0.001|lr0.0005,0.7946,0.8261,0.7619,0.7778,0.57
K112|ENN3|s42|a0.01|lr0.0005,0.7946,0.8261,0.7619,0.7778,0.57
K112|ENN3|s42|a0.05|lr0.0005,0.7946,0.8261,0.7619,0.7778,0.57
K107|ENN4|s0|a0.05|lr0.0005,0.7946,0.8261,0.7857,0.7778,0.765
K107|ENN4|s0|a0.05|lr0.001,0.7946,0.8261,0.7619,0.7778,0.76
K107|ENN5|s0|a0.0001|lr0.0003,0.7946,0.8261,0.7778,0.7778,0.74
K107|ENN5|s0|a0.0001|lr0.001,0.7946,0.8261,0.754,0.7778,0.73
K107|ENN5|s0|a0.001|lr0.0003,0.7946,0.8261,0.7778,0.7778,0.745
K107|ENN5|s0|a0.001|lr0.001,0.7946,0.8261,0.754,0.7778,0.73
K107|ENN5|s0|a0.01|lr0.0003,0.7946,0.8261,0.7778,0.7778,0.745
K107|ENN5|s0|a0.01|lr0.001,0.7946,0.8261,0.754,0.7778,0.73
K107|ENN5|s0|a0.05|lr0.0003,0.7946,0.8261,0.7778,0.7778,0.74
K107|ENN5|s0|a0.05|lr0.001,0.7946,0.8261,0.754,0.7778,0.73
K108|ENN2|s7|a0.0001|lr0.001,0.7946,0.8261,0.7698,0.7778,0.785
K95|ENN2|s21|a0.01|lr0.001,0.7946,0.8261,0.7222,0.7778,0.605
K95|ENN2|s21|a0.05|lr0.001,0.7946,0.8261,0.7222,0.7778,0.605
K108|ENN2|s7|a0.001|lr0.001,0.7946,0.8261,0.7698,0.7778,0.785
K108|ENN2|s7|a0.01|lr0.001,0.7946,0.8261,0.7698,0.7778,0.785
K108|ENN2|s7|a0.05|lr0.001,0.7946,0.8261,0.7619,0.7778,0.785
K113|ENN3|s7|a0.001|lr0.001,0.7946,0.8261,0.6508,0.7778,0.55
K113|ENN3|s7|a0.01|lr0.0005,0.7946,0.8261,0.6667,0.7778,0.55
K95|ENN2|s21|a0.0001|lr0.001,0.7946,0.8261,0.7222,0.7778,0.605
K95|ENN2|s21|a0.001|lr0.001,0.7946,0.8261,0.7222,0.7778,0.605
K115|ENN3|s76|a0.0001|lr0.0003,0.7946,0.8261,0.754,0.7778,0.865
K113|ENN3|s7|a0.0001|lr0.001,0.7946,0.8261,0.6508,0.7778,0.55
K115|ENN3|s76|a0.0001|lr0.0005,0.7946,0.8261,0.754,0.7778,0.87
K115|ENN3|s76|a0.0001|lr0.001,0.7946,0.8261,0.7302,0.7778,0.89
K115|ENN3|s76|a0.001|lr0.0003,0.7946,0.8261,0.754,0.7778,0.865
K115|ENN3|s76|a0.001|lr0.0005,0.7946,0.8261,0.7381,0.7778,0.875
K115|ENN3|s76|a0.001|lr0.001,0.7946,0.8261,0.7302,0.7778,0.89
K115|ENN3|s76|a0.01|lr0.0003,0.7946,0.8261,0.754,0.7778,0.865
K115|ENN3|s76|a0.01|lr0.0005,0.7946,0.8261,0.754,0.7778,0.875
K115|ENN3|s76|a0.01|lr0.001,0.7946,0.8261,0.7302,0.7778,0.89
K115|ENN3|s76|a0.05|lr0.0003,0.7946,0.8261,0.754,0.7778,0.86
K115|ENN3|s76|a0.05|lr0.0005,0.7946,0.8261,0.7381,0.7778,0.85
K113|ENN3|s7|a0.01|lr0.001,0.7946,0.8261,0.6587,0.7778,0.55
K113|ENN3|s7|a0.05|lr0.0005,0.7946,0.8261,0.6667,0.7778,0.55
K113|ENN3|s7|a0.05|lr0.001,0.7946,0.8261,0.6587,0.7778,0.55
arch200x150x100x50|s0|a0.001|lr0.0003,0.7946,0.8261,0.7698,0.7778,0.78
arch200x150x100x50|s0|a0.001|lr0.0005,0.7946,0.8261,0.7698,0.7778,0.8
arch200x150x100x50|s0|a0.001|lr0.001,0.7946,0.8261,0.7619,0.7778,0.825
arch200x150x100x50|s0|a0.01|lr0.0003,0.7946,0.8261,0.7698,0.7778,0.78
arch200x150x100x50|s0|a0.01|lr0.0005,0.7946,0.8261,0.7619,0.7778,0.8
arch200x150x100x50|s0|a0.01|lr0.001,0.7946,0.8261,0.7619,0.7778,0.825
arch200x150x100x50|s0|a0.05|lr0.0003,0.7946,0.8261,0.7778,0.7778,0.78
arch200x150x100x50|s0|a0.05|lr0.0005,0.7946,0.8261,0.7619,0.7778,0.795
arch200x150x100x50|s0|a0.05|lr0.001,0.7946,0.8261,0.7619,0.7778,0.825
K90|ENN2|s13|a0.01|lr0.0003,0.7826,0.7826,0.8175,0.8214,0.715
K95|ENN2|s13|a0.001|lr0.001,0.781,0.7826,0.8333,0.8016,0.48
K95|ENN2|s13|a0.05|lr0.001,0.781,0.7826,0.8333,0.8016,0.48
K95|ENN2|s13|a0.01|lr0.001,0.781,0.7826,0.8333,0.8016,0.48
K100|ENN5|s0|a0.001|lr0.001,0.781,0.7826,0.8492,0.8016,0.58
K100|ENN5|s0|a0.0001|lr0.001,0.781,0.7826,0.8492,0.8016,0.58
K100|ENN5|s0|a0.05|lr0.001,0.781,0.7826,0.8492,0.8016,0.58
arch600x300x150x75|s42|a0.01|lr0.0003,0.781,0.7826,0.8333,0.8016,0.56
K95|ENN2|s13|a0.0001|lr0.001,0.781,0.7826,0.8333,0.8016,0.48
arch600x300x150x75|s42|a0.0001|lr0.0003,0.781,0.7826,0.8333,0.8016,0.56
arch600x300x150x75|s42|a0.05|lr0.0003,0.781,0.7826,0.8333,0.8016,0.56
arch600x300x150x75|s42|a0.001|lr0.0003,0.781,0.7826,0.8333,0.8016,0.56
K100|ENN4|s13|a0.001|lr0.0005,0.7758,0.7826,0.746,0.7817,0.55
K100|ENN3|s13|a0.001|lr0.001,0.7758,0.7826,0.746,0.7817,0.575
K100|ENN4|s13|a0.05|lr0.001,0.7758,0.7826,0.7619,0.7817,0.585
K100|ENN4|s13|a0.05|lr0.0005,0.7758,0.7826,0.746,0.7817,0.55
K100|ENN4|s13|a0.0001|lr0.0005,0.7758,0.7826,0.746,0.7817,0.55
K100|ENN4|s13|a0.0001|lr0.0003,0.7758,0.7826,0.7222,0.7817,0.55
K100|ENN4|s13|a0.001|lr0.0003,0.7758,0.7826,0.7302,0.7817,0.55
K100|ENN4|s13|a0.0001|lr0.001,0.7758,0.7826,0.754,0.7817,0.59
K100|ENN4|s13|a0.001|lr0.001,0.7758,0.7826,0.754,0.7817,0.59
K100|ENN3|s13|a0.01|lr0.0005,0.7758,0.7826,0.746,0.7817,0.55
K100|ENN3|s13|a0.01|lr0.001,0.7758,0.7826,0.746,0.7817,0.575
K100|ENN3|s13|a0.05|lr0.0005,0.7758,0.7826,0.746,0.7817,0.55
K100|ENN5|s0|a0.01|lr0.001,0.7758,0.7826,0.8492,0.7817,0.585
K100|ENN5|s0|a0.05|lr0.0005,0.7758,0.7826,0.8016,0.7817,0.59
K105|ENN3|s7|a0.0001|lr0.0003,0.7758,0.7826,0.7222,0.7817,0.79
K95|ENN3|s33|a0.001|lr0.001,0.7758,0.7826,0.7857,0.7817,0.9
arch300x200x100x50x25|s99|a0.0001|lr0.0005,0.7758,0.7826,0.754,0.7817,0.825
arch300x200x100x50x25|s99|a0.05|lr0.0005,0.7758,0.7826,0.754,0.7817,0.82
K90|ENN5|s42|a0.001|lr0.0005,0.7758,0.7826,0.7222,0.7817,0.54
K90|ENN5|s42|a0.01|lr0.0005,0.7758,0.7826,0.7222,0.7817,0.54
K100|ENN4|s13|a0.05|lr0.0003,0.7758,0.7826,0.7302,0.7817,0.55
K100|ENN3|s13|a0.05|lr0.001,0.7758,0.7826,0.746,0.7817,0.575
K100|ENN4|s13|a0.01|lr0.0003,0.7758,0.7826,0.7222,0.7817,0.55
K100|ENN4|s13|a0.01|lr0.0005,0.7758,0.7826,0.746,0.7817,0.55
K100|ENN4|s13|a0.01|lr0.001,0.7758,0.7826,0.754,0.7817,0.59
K130|ENN3|s21|a0.01|lr0.001,0.7758,0.7826,0.6429,0.7817,0.765
K130|ENN3|s21|a0.01|lr0.0003,0.7758,0.7826,0.6667,0.7817,0.665
K130|ENN3|s21|a0.001|lr0.0003,0.7758,0.7826,0.6587,0.7817,0.665
K130|ENN3|s21|a0.0001|lr0.001,0.7758,0.7826,0.6429,0.7817,0.76
K130|ENN3|s21|a0.0001|lr0.0003,0.7758,0.7826,0.6587,0.7817,0.665
K108|ENN5|s42|a0.0001|lr0.0003,0.7758,0.7826,0.7381,0.7817,0.585
K108|ENN5|s42|a0.01|lr0.0003,0.7758,0.7826,0.7381,0.7817,0.585
K108|ENN5|s42|a0.001|lr0.0003,0.7758,0.7826,0.746,0.7817,0.585
K120|ENN4|s13|a0.01|lr0.0003,0.7758,0.7826,0.7778,0.7817,0.48
K120|ENN4|s13|a0.05|lr0.0003,0.7758,0.7826,0.7778,0.7817,0.48
K95|ENN3|s76|a0.01|lr0.0005,0.7758,0.7826,0.746,0.7817,0.855
K108|ENN5|s42|a0.05|lr0.0003,0.7758,0.7826,0.7381,0.7817,0.585
K130|ENN3|s21|a0.05|lr0.0003,0.7758,0.7826,0.6587,0.7817,0.665
K120|ENN3|s33|a0.05|lr0.0003,0.7758,0.7826,0.7619,0.7817,0.745
K120|ENN4|s13|a0.0001|lr0.0003,0.7758,0.7826,0.7778,0.7817,0.48
K120|ENN4|s13|a0.001|lr0.0003,0.7758,0.7826,0.7778,0.7817,0.48
K95|ENN3|s76|a0.0001|lr0.0005,0.7758,0.7826,0.746,0.7817,0.85
K95|ENN3|s76|a0.0001|lr0.001,0.7758,0.7826,0.746,0.7817,0.88
K95|ENN3|s76|a0.001|lr0.0003,0.7758,0.7826,0.746,0.7817,0.83
K95|ENN3|s76|a0.001|lr0.0005,0.7758,0.7826,0.746,0.7817,0.855
K95|ENN3|s76|a0.001|lr0.001,0.7758,0.7826,0.746,0.7817,0.88
K120|ENN3|s76|a0.0001|lr0.0003,0.7758,0.7826,0.6905,0.7817,0.41
K120|ENN3|s76|a0.001|lr0.0003,0.7758,0.7826,0.6905,0.7817,0.41
K120|ENN3|s76|a0.01|lr0.0003,0.7758,0.7826,0.6905,0.7817,0.41
K120|ENN3|s76|a0.05|lr0.0003,0.7758,0.7826,0.6984,0.7817,0.41
K120|ENN3|s33|a0.0001|lr0.0003,0.7758,0.7826,0.7619,0.7817,0.745
K113|ENN3|s13|a0.001|lr0.0003,0.7758,0.7826,0.754,0.7817,0.52
K95|ENN3|s76|a0.01|lr0.001,0.7758,0.7826,0.746,0.7817,0.88
K95|ENN3|s76|a0.05|lr0.0003,0.7758,0.7826,0.746,0.7817,0.83
K95|ENN3|s76|a0.05|lr0.0005,0.7758,0.7826,0.746,0.7817,0.85
K95|ENN3|s76|a0.05|lr0.001,0.7758,0.7826,0.746,0.7817,0.88
K95|ENN3|s76|a0.0001|lr0.0003,0.7758,0.7826,0.746,0.7817,0.83
K113|ENN3|s13|a0.05|lr0.0005,0.7758,0.7826,0.7778,0.7817,0.53
K113|ENN3|s13|a0.05|lr0.0003,0.7758,0.7826,0.754,0.7817,0.52
K113|ENN3|s13|a0.01|lr0.0005,0.7758,0.7826,0.7698,0.7817,0.53
K113|ENN3|s13|a0.01|lr0.0003,0.7758,0.7826,0.754,0.7817,0.52
K113|ENN3|s13|a0.001|lr0.0005,0.7758,0.7826,0.7698,0.7817,0.53
K90|ENN3|s21|a0.01|lr0.0005,0.7758,0.7826,0.7143,0.7817,0.575
K90|ENN3|s21|a0.05|lr0.0005,0.7758,0.7826,0.7143,0.7817,0.575
K90|ENN3|s21|a0.01|lr0.001,0.7758,0.7826,0.7143,0.7817,0.575
K120|ENN3|s33|a0.001|lr0.0003,0.7758,0.7826,0.7619,0.7817,0.745
K120|ENN3|s33|a0.01|lr0.0003,0.7758,0.7826,0.7619,0.7817,0.745
K90|ENN3|s21|a0.0001|lr0.0005,0.7758,0.7826,0.7143,0.7817,0.575
K90|ENN3|s21|a0.0001|lr0.001,0.7758,0.7826,0.7143,0.7817,0.575
K90|ENN3|s21|a0.05|lr0.001,0.7758,0.7826,0.7143,0.7817,0.575
K115|ENN2|s99|a0.01|lr0.001,0.7758,0.7826,0.8016,0.7817,0.585
K113|ENN3|s13|a0.0001|lr0.0003,0.7758,0.7826,0.754,0.7817,0.52
K113|ENN3|s13|a0.0001|lr0.0005,0.7758,0.7826,0.7698,0.7817,0.53
K108|ENN3|s42|a0.0001|lr0.0003,0.7758,0.7826,0.7381,0.7817,0.6
K95|ENN3|s76|a0.01|lr0.0003,0.7758,0.7826,0.746,0.7817,0.83
K90|ENN3|s21|a0.001|lr0.001,0.7758,0.7826,0.7143,0.7817,0.575
K90|ENN3|s21|a0.001|lr0.0005,0.7758,0.7826,0.7143,0.7817,0.575
K108|ENN3|s42|a0.001|lr0.0003,0.7758,0.7826,0.7381,0.7817,0.6
K108|ENN3|s42|a0.01|lr0.0003,0.7758,0.7826,0.7381,0.7817,0.6
K108|ENN3|s42|a0.05|lr0.0003,0.7758,0.7826,0.7381,0.7817,0.595
K90|ENN5|s42|a0.05|lr0.0005,0.7758,0.7826,0.7222,0.7817,0.54
K100|ENN2|s0|a0.05|lr0.0005,0.7758,0.7826,0.8175,0.7817,0.565
K100|ENN2|s0|a0.01|lr0.0005,0.7758,0.7826,0.8175,0.7817,0.57
K100|ENN2|s0|a0.001|lr0.0005,0.7758,0.7826,0.8175,0.7817,0.57
K90|ENN5|s42|a0.0001|lr0.0005,0.7758,0.7826,0.7222,0.7817,0.54
K100|ENN3|s13|a0.001|lr0.0005,0.7758,0.7826,0.746,0.7817,0.55
K100|ENN3|s13|a0.0001|lr0.001,0.7758,0.7826,0.746,0.7817,0.575
K100|ENN3|s13|a0.0001|lr0.0005,0.7758,0.7826,0.746,0.7817,0.55
K100|ENN2|s0|a0.0001|lr0.0005,0.7758,0.7826,0.8175,0.7817,0.57
arch400x300x200x100|s99|a0.05|lr0.001,0.7667,0.7826,0.7778,0.7619,0.725
arch600x300x150x75|s21|a0.05|lr0.0005,0.7667,0.7826,0.7063,0.7619,0.53
arch600x300x150x75|s21|a0.01|lr0.0005,0.7667,0.7826,0.7063,0.7619,0.53
arch600x300x150x75|s21|a0.001|lr0.0005,0.7667,0.7826,0.7063,0.7619,0.535
arch600x300x150x75|s21|a0.0001|lr0.0005,0.7667,0.7826,0.7063,0.7619,0.535
K90|ENN2|s76|a0.05|lr0.0003,0.7667,0.7826,0.754,0.7619,0.57
arch600x300x150x75|s0|a0.05|lr0.0003,0.7667,0.7826,0.7302,0.7619,0.58
arch600x300x150x75|s0|a0.01|lr0.0003,0.7667,0.7826,0.7302,0.7619,0.58
arch600x300x150x75|s0|a0.001|lr0.0005,0.7667,0.7826,0.7381,0.7619,0.605
K95|ENN5|s99|a0.05|lr0.0005,0.7667,0.7826,0.6667,0.7619,0.595
K95|ENN5|s99|a0.05|lr0.0003,0.7667,0.7826,0.6667,0.7619,0.58
K95|ENN5|s99|a0.01|lr0.0005,0.7667,0.7826,0.6667,0.7619,0.595
K95|ENN5|s99|a0.01|lr0.0003,0.7667,0.7826,0.6667,0.7619,0.58
K95|ENN5|s99|a0.001|lr0.0005,0.7667,0.7826,0.6746,0.7619,0.595
K95|ENN5|s99|a0.001|lr0.0003,0.7667,0.7826,0.6667,0.7619,0.58
arch600x300x150x75|s0|a0.0001|lr0.0005,0.7667,0.7826,0.7381,0.7619,0.605
arch600x300x150x75|s0|a0.0001|lr0.0003,0.7667,0.7826,0.7302,0.7619,0.58
K90|ENN2|s76|a0.0001|lr0.0003,0.7667,0.7826,0.754,0.7619,0.57
K90|ENN2|s76|a0.001|lr0.0003,0.7667,0.7826,0.754,0.7619,0.57
K90|ENN2|s76|a0.01|lr0.0003,0.7667,0.7826,0.754,0.7619,0.57
SpecMFCC_K100_ENN|s76|a0.001,0.7667,0.7826,0.7619,0.7619,0.66
K110|ENN5|s13|a0.001|lr0.0005,0.7667,0.7826,0.6905,0.7619,0.785
K110|ENN5|s13|a0.0001|lr0.001,0.7667,0.7826,0.6905,0.7619,0.81
K110|ENN5|s13|a0.0001|lr0.0005,0.7667,0.7826,0.6905,0.7619,0.785
K113|ENN3|s7|a0.01|lr0.0003,0.7667,0.7826,0.6667,0.7619,0.535
K90|ENN5|s42|a0.001|lr0.0003,0.7667,0.7826,0.6984,0.7619,0.56
K90|ENN5|s42|a0.0001|lr0.0003,0.7667,0.7826,0.7063,0.7619,0.56
K90|ENN5|s76|a0.01|lr0.0003,0.7667,0.7826,0.7143,0.7619,0.51
K90|ENN5|s76|a0.001|lr0.0005,0.7667,0.7826,0.7381,0.7619,0.535
K90|ENN5|s76|a0.001|lr0.0003,0.7667,0.7826,0.7143,0.7619,0.51
K90|ENN5|s76|a0.0001|lr0.0005,0.7667,0.7826,0.7381,0.7619,0.535
K90|ENN5|s76|a0.0001|lr0.0003,0.7667,0.7826,0.7143,0.7619,0.51
K112|ENN2|s76|a0.05|lr0.0003,0.7667,0.7826,0.746,0.7619,0.57
K112|ENN3|s13|a0.001|lr0.0005,0.7667,0.7826,0.746,0.7619,0.75
K112|ENN3|s13|a0.0001|lr0.001,0.7667,0.7826,0.7381,0.7619,0.81
K120|ENN2|s99|a0.01|lr0.001,0.7667,0.7826,0.6984,0.7619,0.57
K120|ENN2|s99|a0.001|lr0.001,0.7667,0.7826,0.6984,0.7619,0.57
K113|ENN2|s13|a0.01|lr0.001,0.7667,0.7826,0.7222,0.7619,0.545
K113|ENN2|s13|a0.001|lr0.001,0.7667,0.7826,0.7222,0.7619,0.545
K113|ENN2|s13|a0.0001|lr0.001,0.7667,0.7826,0.7222,0.7619,0.545
K112|ENN3|s13|a0.05|lr0.001,0.7667,0.7826,0.7381,0.7619,0.815
K112|ENN3|s13|a0.01|lr0.001,0.7667,0.7826,0.7381,0.7619,0.815
K112|ENN3|s13|a0.01|lr0.0005,0.7667,0.7826,0.746,0.7619,0.77
K112|ENN3|s13|a0.001|lr0.001,0.7667,0.7826,0.7381,0.7619,0.815
K110|ENN5|s13|a0.01|lr0.001,0.7667,0.7826,0.6746,0.7619,0.78
K110|ENN5|s13|a0.01|lr0.0005,0.7667,0.7826,0.6905,0.7619,0.785
K110|ENN5|s13|a0.001|lr0.001,0.7667,0.7826,0.6905,0.7619,0.815
K90|ENN3|s21|a0.01|lr0.0003,0.7667,0.7826,0.7381,0.7619,0.59
K90|ENN3|s21|a0.001|lr0.0003,0.7667,0.7826,0.7302,0.7619,0.59
K90|ENN3|s21|a0.0001|lr0.0003,0.7667,0.7826,0.7302,0.7619,0.59
K90|ENN3|s33|a0.05|lr0.0005,0.7667,0.7826,0.7302,0.7619,0.58
K90|ENN3|s33|a0.05|lr0.0003,0.7667,0.7826,0.7302,0.7619,0.565
K90|ENN3|s33|a0.01|lr0.0005,0.7667,0.7826,0.7302,0.7619,0.58
K90|ENN3|s33|a0.01|lr0.0003,0.7667,0.7826,0.7222,0.7619,0.565
K90|ENN3|s33|a0.001|lr0.0005,0.7667,0.7826,0.7302,0.7619,0.58
K90|ENN3|s33|a0.001|lr0.0003,0.7667,0.7826,0.7222,0.7619,0.565
K113|ENN2|s13|a0.05|lr0.001,0.7667,0.7826,0.7222,0.7619,0.545
K110|ENN2|s33|a0.05|lr0.0003,0.7667,0.7826,0.7063,0.7619,0.61
K115|ENN2|s76|a0.05|lr0.0005,0.7667,0.7826,0.6984,0.7619,0.555
K113|ENN4|s7|a0.05|lr0.001,0.7667,0.7826,0.6429,0.7619,0.895
K108|ENN3|s7|a0.0001|lr0.001,0.7667,0.7826,0.7222,0.7619,0.67
K90|ENN3|s33|a0.0001|lr0.0005,0.7667,0.7826,0.7302,0.7619,0.58
K90|ENN3|s33|a0.0001|lr0.0003,0.7667,0.7826,0.7222,0.7619,0.565
K90|ENN3|s21|a0.05|lr0.0003,0.7667,0.7826,0.7302,0.7619,0.59
K115|ENN3|s99|a0.05|lr0.001,0.7667,0.7826,0.7302,0.7619,0.53
K115|ENN3|s99|a0.05|lr0.0005,0.7667,0.7826,0.7143,0.7619,0.525
K115|ENN3|s99|a0.05|lr0.0003,0.7667,0.7826,0.7302,0.7619,0.52
K115|ENN3|s99|a0.01|lr0.001,0.7667,0.7826,0.7302,0.7619,0.53
K115|ENN3|s99|a0.01|lr0.0005,0.7667,0.7826,0.7143,0.7619,0.525
K115|ENN3|s99|a0.01|lr0.0003,0.7667,0.7826,0.7302,0.7619,0.52
K108|ENN4|s21|a0.05|lr0.0005,0.7667,0.7826,0.7143,0.7619,0.65
K108|ENN3|s7|a0.05|lr0.001,0.7667,0.7826,0.7222,0.7619,0.67
K108|ENN3|s7|a0.01|lr0.001,0.7667,0.7826,0.7222,0.7619,0.67
K108|ENN3|s7|a0.001|lr0.001,0.7667,0.7826,0.7222,0.7619,0.67
K125|ENN3|s42|a0.05|lr0.0003,0.7667,0.7826,0.7302,0.7619,0.835
K125|ENN2|s33|a0.05|lr0.001,0.7667,0.7826,0.6508,0.7619,0.765
K125|ENN2|s33|a0.01|lr0.001,0.7667,0.7826,0.6508,0.7619,0.765
K125|ENN2|s33|a0.001|lr0.001,0.7667,0.7826,0.6508,0.7619,0.765
K125|ENN2|s33|a0.0001|lr0.001,0.7667,0.7826,0.6508,0.7619,0.765
K120|ENN4|s99|a0.05|lr0.0005,0.7667,0.7826,0.6349,0.7619,0.605
K120|ENN4|s99|a0.01|lr0.0005,0.7667,0.7826,0.6349,0.7619,0.605
K90|ENN3|s76|a0.0001|lr0.0003,0.7667,0.7826,0.7619,0.7619,0.57
arch300x150x75x25|s7|a0.0001|lr0.0005,0.7667,0.7826,0.7302,0.7619,0.695
arch300x150x75x25|s7|a0.0001|lr0.0003,0.7667,0.7826,0.746,0.7619,0.69
K115|ENN3|s99|a0.001|lr0.0005,0.7667,0.7826,0.7143,0.7619,0.525
K115|ENN3|s99|a0.001|lr0.0003,0.7667,0.7826,0.7222,0.7619,0.52
K115|ENN3|s99|a0.0001|lr0.001,0.7667,0.7826,0.7302,0.7619,0.53
K115|ENN3|s99|a0.0001|lr0.0005,0.7667,0.7826,0.7143,0.7619,0.525
K115|ENN3|s99|a0.0001|lr0.0003,0.7667,0.7826,0.7222,0.7619,0.52
K110|ENN2|s13|a0.05|lr0.001,0.7667,0.7826,0.6984,0.7619,0.68
K110|ENN2|s13|a0.05|lr0.0005,0.7667,0.7826,0.7063,0.7619,0.675
K110|ENN2|s13|a0.05|lr0.0003,0.7667,0.7826,0.7063,0.7619,0.66
K110|ENN2|s13|a0.01|lr0.0005,0.7667,0.7826,0.7063,0.7619,0.675
K110|ENN2|s13|a0.001|lr0.001,0.7667,0.7826,0.6984,0.7619,0.68
K110|ENN2|s13|a0.001|lr0.0005,0.7667,0.7826,0.7063,0.7619,0.675
K110|ENN2|s13|a0.0001|lr0.0005,0.7667,0.7826,0.7063,0.7619,0.675
arch300x150x75x25|s7|a0.05|lr0.0005,0.7667,0.7826,0.7302,0.7619,0.695
arch300x150x75x25|s7|a0.05|lr0.0003,0.7667,0.7826,0.746,0.7619,0.69
arch300x150x75x25|s7|a0.01|lr0.0005,0.7667,0.7826,0.7302,0.7619,0.695
arch300x150x75x25|s7|a0.01|lr0.0003,0.7667,0.7826,0.746,0.7619,0.69
arch300x150x75x25|s7|a0.001|lr0.0005,0.7667,0.7826,0.7302,0.7619,0.695
arch300x150x75x25|s7|a0.001|lr0.0003,0.7667,0.7826,0.746,0.7619,0.69
K90|ENN5|s76|a0.05|lr0.0003,0.7667,0.7826,0.7143,0.7619,0.51
K90|ENN5|s76|a0.01|lr0.0005,0.7667,0.7826,0.7381,0.7619,0.535
K111|ENN3|s33|a0.01|lr0.001,0.7667,0.7826,0.7143,0.7619,0.92
K111|ENN3|s33|a0.001|lr0.001,0.7667,0.7826,0.7302,0.7619,0.92
K111|ENN3|s33|a0.0001|lr0.001,0.7667,0.7826,0.7302,0.7619,0.92
K111|ENN3|s76|a0.05|lr0.001,0.7667,0.7826,0.7302,0.7619,0.59
K111|ENN3|s76|a0.05|lr0.0005,0.7667,0.7826,0.7222,0.7619,0.595
K111|ENN3|s76|a0.01|lr0.001,0.7667,0.7826,0.7222,0.7619,0.59
K111|ENN3|s76|a0.01|lr0.0005,0.7667,0.7826,0.7222,0.7619,0.6
K111|ENN3|s76|a0.001|lr0.001,0.7667,0.7826,0.7222,0.7619,0.59
K111|ENN3|s76|a0.0001|lr0.001,0.7667,0.7826,0.7222,0.7619,0.59
