model,best_n,best_cfg_idx,cv_f1,cv_std,oof_thr,test_f1_oof,test_f1_sw,test_auc,y_pred_oof,y_prob,oof_probs,best_cfg,scenario,time_s
LR,10,13,0.7027,0.1084,0.55,0.6011,0.6267,0.53,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0]","[0.5243445619409914, 0.1684860520968766, 0.5257085637260928, 0.5474868900304796, 0.30259114968448214, 0.33022651959661264, 0.5311500363689731, 0.33437608530703594, 0.37453887479685677, 0.5022326037633265, 0.16070527663489242, 0.3443713375269741, 0.4085632124779754, 0.17379565593017005, 0.6009838983027446, 0.37191814966837644, 0.643645154476247, 0.5372591882540761, 0.6371584633228218, 0.1483152360823321]","[0.7053193081485143, 0.5008523433675509, 0.3626363996077233, 0.49312766065998653, 0.3771877875174402, 0.09487179543408579, 0.21059364881913614, 0.3927818602276308, 0.5129768809230957, 0.19522755364368952, 0.6457932306676133, 0.7508304900701201, 0.6615272472145974, 0.4324339530582264, 0.7386656435739926, 0.9279902537980609, 0.42857038096776207, 0.9409520592213899, 0.6886748152777727, 0.6982369381277406, 0.7783099128495011, 0.2823541957673674, 0.71984548849219, 0.4537724757417175, 0.5854408106303806, 0.4902006604705006, 0.5121894948801493, 0.609052921197613, 0.5885886705141153, 0.4173155379376681, 0.7342143918862971, 0.4455270595242521, 0.5451589898327599, 0.572780284571952, 0.47271308415682495, 0.7187665149067329, 0.27910923526712633, 0.4732331502690826, 0.474792078992849, 0.9387790904537959, 0.3912488488661415, 0.3496097714524112, 0.7393354504388948, 0.6065662609863919, 0.4975736773859392, 0.5965129256895658, 0.560303443973057, 0.5388562963228444, 0.45779204606347446, 0.14792885504183653, 0.6370140842300964, 0.5585806040558767, 0.5563213344097986, 0.5134070785938579, 0.7480080772082761, 0.39801924349291273, 0.6598279581373289, 0.3921336721039222, 0.6783979630492036, 0.519944469068373, 0.4017467039605374, 0.819786019848116, 0.3245359062407116, 0.6640094375874439, 0.5006760142128442, 0.4151247005356131, 0.5212851660410391, 0.5292033429259733, 0.5410238985503479, 0.46744687628196324, 0.4100687754265408, 0.1505922920234002, 0.6831744968702157, 0.550927811749249, 0.911203602574586, 0.5255857064564835, 0.25502566514161634, 0.628596264364069, 0.4904638369247452, 0.6142088958462614, 0.4392366103043283, 0.15164968394224143, 0.2532756974677984, 0.44172371670822147, 0.30385363963919354, 0.38991410483805294, 0.5013093038331108, 0.6127696351208619, 0.16461436940381857, 0.5199483646168153, 0.5540208357371578, 0.8113302634986088, 0.3081635220437891, 0.4862100244737313, 0.5213365823699525, 0.4839796305671371, 0.566187409439795, 0.5555307007064828, 0.23361031679064145, 0.5678713401276865, 0.6702570806287824, 0.3543365601852505, 0.37045179312247967, 0.22818334646647848, 0.5848682506701088, 0.446571188144932, 0.6693452548915758, 0.5211039924449943, 0.5869182544995185, 0.5242234153520507, 0.9566182589261744, 0.5539695267686218, 0.5457653366032275, 0.5201829248266343, 0.4528894622974125, 0.48347985262659854, 0.445359241914887, 0.1141049906194056, 0.20933298424729843, 0.5320485606487099, 0.5310248806249184, 0.35591319736857724, 0.4125438552334136, 0.2919371856069478, 0.5915105845067097, 0.10760497864155139, 0.43663652910203304, 0.20840992641393322, 0.4663469186189583, 0.21477626713645054, 0.4741392128360345, 0.6972119404266143, 0.3490564349269246, 0.4840058622110224, 0.42134826306750794, 0.4368463111104323, 0.3832435038803381, 0.3704133424184263, 0.5385931918411092, 0.2625471860403733, 0.5508518348651055, 0.13382194670701306, 0.3088436557733111, 0.30901213222093915, 0.5062513579233906, 0.4424094206373222, 0.2918505044794887, 0.578880532632657, 0.5846692727885144, 0.2370789093781212, 0.5537282838648678, 0.2558458668261289, 0.25940510118517573, 0.21623408028720095, 0.5940157623842407, 0.6976060313903256, 0.28507849059286827, 0.3007023323361439, 0.32137868015094595, 0.3110824620513059, 0.6120735493978208, 0.638343835061761, 0.0459079390339298, 0.338112829142134, 0.2847584689708651, 0.3207074461288602, 0.2117520543067337, 0.6109609073657469, 0.4403750709118944]","(0.5, {0: 1, 1: 2.7})",S1_Spectrogram,84.4
SVM,30,15,0.6477,0.08,0.305,0.4048,0.596,0.56,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0.27011521562518376, 0.2367327150472552, 0.3401562994030656, 0.230451996109075, 0.2743372504724826, 0.30391246999785004, 0.27553252443952914, 0.24742724924350545, 0.16645917618102937, 0.24780302661563247, 0.24671340828333332, 0.22824157037995368, 0.2331565502970194, 0.28769075902917, 0.27881928671474465, 0.36339683521546134, 0.28221417852086106, 0.24091435817815057, 0.25798087391948515, 0.27738087658548927]","[0.29442072816295, 0.19370886754835223, 0.2606794049743707, 0.2589862917160577, 0.3070406265646543, 0.2616681419704633, 0.2689326747566936, 0.2861252011748974, 0.2585112804516924, 0.23996546506148703, 0.27942857347815464, 0.2778842855378264, 0.3773373542327333, 0.37936961823589205, 0.3532866040465979, 0.2779163323618837, 0.2611210677732181, 0.2854890799577453, 0.289463396901761, 0.3125728251249336, 0.3449979456062965, 0.28789889856770984, 0.33768009386004355, 0.17853933850529824, 0.5682286338749504, 0.19879745279075312, 0.305055975131735, 0.25624282908451995, 0.30478486684312817, 0.33544199572584704, 0.271466961358794, 0.3789670843811291, 0.22509168784131978, 0.2749076024170803, 0.2288333836477377, 0.3553357358104658, 0.23884394715005236, 0.23048707469480717, 0.20916386618848623, 0.2700325060719112, 0.21601150669773997, 0.12789449256081878, 0.3772489698776601, 0.31436589327592923, 0.44050643090685115, 0.2696287225882795, 0.2529573451510215, 0.2679796311394478, 0.2646563369948247, 0.09001271972780239, 0.2951595408136115, 0.29402174453751323, 0.30455721143019115, 0.16912840319458744, 0.3385573557807495, 0.1990578919574613, 0.3909875096386715, 0.2709268509057552, 0.35138874417503607, 0.26881635241349977, 0.26557242259672964, 0.3038369130536478, 0.3027810367810938, 0.2955768869372635, 0.17966011906694057, 0.28852939927685123, 0.3064309401441293, 0.3226731492341361, 0.36341741064592575, 0.2723879426963118, 0.2277755455362465, 0.20106412232492776, 0.31813581498009885, 0.40904181360902403, 0.26988341601190713, 0.27074964714020605, 0.16361137481405402, 0.28773289372840094, 0.26733926096269284, 0.2790111389972963, 0.2525484169118611, 0.22733379654242022, 0.3980403519237273, 0.3293331216591107, 0.3036632138449474, 0.3162989626807648, 0.2646443291616869, 0.2771980018304512, 0.2714894590143497, 0.2509337278817882, 0.25203693532957605, 0.2939207332627898, 0.24098293177386826, 0.1593618893132009, 0.19916030226444284, 0.25084175964153244, 0.2931421829572134, 0.26608787537949086, 0.19495777747868565, 0.34524146656063504, 0.2679984055998653, 0.2193959910328931, 0.2713613573858303, 0.26513335516795555, 0.23949314832606203, 0.27607461204585937, 0.29728351918959395, 0.25016239343852514, 0.30334102756072445, 0.4189830650076669, 0.2742903713531065, 0.2875135434096682, 0.24393000386826127, 0.1813385528960195, 0.2752496776138215, 0.24121090917408625, 0.17654272775373134, 0.20053678618910645, 0.2717724040224528, 0.3340224332625552, 0.28982805853237525, 0.22798669466285004, 0.3680108305211056, 0.189158345266612, 0.3299316340224722, 0.25359664277826777, 0.19040610945871775, 0.2160490864812946, 0.2992298965410477, 0.2616465626902611, 0.20835374725460004, 0.45939195310600944, 0.25700358364505405, 0.32965418443281197, 0.262698285917997, 0.21831546596164844, 0.1899594009682072, 0.24996148165276755, 0.2942882758166548, 0.2091538387152256, 0.1756706497897264, 0.3322854723664116, 0.16278696400224793, 0.2919529843801946, 0.26500742106389535, 0.2457712142862478, 0.17509475035929645, 0.2923290461918178, 0.3828173344577438, 0.22076244609285503, 0.29377960318860186, 0.2919150848665473, 0.23026101377322503, 0.2200332713440068, 0.2724506501304284, 0.4357053688613303, 0.22606926592888593, 0.2923551083747682, 0.20953557267147085, 0.2032276013493506, 0.249969421621574, 0.2604980978874955, 0.26251968972057127, 0.19938990980204305, 0.4509168476061249, 0.2912998439301149, 0.2619579245192881, 0.30313693180701173, 0.1620771073771182]","(5.0, 'rbf', {0: 1, 1: 2.7})",S1_Spectrogram,87.5
RF,30,5,0.5949,0.0951,0.47,0.4133,0.6419,0.54,"[0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]","[0.3904258658008657, 0.23513888888888893, 0.5344737900987898, 0.2885568181818182, 0.3142168109668109, 0.5655432345432344, 0.49112824675324673, 0.2582361111111111, 0.21265705128205134, 0.4314709595959596, 0.39354102841602845, 0.2409110889110889, 0.21811130536130535, 0.3769778138528139, 0.345829365079365, 0.6699877344877345, 0.400460137085137, 0.3645657259407259, 0.5242553349428349, 0.4146809856809856]","[0.4044563492063493, 0.16678174603174598, 0.38451184926184917, 0.3353174603174604, 0.4353336385836385, 0.5533897907647907, 0.34858333333333325, 0.48827844377844387, 0.32961136086136095, 0.315948717948718, 0.5399123376623376, 0.5305581501831501, 0.579035714285714, 0.45642947330447314, 0.5572099567099567, 0.3988375166500166, 0.31341071428571426, 0.7158899295149294, 0.47097826479076477, 0.5200879120879122, 0.5127200577200576, 0.35751190476190486, 0.516986111111111, 0.34524038461538453, 0.5779108946608946, 0.4054980158730158, 0.4886845238095238, 0.36273840048840045, 0.45417238317238323, 0.41152111338953434, 0.5103789682539682, 0.477378787878788, 0.2883736263736264, 0.4477817460317459, 0.45967184204684197, 0.41081605200355203, 0.39521446608946625, 0.37083436008436005, 0.3056742424242424, 0.5371399711399708, 0.21879509379509388, 0.2752003968253968, 0.5111196581196582, 0.4172996031746032, 0.40904527417027403, 0.38521535409035407, 0.5297321428571427, 0.41809200521700524, 0.36896008158508137, 0.3205229076479077, 0.525269966144966, 0.4969639249639248, 0.2822777777777778, 0.17275793650793647, 0.5139864163614163, 0.41209072871572866, 0.5126667915417916, 0.32987301587301604, 0.4354245476745477, 0.40753132978132983, 0.3738789682539682, 0.5489916472416474, 0.4944669913419913, 0.48625073537573527, 0.391766303141303, 0.3708337634587634, 0.43255898268398263, 0.4058120585554796, 0.6129876789876788, 0.36568217893217897, 0.3046152042402042, 0.19939484126984133, 0.6750153318903317, 0.4057790404040403, 0.42678800366300357, 0.35623214285714283, 0.28829347041847037, 0.4398888888888888, 0.3432205433455435, 0.6361641414141415, 0.5434444444444442, 0.45445708458208456, 0.49683297258297254, 0.3572934704184705, 0.5762321428571426, 0.4395674603174603, 0.44230555555555556, 0.3016940836940837, 0.5280508658008657, 0.28634469696969694, 0.3748484432234433, 0.4516341436341436, 0.35604324841824836, 0.4339083694083694, 0.32805158730158723, 0.30902976190476195, 0.41653679653679637, 0.40721969696969695, 0.3285232683982684, 0.508875, 0.5322896825396826, 0.2800797952047952, 0.4077261904761904, 0.42490404040404045, 0.3758808968808968, 0.5247023809523808, 0.4706686507936506, 0.4404350094350093, 0.5406008297258295, 0.5442321428571427, 0.4117453449328449, 0.3369464285714286, 0.2828193889443889, 0.3076825396825397, 0.5232933455433455, 0.34813041125541117, 0.29932539682539683, 0.2725119047619048, 0.26992640692640696, 0.41202218614718605, 0.4063573232323233, 0.3438013514263514, 0.4774861111111111, 0.22121176046176047, 0.6383115079365078, 0.34680952380952385, 0.23388041125541126, 0.22117099567099563, 0.39897420634920633, 0.36753968253968244, 0.3700509906759906, 0.605693376068376, 0.45057167832167827, 0.5181870490620488, 0.3783373015873013, 0.34429365079365076, 0.4509246031746033, 0.4161343795093794, 0.4867869769119768, 0.22759933122433115, 0.3268744588744588, 0.4684424603174604, 0.3022638888888889, 0.5327729076479075, 0.45651148851148854, 0.2509525058275058, 0.3185928932178932, 0.6702041847041846, 0.5461365440115441, 0.26151617826617823, 0.42324664224664227, 0.419642857142857, 0.26702146464646465, 0.3292919719169719, 0.4435725108225108, 0.6257571595071595, 0.304633658008658, 0.419997655122655, 0.32257173382173376, 0.3287712842712842, 0.5258688672438673, 0.6540609668109668, 0.35570382395382394, 0.3150259185259185, 0.4182110484544694, 0.317765873015873, 0.2663412698412698, 0.6294999999999998, 0.18352976190476195]","(200, None, 3, 'balanced')",S1_Spectrogram,143.9
XGB,10,30,0.6449,0.0897,0.36,0.5489,0.6,0.59,"[0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0]","[0.18083131313323975, 0.010586903430521488, 0.5171126127243042, 0.5175586938858032, 0.08400038629770279, 0.2510135769844055, 0.7216546535491943, 0.08738711476325989, 0.022382698953151703, 0.6142931580543518, 0.03481914475560188, 0.42251357436180115, 0.11870435625314713, 0.022960029542446136, 0.5748191475868225, 0.6449148654937744, 0.3217913806438446, 0.8232489824295044, 0.8123869895935059, 0.044354263693094254]","[0.46045491099357605, 0.006446556653827429, 0.5035765171051025, 0.22692133486270905, 0.311143696308136, 0.108625628054142, 0.025395115837454796, 0.45304399728775024, 0.25005725026130676, 0.2030123621225357, 0.13522405922412872, 0.43361446261405945, 0.5749807953834534, 0.31070253252983093, 0.5809783339500427, 0.49590229988098145, 0.05544104054570198, 0.9288492798805237, 0.4088253080844879, 0.3731727600097656, 0.2684771418571472, 0.07005531340837479, 0.5751793384552002, 0.368527352809906, 0.2018851786851883, 0.6603028774261475, 0.20295929908752441, 0.4067264199256897, 0.13807319104671478, 0.2769801616668701, 0.5046558976173401, 0.11501998454332352, 0.10200175642967224, 0.3134295344352722, 0.4305470287799835, 0.3321656584739685, 0.04201024770736694, 0.25401392579078674, 0.4786529242992401, 0.8014384508132935, 0.06293727457523346, 0.23684003949165344, 0.40535539388656616, 0.5308039784431458, 0.19507688283920288, 0.8177257180213928, 0.5908591151237488, 0.06718230992555618, 0.12593115866184235, 0.07933700829744339, 0.8867437243461609, 0.7313632965087891, 0.11575130373239517, 0.04225882887840271, 0.610253095626831, 0.06477232277393341, 0.5951507091522217, 0.2661316692829132, 0.09575770795345306, 0.11455920338630676, 0.37979695200920105, 0.7519737482070923, 0.1435600370168686, 0.5698192715644836, 0.3380720615386963, 0.16520926356315613, 0.6397985219955444, 0.17776282131671906, 0.5546544194221497, 0.11025819927453995, 0.061213500797748566, 0.02040112018585205, 0.7263034582138062, 0.05725609138607979, 0.6934967637062073, 0.621117889881134, 0.10143055766820908, 0.6828461289405823, 0.17881309986114502, 0.9228640198707581, 0.15808074176311493, 0.14888913929462433, 0.21111395955085754, 0.11428656429052353, 0.3591596186161041, 0.14500156044960022, 0.43020761013031006, 0.40325555205345154, 0.11917143315076828, 0.07908807694911957, 0.238352432847023, 0.5609728097915649, 0.10559658706188202, 0.35513636469841003, 0.2255672961473465, 0.7796546220779419, 0.3516172766685486, 0.12111742049455643, 0.020283907651901245, 0.41486334800720215, 0.43730098009109497, 0.06948591768741608, 0.36945560574531555, 0.09989308565855026, 0.7013343572616577, 0.29077985882759094, 0.40934664011001587, 0.2652968168258667, 0.7191969156265259, 0.2752417325973511, 0.6610504388809204, 0.2691175937652588, 0.14233531057834625, 0.2660161256790161, 0.11437000334262848, 0.01183042861521244, 0.05038527026772499, 0.0846165120601654, 0.028450872749090195, 0.2561579644680023, 0.25055840611457825, 0.15468277037143707, 0.017493363469839096, 0.11119280010461807, 0.5926300287246704, 0.045388516038656235, 0.11020876467227936, 0.011618013493716717, 0.5291780829429626, 0.024628782644867897, 0.6045103669166565, 0.26019203662872314, 0.2429376244544983, 0.4986550211906433, 0.8072158694267273, 0.027441328391432762, 0.016671353951096535, 0.3359901010990143, 0.581442654132843, 0.12979523837566376, 0.12361044436693192, 0.09292120486497879, 0.19883649051189423, 0.06669332832098007, 0.1801687330007553, 0.05098844692111015, 0.04373568296432495, 0.8142898678779602, 0.20918579399585724, 0.01646297052502632, 0.7681095600128174, 0.2985011637210846, 0.02917998842895031, 0.0630498006939888, 0.5181628465652466, 0.6974068880081177, 0.050244707614183426, 0.38149458169937134, 0.10851587355136871, 0.05562720447778702, 0.7426976561546326, 0.8179768919944763, 0.09809469431638718, 0.09960785508155823, 0.09110508114099503, 0.2536981403827667, 0.13645745813846588, 0.5083587765693665, 0.05067647248506546]","(200, 3, 0.1, 0.8, 2.0, 1.0, 5.0)",S1_Spectrogram,198.3
LR,15,4,0.6817,0.1298,0.5,0.375,0.52,0.43,"[0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]","[0.4946665559585993, 0.42104309258168376, 0.510128684360532, 0.5266781107348846, 0.37676888987053153, 0.4898936936894539, 0.5235398522156892, 0.5120371004188771, 0.4349548684778768, 0.4747234202737033, 0.3961285711900604, 0.3822985889710131, 0.46886643008181395, 0.4425151650801609, 0.4762704176616119, 0.52109152426511, 0.5387394119232105, 0.4920296475546245, 0.4858179073143737, 0.4749156587545792]","[0.46815782833096115, 0.48441042901816866, 0.46396807079119534, 0.5121494210363888, 0.5505619915724762, 0.4284167267955107, 0.4860705723138171, 0.46839339187651396, 0.4888863334611465, 0.3335265628671388, 0.5385742156562157, 0.5788100026256512, 0.5074565448010852, 0.4712752017258717, 0.5420380348665905, 0.5758222367006728, 0.4301419987486648, 0.5674035087713083, 0.467964247036944, 0.5194076671572521, 0.5483207697529954, 0.4679877388299084, 0.5681761214361895, 0.47654560037945887, 0.568730030456443, 0.5310332965640068, 0.5583915202901962, 0.44163876948428527, 0.5153049547751196, 0.43443352502737037, 0.5566283993001817, 0.4722228569785344, 0.43438310950417286, 0.5528645253215353, 0.41369079753504695, 0.5371564707059145, 0.41332761359154996, 0.5183576936843762, 0.47468733579530964, 0.6660346000466367, 0.49816674707509795, 0.48232260923715964, 0.502947241967796, 0.5273514149624716, 0.5310602077346686, 0.4960173425138571, 0.5147791059265027, 0.559591962883474, 0.521261150020282, 0.4247602363969393, 0.5136893047420165, 0.49280703508534457, 0.6318448690524248, 0.4846967049648558, 0.5110937472321414, 0.43121711416497055, 0.5376135592972879, 0.5644414580410678, 0.5193395523010689, 0.40901034565852945, 0.49331258409641904, 0.4690686131821411, 0.5581144225735374, 0.4622831269514422, 0.49922963982497043, 0.4400749770711699, 0.5315867453465014, 0.48762934488682774, 0.5394315075718337, 0.4691470130704827, 0.5026380524248535, 0.4271264453682611, 0.5287072745193379, 0.4413544069015654, 0.4196299436402894, 0.5453775923011019, 0.3978732645385177, 0.537228442527653, 0.46235571363573963, 0.4582133976665412, 0.4998501475154409, 0.4415786593008485, 0.4748039340048524, 0.49979626125693544, 0.5207522792761077, 0.4986352210929179, 0.494246931872728, 0.5729186237082445, 0.5018765827620895, 0.4890044028775552, 0.5426274760898838, 0.513244500220476, 0.4419820248789464, 0.4877716619558533, 0.5440332701752242, 0.49229272998242907, 0.5198525626045603, 0.5162198304998359, 0.48980135300390737, 0.6086890270212176, 0.5568138461672221, 0.45540159989809853, 0.5118882689343996, 0.4632216430840054, 0.5242684877577524, 0.5178185210563622, 0.4892419852500443, 0.4271623108033054, 0.5198928539111128, 0.5217030489877643, 0.5813087778490793, 0.5063922591946777, 0.4796938392933096, 0.48080804031938384, 0.5202401971719534, 0.45295004229437663, 0.46076520760415546, 0.35395763232613264, 0.4374556190647512, 0.4963103150133229, 0.5432346026752791, 0.4662968748350739, 0.528021057154029, 0.4113027008535321, 0.5641433436512546, 0.39312294897305167, 0.4547311934802136, 0.3482739391454164, 0.4632040537071795, 0.44243116926403026, 0.48984149606876115, 0.5612649273041147, 0.5158187079801759, 0.5048411241273928, 0.4830709733571151, 0.43407926534633107, 0.5258830175605945, 0.4952397092200018, 0.4216826359057602, 0.4345585560031932, 0.48977566164608966, 0.3708119849851233, 0.47878597117987587, 0.45090392917727207, 0.49321695300995283, 0.5150655605795135, 0.41135113231983106, 0.4860836806410045, 0.5432424240365721, 0.43641577977146023, 0.5045056188861602, 0.31328343853890833, 0.36931907829211486, 0.4426288680532056, 0.5420050553851721, 0.530091610408749, 0.46903265813150535, 0.4973277222761511, 0.4507169245174522, 0.42403250203804665, 0.5012037935960967, 0.4808402420103876, 0.3090299845803418, 0.43414019178974783, 0.4504912354484599, 0.48731249814021865, 0.3902047062579205, 0.5511096089776611, 0.476464980153202]","(0.01, 'balanced')",S2_MFCC,85.4
SVM,15,5,0.6718,0.1412,0.285,0.3067,0.4872,0.35,"[0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0.28065973279713663, 0.18975215447781263, 0.30394601822958495, 0.3048647924256998, 0.1637055159703373, 0.2778582458328351, 0.297329820886491, 0.3069505357585745, 0.21895568387068698, 0.24872461103116936, 0.1975779515403723, 0.16741923256790572, 0.25586298968486143, 0.2009874700380605, 0.24311974112204665, 0.2783041845846516, 0.2988921740376775, 0.2708390303452235, 0.2761354693160481, 0.24510131633939639]","[0.2482154996316469, 0.2614382159617787, 0.22713749245138867, 0.28065242803967444, 0.34605864704704564, 0.2069640461215601, 0.2743498052367352, 0.25805208562057425, 0.24427713728005493, 0.14713679698717316, 0.33151296391596863, 0.30617403246137953, 0.2966419542891708, 0.24010665242206655, 0.3866941484031711, 0.31660241493510866, 0.22487119243410228, 0.2748314672925714, 0.2609105463421009, 0.2997556153110247, 0.2929120137229026, 0.27820615594716974, 0.4316529833707051, 0.2600460760974284, 0.3522162071857248, 0.2777777199808598, 0.306941822735269, 0.24510509283500784, 0.28811756445821424, 0.25824193032985693, 0.2970654351209248, 0.2453787518222155, 0.25795107829708214, 0.3386681519296105, 0.2293500349552444, 0.3160467364018343, 0.20581559346451297, 0.2766513700300075, 0.2715199122785677, 0.3989687191363877, 0.31345303887544884, 0.25725228253203025, 0.30016814802345904, 0.31541949615542625, 0.28933961396442404, 0.27825225491192646, 0.2799255853557678, 0.3288314174395584, 0.29920903895945816, 0.20079342924831806, 0.3091275621357344, 0.28850309502842586, 0.37519945169295776, 0.26354882536792884, 0.28861253894934696, 0.23882702161768868, 0.29091971848239523, 0.2997652247357182, 0.28582945991462566, 0.18253877429883456, 0.29984581265479754, 0.294167086436822, 0.4137040125006379, 0.2841395792493812, 0.27119436297762584, 0.25534140733416566, 0.37186996821335033, 0.2869453612573731, 0.32066123041576355, 0.2614991642501162, 0.3040132106763311, 0.2542288146378812, 0.3315715813540519, 0.23043659769428326, 0.222142187029396, 0.3063037182909635, 0.2001968523619776, 0.3170850515604064, 0.24580500622612564, 0.29132648206312445, 0.26765750385497283, 0.26120358454741427, 0.24923268130357187, 0.2815048024945601, 0.2873692389568217, 0.2961133736759632, 0.27142796395640956, 0.35466156362674345, 0.2864304579547668, 0.24123661028675009, 0.2891743867412947, 0.3130672477044843, 0.2345534649144497, 0.2784616437604798, 0.2746063818074871, 0.26725467775552264, 0.32983156259602636, 0.29819807371652435, 0.2663407047471815, 0.3007029190954699, 0.3359125374002992, 0.23658268989050293, 0.2907663406061072, 0.2575437903020785, 0.30034671602276747, 0.26611486654209326, 0.28871499006647783, 0.21556916052109007, 0.3103822086068453, 0.28075585565461686, 0.35996799441224736, 0.289856496983811, 0.2854541281647538, 0.2715150349586008, 0.30632265305682177, 0.25177824316796177, 0.2385518982257423, 0.14741972559310654, 0.24318890744409413, 0.2679160260331097, 0.30562452252587824, 0.25523498323068744, 0.28647203515445346, 0.22743705658197175, 0.4218996783522173, 0.17358145527652286, 0.26798950263119437, 0.11042458134464722, 0.27421562430669066, 0.253915770826734, 0.2771057328661904, 0.37631000366487893, 0.2600618938093794, 0.2745111718940403, 0.25327272919853394, 0.24371034384433868, 0.3137432625158089, 0.2616762702742652, 0.26291063279143717, 0.20353815417620952, 0.285455534877328, 0.1627017465171758, 0.26648026229131355, 0.2666327598736816, 0.272046536608538, 0.305685725963187, 0.2158403986274348, 0.3003382553444035, 0.3502261390547344, 0.25092066412339165, 0.3342438517937302, 0.11508870311117188, 0.17158139840257605, 0.2277377708374904, 0.32793007239944033, 0.2867814994850178, 0.26835942536878715, 0.27182599080181485, 0.22379395818365894, 0.2618372356453959, 0.2793317229076609, 0.2582541559662695, 0.10301811059796194, 0.25447813163893673, 0.2299001226157329, 0.27442286601721866, 0.1799097175180436, 0.3873917780270235, 0.25799313471374297]","(0.5, 'linear', {0: 1, 1: 2.7})",S2_MFCC,88.6
