,F1,Thr,AUC
BERT_MFCC_Ling|LR_C0.05,0.6377551020408163,0.36000000000000015,0.6771428571428572
BERT_MFCC_Ling_Pros|LR_C0.01,0.634732417341113,0.5400000000000003,0.6792857142857143
BERT_MFCC_Ling|RF_n100,0.6345588235294117,0.48000000000000026,0.6435714285714286
BERT_Ling|RF_n200,0.6339986812923335,0.45000000000000023,0.6764285714285715
BERT_Ling_Pros|RF_n100,0.6326099582871323,0.4100000000000002,0.6621428571428571
BERT_MFCC|SVM_rbf_C0.3,0.6318063958513397,0.6000000000000003,0.6652380952380953
BERT_Ling|SVM_rbf_C1,0.6318063958513397,0.4200000000000002,0.6538095238095238
BERT_Ling_Pros|RF_n200,0.6295652173913043,0.4300000000000002,0.6711904761904761
BERT_Ling|SVM_rbf_C0.5,0.6295652173913043,0.47000000000000025,0.6485714285714286
BERT_MFCC_Ling|RF_n200,0.6288274831964152,0.46000000000000024,0.6359523809523809
BERT_Ling|RF_n100,0.6286565711853068,0.46000000000000024,0.6604761904761905
MFCC_Ling|ET_n100,0.6282929546087441,0.46000000000000024,0.6821428571428572
BERT_Ling_Pros|ET_n200,0.6249652488184598,0.5000000000000002,0.6523809523809524
BERT_MFCC|SVM_lin_C0.1,0.6242751787423295,0.3300000000000001,0.6178571428571429
BERT_MFCC|SVM_lin_C0.5,0.6242751787423295,0.3300000000000001,0.6178571428571429
BERT_MFCC|SVM_lin_C1,0.6242751787423295,0.3300000000000001,0.6178571428571429
BERT_MFCC|SVM_lin_C0.05,0.6222287910138931,0.36000000000000015,0.6171428571428571
MFCC_Ling|LR_C0.01,0.6199965837271537,0.5400000000000003,0.6733333333333333
BERT_MFCC_Ling|LR_C0.5,0.6169753641431397,0.2900000000000001,0.6757142857142857
BERT_Ling_Pros|SVM_rbf_C0.3,0.6167613636363636,0.7600000000000005,0.6508333333333334
BERT_Ling_Pros|SVM_rbf_C0.5,0.6164066376316224,0.49000000000000027,0.6576190476190477
BERT_MFCC_Ling|SVM_lin_C0.05,0.6163965233732676,0.36000000000000015,0.6371428571428571
BERT_Ling|SVM_rbf_C0.3,0.6150234741784038,0.6800000000000004,0.6438095238095237
BERT_Ling_Pros|SVM_rbf_C10,0.6141304347826086,0.26000000000000006,0.655952380952381
BERT_Ling_Pros|SVM_rbf_C3,0.6141304347826086,0.26000000000000006,0.655952380952381
BERT_Ling_Pros|SVM_rbf_C15,0.6141304347826086,0.26000000000000006,0.655952380952381
BERT_Ling_Pros|SVM_rbf_C20,0.6141304347826086,0.26000000000000006,0.655952380952381
BERT_Ling_Pros|SVM_rbf_C7,0.6141304347826086,0.26000000000000006,0.655952380952381
BERT_Ling_Pros|SVM_rbf_C5,0.6141304347826086,0.26000000000000006,0.655952380952381
BERT_MFCC|RF_n200,0.6115319865319866,0.4200000000000002,0.6547619047619048
BERT_MFCC_Ling|LR_C1,0.6113847837985769,0.2900000000000001,0.6745238095238094
BERT_Ling_Pros|SVM_rbf_C1,0.6105957173697415,0.4400000000000002,0.6526190476190477
BERT_Ling_Pros|SVM_rbf_C2,0.6104893570331358,0.23000000000000004,0.6554761904761904
MFCC_Ling|RF_n100,0.6104625199362042,0.5100000000000002,0.6480952380952381
BERT_MFCC_Ling|SVM_lin_C0.1,0.6082868884760457,0.3200000000000001,0.6351190476190476
BERT_MFCC_Ling|SVM_lin_C1,0.6082868884760457,0.3200000000000001,0.6351190476190476
BERT_MFCC_Ling|SVM_lin_C0.5,0.6082868884760457,0.3200000000000001,0.6351190476190476
BERT_MFCC_Ling_Pros|LR_C0.05,0.6056508089833373,0.4100000000000002,0.665
BERT_MFCC|RF_n100,0.6047570850202428,0.48000000000000026,0.6221428571428571
BERT_Ling|SVM_rbf_C10,0.6035837174576382,0.36000000000000015,0.6554761904761905
BERT_Ling|SVM_rbf_C3,0.6035837174576382,0.36000000000000015,0.6554761904761905
BERT_Ling|SVM_rbf_C15,0.6035837174576382,0.36000000000000015,0.6554761904761905
BERT_Ling|SVM_rbf_C5,0.6035837174576382,0.36000000000000015,0.6554761904761905
BERT_Ling|SVM_rbf_C7,0.6035837174576382,0.36000000000000015,0.6554761904761905
BERT_Ling|SVM_rbf_C20,0.6035837174576382,0.36000000000000015,0.6554761904761905
BERT_Ling_Pros|ET_n100,0.6022408963585434,0.4400000000000002,0.6528571428571428
BERT_MFCC_Ling_Pros|LR_C0.1,0.6018691588785047,0.6000000000000003,0.6638095238095237
BERT_MFCC_Ling_Pros|RF_n100,0.5997549019607843,0.48000000000000026,0.6357142857142857
BERT_MFCC|ET_n100,0.5990965556182948,0.46000000000000024,0.5957142857142856
BERT_MFCC|ET_n200,0.598052536231884,0.4400000000000002,0.6333333333333333
BERT_Ling|SVM_rbf_C2,0.5979407979407979,0.36000000000000015,0.6538095238095238
BERT_Ling_Pros|LR_C0.01,0.5979407979407979,0.5300000000000002,0.6483333333333334
BERT_MFCC_Ling_Pros|LR_C0.5,0.5940253223641987,0.22000000000000003,0.6578571428571428
BERT_MFCC_Ling_Pros|SVM_lin_C0.05,0.5934777196913119,0.4200000000000002,0.6105952380952381
BERT_Ling|LR_C0.01,0.5912740493864566,0.2700000000000001,0.6502380952380953
BERT_Ling_Pros|LR_C0.05,0.5910080786793115,0.6400000000000003,0.6385714285714285
BERT_MFCC_Ling_Pros|LR_C1,0.5885051919826129,0.35000000000000014,0.6580952380952381
BERT_MFCC_Ling_Pros|SVM_lin_C0.5,0.5878974992281568,0.4300000000000002,0.610952380952381
BERT_MFCC_Ling_Pros|SVM_lin_C0.1,0.5878974992281568,0.4300000000000002,0.610952380952381
BERT_MFCC_Ling_Pros|SVM_lin_C1,0.5878974992281568,0.4300000000000002,0.610952380952381
BERT_MFCC_Ling_Pros|RF_n200,0.5876558674486135,0.45000000000000023,0.6271428571428572
BERT_Ling|LR_C0.05,0.5872093023255813,0.2,0.645952380952381
BERT_Ling|LR_C0.1,0.5764204545454545,0.7000000000000004,0.6457142857142857
BERT_Ling|SVM_lin_C0.05,0.5752136752136752,0.25000000000000006,0.605952380952381
BERT_Ling_Pros|LR_C0.1,0.5746187363834423,0.6500000000000004,0.6323809523809524
BERT_Ling_Pros|LR_C0.5,0.5746187363834423,0.6600000000000004,0.625952380952381
BERT_Ling|ET_n100,0.5696969696969697,0.4300000000000002,0.5661904761904762
BERT_Ling_Pros|LR_C1,0.5692618806875631,0.6400000000000003,0.625
BERT_Ling|SVM_lin_C0.1,0.562084077260185,0.26000000000000006,0.6073809523809524
BERT_Ling|SVM_lin_C1,0.562084077260185,0.26000000000000006,0.6073809523809524
BERT_Ling|SVM_lin_C0.5,0.562084077260185,0.26000000000000006,0.6073809523809524
BERT_Ling|LR_C0.5,0.5603220176771941,0.23000000000000004,0.6435714285714285
BERT_Ling|ET_n200,0.5581279561862086,0.46000000000000024,0.6178571428571429
MFCC_Ling|SVM_rbf_C0.1,0.5517676767676767,0.5000000000000002,0.5580952380952381
BERT_Ling_Pros|SVM_lin_C0.05,0.5456427630340674,0.4400000000000002,0.5797619047619047
BERT_Ling_Pros|SVM_lin_C0.1,0.5410471881060116,0.5400000000000003,0.5783333333333334
BERT_Ling_Pros|SVM_lin_C0.5,0.5410471881060116,0.5400000000000003,0.5783333333333334
BERT_Ling_Pros|SVM_lin_C1,0.5410471881060116,0.5400000000000003,0.5783333333333334
BERT_Ling|LR_C1,0.5409588004677075,0.7900000000000005,0.6411904761904761
BERT_MFCC_Ling_Pros|SVM_rbf_C0.1,0.5320184556102012,0.49000000000000027,0.6002380952380952
BERT_MFCC|SVM_rbf_C0.1,0.526265996116118,0.49000000000000027,0.5685714285714286
BERT_MFCC_Ling|SVM_rbf_C0.1,0.5241810452613154,0.49000000000000027,0.6009523809523809
BERT_Ling_Pros|SVM_rbf_C0.1,0.4838420554698003,0.49000000000000027,0.5735714285714286
BERT_Ling|SVM_rbf_C0.1,0.4132231404958678,0.5100000000000002,0.5851190476190476
