model,best_n,best_cfg_idx,cv_f1,cv_std,oof_thr,test_f1_oof,test_f1_sw,test_auc,y_pred_oof,y_prob,oof_probs,best_cfg,scenario,time_s
LR,40,4,0.667,0.1207,0.51,0.4133,0.6,0.55,"[0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0.4046011306851306, 0.34669455377770947, 0.6034787428223982, 0.37823924620015037, 0.32920873290644587, 0.5394077800701989, 0.5572500108169063, 0.4739163904162328, 0.28884110247500006, 0.4119376028762178, 0.5680037636737979, 0.35943143913862285, 0.34804822636755367, 0.38882171561591905, 0.3459787115948097, 0.5968873598884892, 0.49401587234345273, 0.4333750373467312, 0.4613985827043622, 0.4362358925610131]","[0.553632369782102, 0.4096287546817917, 0.44769784874079105, 0.4354100325156045, 0.3714824839962232, 0.5578146287455474, 0.31891900690218045, 0.3571025479831524, 0.4963722236299009, 0.4556259585227798, 0.540563289024119, 0.5431321097959616, 0.5334757704470287, 0.46406780415833226, 0.5460866215794185, 0.4898953556104424, 0.3166605492105799, 0.6947270618949548, 0.6282493852354666, 0.5347719984838812, 0.5110768852594549, 0.4760930405170316, 0.5652789140067521, 0.517491621264813, 0.5906212985033591, 0.4384598864395187, 0.46357687576539874, 0.4138051556320128, 0.5397455568523175, 0.5387818961530768, 0.5358988799943004, 0.4868548153213396, 0.42678943579236756, 0.5163961074813416, 0.3906802491832089, 0.5952589928351498, 0.5140172508629587, 0.4893243477169952, 0.4073229913825959, 0.590946133822678, 0.27260070626817734, 0.3901465891822365, 0.5449698646802448, 0.5661583480315685, 0.43377761013211885, 0.4526210189462192, 0.5334110962598663, 0.43647654869119934, 0.45330789256870163, 0.43888376875804086, 0.5052359021013373, 0.5556985968841602, 0.5425400874386637, 0.376898423452585, 0.45152153179295745, 0.43931375510094667, 0.45183289838013346, 0.46130137792119785, 0.5065567780442357, 0.46948209046034906, 0.5474858401531972, 0.725733761292016, 0.538535012933558, 0.5716691062750547, 0.538499123774307, 0.5282669413142873, 0.47525831977141025, 0.4980270907930314, 0.5290995189975799, 0.4119875775858174, 0.44686506433432877, 0.25430589507077167, 0.5930246410287954, 0.5227917849598537, 0.3913227259295868, 0.425883626597979, 0.3277542558174149, 0.5644813272400516, 0.5984436671444003, 0.5823376894233245, 0.5351104024176343, 0.4767129943751936, 0.5338569672233676, 0.4377606655348677, 0.5536365885897522, 0.5337936796275957, 0.4205155646424177, 0.4780427674754881, 0.4616466973068432, 0.46940886317147784, 0.4315733672499872, 0.5033253989870499, 0.47357362514423745, 0.4789689648094461, 0.503238106994101, 0.5430937014402758, 0.43989993499569574, 0.49568984801890714, 0.45211456312375203, 0.5887282218299296, 0.5796234904334897, 0.48772901338765046, 0.5055990218455517, 0.4396692501663412, 0.35256748633771134, 0.48930912920912695, 0.5284673966665041, 0.44517186175736667, 0.4496983393282659, 0.5544237888708109, 0.5060366700869433, 0.45051223595431533, 0.3922521304283856, 0.4807771589780608, 0.5034656502304924, 0.4899825523874888, 0.37411857930525355, 0.30689819021483056, 0.446242826510558, 0.4939615172609568, 0.4340573899265206, 0.49353717925624263, 0.479233934140669, 0.35003950314445353, 0.5417244055493954, 0.5286863884985689, 0.3515913258882394, 0.3552560309870559, 0.3984426255756042, 0.4586051433030768, 0.4367126521581461, 0.4927436260079173, 0.5093084958588653, 0.4601380319896148, 0.3876391937207201, 0.4141957667553468, 0.5590563232003775, 0.4399667743528081, 0.48031721244089004, 0.4077666913858945, 0.4120015576709088, 0.4101928402112073, 0.3757932688339561, 0.5403331111019928, 0.49176566066740623, 0.41627256878327457, 0.45094690541393045, 0.5358639101002187, 0.5462069412445242, 0.38862218641000873, 0.5084076709374038, 0.3454955978527332, 0.384827175845575, 0.4870903257339215, 0.495560310472019, 0.5543177261208626, 0.39720973266877296, 0.5010331495827345, 0.4865297446456779, 0.347106411771353, 0.49313837204954236, 0.582276627419464, 0.48414469491370093, 0.37510238456620737, 0.4774104115832072, 0.4155421205756602, 0.40177706234758703, 0.3957508131055354, 0.40136985260802494]","(0.01, 'balanced')",S1_Spectrogram,51.4
SVM,40,0,0.6715,0.0963,0.33,0.4505,0.6,0.58,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0.24863630225454797, 0.2106602836255415, 0.3858811919309827, 0.19268945393831738, 0.1847045871074633, 0.3098550721267883, 0.33071345803648017, 0.2610243362459433, 0.15469289036450504, 0.19427108448813663, 0.3426909561008732, 0.20505804914425652, 0.18839226657401179, 0.22768885194434305, 0.19134675504756454, 0.37007683828471555, 0.2777153963075114, 0.27132008982420486, 0.27237784144619637, 0.2559784789638449]","[0.3214578175301746, 0.22808757760519718, 0.1632540085034631, 0.26839434531903056, 0.22810374620352106, 0.6050014372734054, 0.029768232788846466, 0.15760589089776733, 0.40012093750813327, 0.23701417682715165, 0.3444789012259353, 0.2822883834670775, 0.34360248370537017, 0.2743244087403787, 0.3663609743280168, 0.284090943976648, 0.24660908740474122, 0.31593882285362507, 0.3680704173455394, 0.3203451440543198, 0.311731514433019, 0.28356890503414317, 0.40658903298069227, 0.41445193604922764, 0.4478092410274707, 0.24378373348917146, 0.2958960737777745, 0.22174261683205207, 0.4183391223130088, 0.3154721302317566, 0.2993391146794784, 0.25826682349422597, 0.2769326597747878, 0.28100779976731727, 0.17877642848057232, 0.476343888612801, 0.34476290072681165, 0.27488800578613504, 0.244050020668901, 0.296654463753734, 0.09445396248666657, 0.15300896894846908, 0.42938601138003235, 0.34421871818015126, 0.24324124369866654, 0.27440417437937814, 0.3000986977515681, 0.1787094959532806, 0.2558672939179383, 0.19110542980923656, 0.2798865599644892, 0.36096574867046294, 0.2787171534659513, 0.21501993938494932, 0.28208857955035554, 0.26232625396071146, 0.28480599514134386, 0.26602145301241537, 0.3002738349528508, 0.263924867984255, 0.3301313017709286, 0.6087746308995774, 0.4001245730885258, 0.33433971415515745, 0.30079492093219434, 0.28690684885968165, 0.319423935975048, 0.29602824852752085, 0.3666794960372696, 0.25895057874996297, 0.2581018209398983, 0.1747999939203622, 0.4035019318701602, 0.3705486626069558, 0.20314999703272404, 0.21175725010101262, 0.1661854190083535, 0.35244121650719634, 0.39072091348769866, 0.3172069077709632, 0.3023588510077267, 0.30674741135852357, 0.3233012888623125, 0.18871499249135334, 0.42879295707465065, 0.319711914822133, 0.24662862166338317, 0.27773743058718636, 0.23452679365243473, 0.2667988528605054, 0.26163035930093886, 0.3140873351547051, 0.2752759914979513, 0.24433273007033732, 0.27369269215299175, 0.39747705758951896, 0.21454935633046376, 0.2807654555851794, 0.28142940168536223, 0.3326435651847336, 0.3421686201443304, 0.26739686919972555, 0.27236066221180355, 0.25939127698763903, 0.15117613918492162, 0.27318854931090253, 0.3009718756326954, 0.26443155987658346, 0.27795935184175874, 0.32746917120992974, 0.3452524000112241, 0.26315908663030085, 0.16122235665619364, 0.27472636764788405, 0.2878524245079447, 0.2754979327522938, 0.14304168313446175, 0.1659329264993177, 0.2767784715128619, 0.3355767623066877, 0.2079757792838947, 0.24394063721374984, 0.2909268312152209, 0.129424016523434, 0.3803049457467569, 0.32755412829798053, 0.2201773613136121, 0.1136486877060728, 0.17087288743640758, 0.270132913746798, 0.225081707680945, 0.33863949827625034, 0.38902669173733273, 0.300276199839582, 0.25964235642505223, 0.2130634160382272, 0.3955753563831056, 0.265148912914051, 0.28066112398576276, 0.19537339280263882, 0.24356804420792752, 0.18381286921567913, 0.22625602709306566, 0.2894823005046912, 0.3211726968210825, 0.21612732243378416, 0.22515460290525435, 0.3035915578633628, 0.4042838183215643, 0.20870253840623046, 0.2811427781690899, 0.21400373456305608, 0.1894519880624209, 0.2606144321884893, 0.27348563391134223, 0.3286739381864689, 0.25854894430544617, 0.3514572040341025, 0.25224880141014394, 0.21133249324343925, 0.26643941490716905, 0.35979904558511727, 0.27152302346742935, 0.23441992903228306, 0.3109664633727158, 0.23898684822345417, 0.25964571929064123, 0.12683925708674954, 0.19967352418662432]","(0.1, 'linear', 'balanced')",S1_Spectrogram,55.2
RF,5,5,0.6877,0.09,0.34,0.4373,0.5,0.45,"[0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]","[0.2341514817058978, 0.14708932088457793, 0.44142729566680805, 0.3211098132953207, 0.23137894597637382, 0.5330890792570526, 0.459821608320194, 0.21914553613535592, 0.06488130838012572, 0.475544524523873, 0.14646695465346998, 0.16537534679898167, 0.26664084599222115, 0.10039733124169387, 0.31602307780312683, 0.22617467424690255, 0.37609661911642434, 0.6808882293873428, 0.5016508094005685, 0.22484579117606532]","[0.420037034723458, 0.10292841738755698, 0.2438144810548472, 0.078366870838148, 0.423705766268556, 0.2914963753078042, 0.1733737561279978, 0.20761065103753737, 0.3566672149328969, 0.10921548839640233, 0.369238900254409, 0.31153375188876675, 0.42597533420045763, 0.5236482160983271, 0.4861012166996466, 0.8005134191226605, 0.12347868201120868, 0.7479801664960154, 0.6948447546603985, 0.29346622557294033, 0.4553976968396734, 0.11558015560695684, 0.44058889029200765, 0.6980108431021567, 0.2406824231593475, 0.32390148365669136, 0.14386339978502177, 0.5053625814815988, 0.45414986547571345, 0.33787304831019305, 0.4553928937269294, 0.2789897555336847, 0.1808317603592441, 0.4035289895008839, 0.6389110120606075, 0.5300384527956823, 0.18025350330756232, 0.38024271205053845, 0.49552955250566166, 0.6006191775255115, 0.19262600141464173, 0.3975592142501061, 0.5598830606329169, 0.16272706799664557, 0.4101497524347252, 0.30622662976016174, 0.2511676409410393, 0.3437192100204687, 0.3425214003724049, 0.12306229586851149, 0.3832878624666503, 0.515791156095901, 0.24877661272083454, 0.27170551543629357, 0.5633334299040894, 0.24878996810848902, 0.2994241744200334, 0.37540029401115826, 0.235296523912211, 0.5585368763253318, 0.22688870666814698, 0.5421527329291801, 0.32743184030299655, 0.5003112799541031, 0.6703569947588839, 0.33766957656734214, 0.3143724704952425, 0.33005626667250404, 0.49303995615373514, 0.35041915782333327, 0.06385927666571906, 0.08922100671043946, 0.4332903413477374, 0.23052816627866346, 0.5409180342728646, 0.36752049514374574, 0.2548359412056162, 0.6137568601274382, 0.5840708468498261, 0.5313162616996912, 0.5215941620209129, 0.19419576196064472, 0.2274621333195922, 0.27318110004572904, 0.16649983526669004, 0.2612728630943989, 0.08329824557361244, 0.3518968998539011, 0.22422872048335013, 0.31566983184625175, 0.2481287507556081, 0.6550883632840072, 0.08768981746215827, 0.3859864496626868, 0.37945848078999844, 0.5408816775138449, 0.4974267995834335, 0.3360181473322589, 0.15022125790204582, 0.44531483186170945, 0.3191998811498358, 0.3162051556449945, 0.5584676909413521, 0.187091452756531, 0.665885246236146, 0.39210549511399195, 0.5454008107015723, 0.30135869853337033, 0.7060837815492566, 0.20132116458870172, 0.8050523365234088, 0.5689683846314467, 0.26499191191257837, 0.4195536319630896, 0.2061208722826889, 0.2879631581547741, 0.21198331522720384, 0.21766574401217514, 0.2572181398475315, 0.35818321202387343, 0.59894579992143, 0.35032050371754225, 0.13543396050465537, 0.20194136217130887, 0.37780529131931423, 0.1170826702236917, 0.4718910612374777, 0.04050981534646673, 0.6481843390897282, 0.16088397000544755, 0.7068850398833879, 0.5288517251044829, 0.331702331627578, 0.4304675870413155, 0.4112584257525905, 0.07033941340397688, 0.1743559656728506, 0.5133259298591502, 0.5214892031630073, 0.18680204986728619, 0.18113103559300966, 0.2909935308880224, 0.24287002957035944, 0.2354230327420623, 0.09471870142756873, 0.22878172013473538, 0.10736425998615337, 0.697205471170697, 0.5458069690155473, 0.0754009191762782, 0.3875180000274331, 0.23969157461650087, 0.17161324332304798, 0.13234973435108796, 0.37874844160032173, 0.40244259444747826, 0.2668006764307417, 0.3350464902907522, 0.41753766133486336, 0.21209256817211977, 0.41105102660204473, 0.4628661318263896, 0.18276259693167726, 0.32467611434003163, 0.26065513725170825, 0.21252493104919115, 0.29606256774541373, 0.4609127776621718, 0.07164711740096781]","(200, None, 3, 'balanced')",S1_Spectrogram,141.1
XGB,5,53,0.6058,0.1248,0.51,0.4133,0.4949,0.44,"[0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]","[0.3216639757156372, 0.12441891431808472, 0.6044323444366455, 0.5060497522354126, 0.39326587319374084, 0.7242867946624756, 0.5637171864509583, 0.30898022651672363, 0.05168720707297325, 0.469022274017334, 0.14197611808776855, 0.3257984220981598, 0.3159183859825134, 0.1127762496471405, 0.35470137000083923, 0.34840837121009827, 0.45080286264419556, 0.8515036702156067, 0.612417459487915, 0.3047589659690857]","[0.41115841269493103, 0.07827357202768326, 0.25870659947395325, 0.07025189697742462, 0.43904104828834534, 0.201467365026474, 0.1318407952785492, 0.13701164722442627, 0.35858699679374695, 0.09108012914657593, 0.5618445873260498, 0.35965555906295776, 0.5899904370307922, 0.5323339104652405, 0.5748957991600037, 0.8484010100364685, 0.1258247196674347, 0.840631902217865, 0.6592494249343872, 0.2949036955833435, 0.5603100657463074, 0.07294140756130219, 0.5168167948722839, 0.7510498762130737, 0.2777429521083832, 0.44553273916244507, 0.15203920006752014, 0.6536317467689514, 0.5303065180778503, 0.6556151509284973, 0.5003179907798767, 0.2033068835735321, 0.07150257378816605, 0.5146024823188782, 0.8205952644348145, 0.7189038395881653, 0.12302147597074509, 0.30150753259658813, 0.623711884021759, 0.6559802889823914, 0.10556221008300781, 0.514305055141449, 0.7489312291145325, 0.18148761987686157, 0.4443919062614441, 0.4087127149105072, 0.3517797887325287, 0.31429362297058105, 0.36339032649993896, 0.056210700422525406, 0.5743611454963684, 0.4412159323692322, 0.11699845641851425, 0.19851316511631012, 0.578213632106781, 0.25096625089645386, 0.25077468156814575, 0.5265871286392212, 0.2131490260362625, 0.5828857421875, 0.2455267459154129, 0.521763801574707, 0.39543187618255615, 0.629851222038269, 0.7494485974311829, 0.6650128960609436, 0.3968047499656677, 0.36306828260421753, 0.7771645188331604, 0.4386253356933594, 0.08673649281263351, 0.11879377067089081, 0.6139668226242065, 0.2881135940551758, 0.6711655259132385, 0.5130090117454529, 0.3226712942123413, 0.7693828344345093, 0.6212618350982666, 0.46713772416114807, 0.6558668613433838, 0.14328569173812866, 0.3880230486392975, 0.3098628520965576, 0.2515510618686676, 0.21880698204040527, 0.09946588426828384, 0.37323036789894104, 0.3935440182685852, 0.334900438785553, 0.23698392510414124, 0.7977968454360962, 0.16801200807094574, 0.5302258133888245, 0.5670276880264282, 0.6659769415855408, 0.6403803825378418, 0.4381617307662964, 0.1407223790884018, 0.5475248694419861, 0.425820916891098, 0.3327895700931549, 0.7016132473945618, 0.2443036139011383, 0.6757252216339111, 0.492366760969162, 0.6357779502868652, 0.5003663897514343, 0.8061397671699524, 0.16815118491649628, 0.8380454778671265, 0.7615396976470947, 0.2834832966327667, 0.5054498314857483, 0.26338574290275574, 0.25575584173202515, 0.1803518831729889, 0.21495941281318665, 0.2929549813270569, 0.45039689540863037, 0.7186521887779236, 0.3294792175292969, 0.05740576982498169, 0.12154395878314972, 0.5793616771697998, 0.11427978426218033, 0.635918140411377, 0.05937822535634041, 0.8619460463523865, 0.1005798801779747, 0.8858623504638672, 0.5172422528266907, 0.36643186211586, 0.615832507610321, 0.5067278146743774, 0.08002260327339172, 0.16628846526145935, 0.48878759145736694, 0.5092546343803406, 0.1868516057729721, 0.2534255385398865, 0.3745434880256653, 0.2747269868850708, 0.263760507106781, 0.17227306962013245, 0.1682526022195816, 0.0954047366976738, 0.8322938084602356, 0.677303671836853, 0.06836621463298798, 0.39577776193618774, 0.3087071478366852, 0.11376404762268066, 0.1621362715959549, 0.49217841029167175, 0.4782494306564331, 0.20195803046226501, 0.6027639508247375, 0.5841253399848938, 0.17468537390232086, 0.5915402770042419, 0.5865616202354431, 0.2535064220428467, 0.3506673276424408, 0.33960407972335815, 0.34799280762672424, 0.2501068711280823, 0.6500647068023682, 0.07827630639076233]","(200, 3, 0.05, 0.8, 3.0, 2.0, 5.0)",S1_Spectrogram,306.7
LR,40,5,0.6781,0.0917,0.52,0.4505,0.6,0.5,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]","[0.42467405324312, 0.4221816362761051, 0.5407072927427341, 0.5740753937465636, 0.26714943355508025, 0.4812452135300577, 0.45440349053500034, 0.49644465707513835, 0.4498254412405677, 0.43842759144340626, 0.3442219005917164, 0.34729973906070805, 0.4556388461406041, 0.39354921785688435, 0.5047828767530158, 0.569088442462351, 0.5717588924213423, 0.4753720542452116, 0.4704402674686303, 0.4347955211772484]","[0.49908816391625527, 0.3606683260104728, 0.39159458699109584, 0.45494956581086965, 0.5788897697034221, 0.3058725422810905, 0.34067392562345505, 0.5284038715018233, 0.5209797210890349, 0.5551363457732627, 0.4926948614201595, 0.43678153069474096, 0.5378792894297163, 0.27566843163360927, 0.6657042887191541, 0.4475810191708092, 0.21355188320464025, 0.4796103852499841, 0.617449069567142, 0.4826141391622416, 0.6140673212786798, 0.47863275893179763, 0.6038207917428748, 0.3263723051240345, 0.6500630400423001, 0.45522215441094954, 0.49985928971622867, 0.5276369230119115, 0.5400956054755158, 0.40163842229396013, 0.6514689232453239, 0.5435107405752148, 0.43417254408859773, 0.5059415112584744, 0.37956944780845214, 0.5542597440672158, 0.3058449382986303, 0.5275264725127732, 0.5783718940932189, 0.7237494180147369, 0.5409004669431786, 0.37525785273121454, 0.6237647090437745, 0.5427463516747436, 0.36386261824315497, 0.5815002160038204, 0.42752317465841544, 0.470917514405871, 0.6480136313417916, 0.24437777487293602, 0.5357929181859773, 0.42720544101179675, 0.5782919180961478, 0.4636935041820925, 0.4566664028062639, 0.3650530040463452, 0.5619338411896543, 0.5271060299160234, 0.5222162093075203, 0.3916956759166858, 0.5169266756229439, 0.5144695231415333, 0.5154128729760667, 0.5322131521956638, 0.41999929633627614, 0.44761193085845724, 0.5316492504804431, 0.38326590811788613, 0.5078026403858851, 0.4462261468139484, 0.5266917938797093, 0.3616565812317743, 0.606002881750691, 0.4059413960158065, 0.46293927946331836, 0.4747897389237637, 0.5108327875178146, 0.5475853751708621, 0.5571377132953926, 0.47460056996721545, 0.5078380221098354, 0.4503596209359863, 0.42327503368274927, 0.6011480423859967, 0.48439177617376983, 0.4500346539348211, 0.42318980640509, 0.5860394342254027, 0.5956034034779979, 0.5002117162785068, 0.5417550308898936, 0.5152141846827515, 0.41857353043072465, 0.4112974736479043, 0.5560789446213652, 0.43920283582443553, 0.5111736157374738, 0.5785599173509428, 0.42940386723729784, 0.5946303812281499, 0.4861163534466409, 0.3583034658796431, 0.47669504757421644, 0.36574998794806635, 0.5647861364931575, 0.4776078203006296, 0.3417230114174212, 0.4345196789110898, 0.579888250790282, 0.5226488416599512, 0.4893990951617239, 0.4757147680700875, 0.503800634267442, 0.439477752866449, 0.43409306395804786, 0.43511117328041543, 0.38414690385651057, 0.32942298196469344, 0.29818750490577134, 0.47122042311913404, 0.5253283092529094, 0.47999016519838933, 0.48333592771123235, 0.3026714663787127, 0.5325711647993019, 0.483276639537098, 0.42162374756339155, 0.3161220236025998, 0.4283011921220837, 0.3473179961662295, 0.4838654301589521, 0.5861509282640562, 0.49058325680367365, 0.4566123166074508, 0.47497219267492063, 0.242825627560236, 0.5017559820536251, 0.4332516724526049, 0.40855645588087425, 0.48264021687947506, 0.483505631367454, 0.23249023732253274, 0.47713098551110134, 0.4558999329335526, 0.4333254617854181, 0.41942789832535, 0.40951468786896356, 0.4158565916876071, 0.642759563698387, 0.38886237513115013, 0.5435585616509124, 0.34332363189264153, 0.3531617589199835, 0.3760709770767564, 0.4942218036301172, 0.5917921139575802, 0.4762424101539982, 0.4928950093387578, 0.485609120226706, 0.4460277907787463, 0.4986822128952864, 0.4468194628972605, 0.26566633593155903, 0.3289631701737681, 0.3949203885034197, 0.44948946077400775, 0.29425069872614273, 0.5884445238646481, 0.4050617557041387]","(0.01, {0: 1, 1: np.float64(2.7)})",S2_MFCC,54.0
SVM,15,5,0.6718,0.1412,0.285,0.3067,0.4872,0.35,"[0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0.2806597327971377, 0.1897521544778177, 0.3039460182295809, 0.3048647924256991, 0.16370551597034166, 0.2778582458328348, 0.29732982088649024, 0.306950535758569, 0.21895568387068995, 0.24872461103117255, 0.1975779515403757, 0.16741923256790572, 0.255862989684863, 0.20098747003806441, 0.2431197411220484, 0.27830418458465195, 0.2988921740376786, 0.27083903034522055, 0.27613546931604854, 0.24510131633939736]","[0.24821549963164394, 0.2614382159617755, 0.22713749245138634, 0.280652428039676, 0.3460586470470529, 0.20696404612156402, 0.27434980523674146, 0.258052085620579, 0.24427713728005093, 0.14713679698717885, 0.33151296391596635, 0.3061740324613843, 0.2966419542891771, 0.2401066524220544, 0.3866941484031684, 0.31660241493511465, 0.22487119243410464, 0.27483146729256475, 0.2609105463420947, 0.2997556153110211, 0.29291201372290193, 0.27820615594716575, 0.4316529833706982, 0.26004607609743324, 0.35221620718572566, 0.2777777199808595, 0.3069418227352697, 0.2451050928350106, 0.2881175644582133, 0.25824193032985804, 0.297065435120923, 0.2453787518222166, 0.25795107829708214, 0.33866815192961075, 0.2293500349552487, 0.31604673640183206, 0.2058155934645088, 0.276651370030007, 0.271519912278568, 0.3989687191363848, 0.313453038875447, 0.25725228253202864, 0.3001681480234565, 0.315419496155429, 0.2893396139644228, 0.2782522549119221, 0.27992558535576684, 0.3288314174395547, 0.2992090389594578, 0.20079342924832178, 0.30912756213573733, 0.2885030950284256, 0.3751994516929567, 0.2635488253679293, 0.28861253894934613, 0.23882702161769015, 0.29091971848239484, 0.2997652247357179, 0.2858294599146261, 0.1825387742988385, 0.29984581265479526, 0.29416708643682427, 0.4137040125006322, 0.28413957924938166, 0.27119436297762584, 0.25534140733416155, 0.3718699682133465, 0.28694536125736975, 0.32066123041575934, 0.26149916425011754, 0.30401321067633197, 0.2542288146378824, 0.33157158135405085, 0.23043659769428665, 0.22214218702939506, 0.30630371829095954, 0.20019685236197682, 0.31708505156040695, 0.24580500622612006, 0.291326482063126, 0.2676575038549731, 0.26120358454741527, 0.24923268130357282, 0.28150480249456056, 0.28736923895682026, 0.29611337367596346, 0.27142796395640956, 0.3546615636267519, 0.2864304579547672, 0.24123661028675325, 0.289174386741293, 0.31306724770448385, 0.2345534649144539, 0.27846164376047844, 0.2746063818074868, 0.26725467775551476, 0.329831562596024, 0.29819807371651946, 0.266340704747182, 0.30070291909546815, 0.3359125374002973, 0.2365826898905053, 0.29076634060610584, 0.257543790302083, 0.3003467160227667, 0.2661148665420924, 0.2887149900664798, 0.21556916052107875, 0.31038220860684346, 0.28075585565461775, 0.3599679944122564, 0.28985649698380883, 0.2854541281647533, 0.2715150349586008, 0.3063226530568227, 0.2517782431679555, 0.23855189822574818, 0.14741972559310945, 0.24318890744409627, 0.2679160260331082, 0.30562452252587785, 0.25523498323068644, 0.28647203515445374, 0.22743705658197957, 0.4218996783522114, 0.17358145527652372, 0.26798950263119437, 0.11042458134465212, 0.2742156243066921, 0.2539157708267351, 0.27710573286618884, 0.37631000366488726, 0.2600618938093818, 0.2745111718940403, 0.25327272919852895, 0.24371034384433873, 0.3137432625158123, 0.26167627027426726, 0.26291063279143884, 0.2035381541762125, 0.28545553487732667, 0.1627017465171744, 0.266480262291314, 0.2666327598736827, 0.2720465366085399, 0.3056857259631859, 0.2158403986274345, 0.3003382553444034, 0.35022613905473804, 0.25092066412339376, 0.3342438517937359, 0.11508870311117332, 0.1715813984025804, 0.2277377708374904, 0.3279300723994384, 0.286781499485018, 0.2683594253687876, 0.27182599080181535, 0.22379395818366052, 0.26183723564539535, 0.27933172290766173, 0.25825415596627216, 0.1030181105979644, 0.25447813163893807, 0.229900122615735, 0.27442286601722293, 0.17990971751804236, 0.3873917780270261, 0.2579931347137436]","(0.5, 'linear', {0: 1, 1: np.float64(2.7)})",S2_MFCC,60.1
