,F1,Thr,AUC
BERT_Ling_TFIDF|LR_C0.01,0.6167048637636874,0.2800000000000001,0.6745238095238095
All_Text|LR_C0.01,0.6167048637636874,0.2800000000000001,0.6745238095238095
All_Features|SVM_lin_C1,0.6163965233732676,0.3300000000000001,0.6371428571428571
All_Features|SVM_lin_C0.5,0.6163965233732676,0.3300000000000001,0.6371428571428571
All_Features|SVM_lin_C0.05,0.6163965233732676,0.3300000000000001,0.6371428571428571
All_Features|SVM_lin_C0.1,0.6163965233732676,0.3300000000000001,0.6371428571428571
MFCC_Ling|SVM_lin_C0.1,0.6162162162162163,0.5600000000000003,0.6205952380952382
BERT_TFIDF|LR_C0.1,0.6162162162162163,0.49000000000000027,0.6538095238095238
MFCC_Ling|LR_C2,0.6154422356669548,0.5100000000000002,0.6254761904761905
BERT_Ling|LR_C0.01,0.6120218579234973,0.2700000000000001,0.6476190476190476
All_Features|LR_C0.05,0.6111526014438635,0.4200000000000002,0.6683333333333333
All_Features|LR_C1,0.6104625199362042,0.45000000000000023,0.6721428571428572
All_Features|LR_C2,0.6104625199362042,0.45000000000000023,0.6747619047619048
BERT_MFCC_Ling|LR_C0.1,0.6092767295597484,0.4400000000000002,0.6545238095238095
All_Features|LR_C0.1,0.6079628015111886,0.6600000000000004,0.6673809523809523
BERT_Ling|SVM_rbf_C0.5,0.6075497135153354,0.8000000000000005,0.641904761904762
BERT_MFCC_Ling|LR_C1,0.6056508089833373,0.2700000000000001,0.655952380952381
BERT_MFCC_Ling|LR_C2,0.6056508089833373,0.23000000000000004,0.6552380952380953
BERT_Ling_TFIDF|SVM_lin_C0.05,0.605433775856746,0.4400000000000002,0.6302380952380953
All_Text|SVM_lin_C0.05,0.605433775856746,0.4400000000000002,0.6302380952380953
All_Features|LR_C0.5,0.6052265777036419,0.6800000000000004,0.6714285714285714
BERT_TFIDF|SVM_rbf_C0.5,0.5999520469939459,0.7300000000000004,0.6392857142857142
BERT_Ling_TFIDF|SVM_lin_C0.1,0.5997549019607843,0.4300000000000002,0.6338095238095238
BERT_TFIDF|LR_C0.5,0.5997549019607843,0.34000000000000014,0.6495238095238096
BERT_Ling_TFIDF|SVM_lin_C1,0.5997549019607843,0.4300000000000002,0.6338095238095238
All_Text|SVM_lin_C1,0.5997549019607843,0.4300000000000002,0.6338095238095238
All_Text|SVM_lin_C0.5,0.5997549019607843,0.4300000000000002,0.6338095238095238
All_Text|SVM_lin_C0.1,0.5997549019607843,0.4300000000000002,0.6338095238095238
BERT_Ling_TFIDF|SVM_lin_C0.5,0.5997549019607843,0.4300000000000002,0.6338095238095238
BERT_MFCC_Ling|SVM_lin_C0.5,0.5965909090909092,0.48000000000000026,0.6292857142857142
BERT_MFCC_Ling|SVM_lin_C0.05,0.5965909090909092,0.48000000000000026,0.6278571428571428
BERT_MFCC_Ling|SVM_lin_C0.1,0.5965909090909092,0.48000000000000026,0.6292857142857142
BERT_MFCC_Ling|SVM_lin_C1,0.5965909090909092,0.48000000000000026,0.6292857142857142
BERT_TFIDF|SVM_lin_C0.05,0.5940253223641987,0.3900000000000002,0.6130952380952381
BERT_TFIDF|LR_C1,0.5934777196913119,0.3300000000000001,0.6476190476190475
BERT_TFIDF|LR_C2,0.5934777196913119,0.3100000000000001,0.6464285714285714
BERT_Ling|LR_C0.05,0.5932927146799979,0.22000000000000003,0.6395238095238096
BERT_TFIDF|SVM_lin_C1,0.5878974992281568,0.4200000000000002,0.6140476190476191
BERT_TFIDF|SVM_lin_C0.5,0.5878974992281568,0.4200000000000002,0.6140476190476191
BERT_TFIDF|SVM_lin_C0.1,0.5878974992281568,0.4200000000000002,0.6140476190476191
MFCC_Ling|SVM_lin_C1,0.5869424692954105,0.47000000000000025,0.6045238095238096
BERT_Ling_TFIDF|LR_C2,0.5851457508277609,0.5200000000000002,0.6861904761904761
All_Text|LR_C2,0.5851457508277609,0.5200000000000002,0.6861904761904761
BERT_Ling_TFIDF|LR_C1,0.5830396993187691,0.2,0.6852380952380952
All_Text|LR_C1,0.5830396993187691,0.2,0.6852380952380952
MFCC_Ling|SVM_lin_C0.5,0.5829287298447521,0.5100000000000002,0.6002380952380952
BERT_Ling|SVM_lin_C0.05,0.5703612225995678,0.4300000000000002,0.6104761904761905
BERT_Ling|LR_C0.1,0.5693535514764565,0.2,0.6388095238095238
BERT_Ling|SVM_lin_C0.5,0.5666768385718645,0.6200000000000003,0.6123809523809524
BERT_Ling|SVM_lin_C0.1,0.5666768385718645,0.6200000000000003,0.6123809523809524
BERT_Ling|SVM_lin_C1,0.5666768385718645,0.6200000000000003,0.6123809523809524
BERT_Ling|LR_C0.5,0.5460621912234815,0.7800000000000005,0.6373809523809524
BERT_Ling|LR_C1,0.5456427630340674,0.38000000000000017,0.6357142857142858
BERT_Ling|LR_C2,0.5456427630340674,0.38000000000000017,0.6354761904761904
