scenario,model,cfg_idx,cfg,select_k,pca_n,cv_f1,cv_fold_mean,cv_std,oof_thr,test_f1_oof,test_acc_oof,test_precision_oof,test_recall_oof,recall_thr,recall_cv_f1,recall_cv_dep,test_f1_recall,test_recall_dep_recall,test_f1_prior50,test_recall_dep_prior50,test_auc,test_thr_oracle,test_f1_oracle,y_pred_oof,y_pred_recall,y_pred_prior50,y_pred_oracle,y_prob,oof_probs,time_s
S1_Spectrogram,RF,0,"{'n_estimators': 200, 'max_depth': 3, 'min_samples_leaf': 2, 'class_weight': 'balanced'}",80.0,5.0,0.5924,0.6234,0.044,0.445,0.4486,0.45,0.4495,0.45,0.41,0.5747,0.6304,0.5,0.5,0.5,0.5,0.42,0.4,0.5,"[1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1]","[1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1]","[1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1]","[1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1]","[0.5179162342966235, 0.4893249550955218, 0.3553535502257418, 0.4800126963882071, 0.30106154582918093, 0.35116617866209654, 0.39770037982442025, 0.28252321912183487, 0.524282791639434, 0.5229966231530166, 0.4656790198419808, 0.38489085595928146, 0.33970877722261394, 0.44146340575693954, 0.5994163537061175, 0.2827002933330321, 0.6002175125515565, 0.332025905900451, 0.36498820925315206, 0.5007544333248292]","[0.5673254342062047, 0.39987470962231797, 0.26790543022747654, 0.3770024685021148, 0.5595572352807856, 0.296670534328634, 0.2551160379879321, 0.3591210846542767, 0.41365865046807043, 0.2249047666493757, 0.5206047606826063, 0.505340537620222, 0.4263935905708815, 0.5420316729506489, 0.516911914053132, 0.6137328559213404, 0.21385850023412437, 0.63648194350055, 0.5165949221839451, 0.497703482000123, 0.4807397292931615, 0.3058435091257115, 0.6082039826579921, 0.2513737815529322, 0.5829707830337515, 0.42252966452377955, 0.557129360838398, 0.5470702803145581, 0.39498338435568103, 0.2250719563608056, 0.5978538315140345, 0.4340435297060813, 0.26341301962148567, 0.5196754122052615, 0.4225625098476391, 0.28149904695192474, 0.2577258019751795, 0.27804485337206025, 0.3835051050918532, 0.7052418861340338, 0.4359572114251175, 0.3223557746952474, 0.5404541317595768, 0.6624163389005233, 0.4169564648461002, 0.4840723903381084, 0.4932789923670293, 0.6189501261244361, 0.5266259651276455, 0.1991571728204888, 0.49562289658092046, 0.4360598921725212, 0.524123055312142, 0.43480194212432016, 0.6040041528774056, 0.30946845729100014, 0.34743357573677663, 0.35568287816292576, 0.4056400923004495, 0.21118371730692792, 0.26883436956518286, 0.6368191941528863, 0.24612341740144525, 0.7045861901522598, 0.4228748328788516, 0.2889923632738769, 0.43779769850791156, 0.3854875512569334, 0.3582012898037768, 0.17606269687354523, 0.2603224622207716, 0.27586977280662195, 0.608152461062933, 0.2561526238384913, 0.3844097176253031, 0.5839106410040575, 0.34578097565641036, 0.5618553994028237, 0.4359270801570396, 0.5946659895713668, 0.3304696558601416, 0.2888474309114211, 0.2512927164376174, 0.6005422380306407, 0.3426322382444181, 0.44238347197425393, 0.3881883403167004, 0.6038513102779447, 0.3492852122166283, 0.5230716063709456, 0.3540025560270763, 0.6587410287252214, 0.47627704842053653, 0.323425028720484, 0.1929366550358292, 0.3975577036848433, 0.3310336515002676, 0.3269335045708466, 0.28643509152794344, 0.7068956784627974, 0.6165351593950138, 0.25033186226495674, 0.2642178871927772, 0.35889885119958237, 0.611129458724083, 0.6141538093691219, 0.5174322877029564, 0.2656885718717129, 0.623267943545116, 0.44249299424439736, 0.6873775993783577, 0.49200663242666515, 0.5034957667817052, 0.517197675118411, 0.2511900424935778, 0.22562431699167068, 0.33122039365681566, 0.24410666124081545, 0.256682341572444, 0.37623874510165417, 0.32949257011447824, 0.44646291569347407, 0.43759108539470126, 0.43840237900760054, 0.3797722334328353, 0.27637836325167464, 0.38601523401988236, 0.20449389809445295, 0.4495324461322863, 0.25148553806151325, 0.4415393789254615, 0.42559882621302686, 0.6054571749807814, 0.5058178582809874, 0.3601733155608716, 0.3767097191740916, 0.2731362584934888, 0.34921341136273887, 0.7055569038627031, 0.38891608451186926, 0.4251892504962321, 0.22602422973679384, 0.25498489769456867, 0.38979649088855006, 0.6073628838118306, 0.2873076733760773, 0.2882139095338425, 0.6143670879342511, 0.5600678431239889, 0.1950941447092792, 0.4035017099128704, 0.33033505704686644, 0.2797331026340579, 0.3235746569582082, 0.4953483958392415, 0.7157044103892286, 0.3617464529607325, 0.33221010813468704, 0.25140668350257994, 0.28614926995235856, 0.4204026989229739, 0.5764639851033385, 0.3264075165138067, 0.2685474398811532, 0.28925756938849373, 0.3487934355046407, 0.33287627986261226, 0.40400253491983096, 0.3933863197740008]",32.7
S1_Spectrogram,SVM,2,"{'C': 1.0, 'kernel': 'linear', 'class_weight': 'balanced'}",80.0,5.0,0.5848,0.6121,0.072,0.27,0.4133,0.45,0.4333,0.45,0.265,0.5797,0.6304,0.4133,0.2,0.5,0.5,0.46,0.195,0.5396,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1]","[1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1]","[1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1]","[0.45957284080121746, 0.28190952489722476, 0.18824255892409567, 0.2550543949640704, 0.19787855052945016, 0.19901843874276479, 0.21057348016628485, 0.1697766569443504, 0.23898304702336712, 0.24141589392739654, 0.24700676883160264, 0.18828654597610492, 0.1690935526316645, 0.23198199615893553, 0.34812758116627246, 0.12096549585857884, 0.35967280564618664, 0.17944527984023728, 0.19002864039907016, 0.2900119228207419]","[0.31107263450902173, 0.2458018897534583, 0.17610248335288725, 0.3285234127259384, 0.33058762953627613, 0.2423410877822454, 0.14492629262240964, 0.27400063961147314, 0.2687241409580854, 0.18009706390078525, 0.28981439369492934, 0.36178958719713783, 0.3581469050449201, 0.27901857492521687, 0.31955565473488606, 0.3397614209910057, 0.18763702206861654, 0.647500591482921, 0.31577816714823764, 0.26860035849334407, 0.36937840715102144, 0.21621181669825695, 0.33675401567971786, 0.2080275246304114, 0.26546093204829374, 0.23152943726851014, 0.3452944327232035, 0.26520536329821814, 0.2777287231443065, 0.1980206034193115, 0.37844720452061553, 0.2336338906643301, 0.22936308918837411, 0.3101120039192785, 0.23929875319637842, 0.24892145553416284, 0.21932114997069987, 0.22192992829314764, 0.22738173498023853, 0.5268074264371062, 0.24781096588983434, 0.2561814038150306, 0.33453794284374233, 0.30666298627730665, 0.35524699569432544, 0.256714251948301, 0.27796940612554033, 0.39643108923366044, 0.30555305346849604, 0.18376557023995205, 0.3131882198430421, 0.2737709064513136, 0.3963086771134584, 0.25069348404430963, 0.2725796447235017, 0.2316212536636494, 0.23812445430277157, 0.2715310935769466, 0.2576831902039798, 0.20462673762956707, 0.2035673779641042, 0.3980454614435067, 0.16163750843118813, 0.3591386407051435, 0.24897189473384068, 0.26639849418042705, 0.24883707332400135, 0.2828652372059045, 0.28517985387858164, 0.20700621059967422, 0.1888484913842086, 0.1562576850187921, 0.3120136014017759, 0.23311788386629098, 0.30128978132086537, 0.28601802681443766, 0.21569538149286593, 0.3412728080321545, 0.3159945780602714, 0.3398449566067347, 0.22696792169634147, 0.16109865027906878, 0.22074887285680989, 0.3184429023290799, 0.2068981479744413, 0.2189183644574459, 0.2555779803177093, 0.3786953291822099, 0.17510215997417908, 0.24792984700816975, 0.2752763798906116, 0.38698575385561157, 0.22834493908805234, 0.28962918460992837, 0.20627988043185005, 0.2817327477506414, 0.25489418603748537, 0.20568025655295347, 0.19944326579471933, 0.4098492779090601, 0.3065885728886545, 0.25222691489141613, 0.21149598807488526, 0.24206831825450403, 0.3916260885347304, 0.41812463414469975, 0.2880207163227354, 0.27714613481818545, 0.300066655700027, 0.28855294506514995, 0.4082522935496158, 0.25397093473251, 0.2717470291392568, 0.2727531270916652, 0.18372059189189446, 0.24581723330766855, 0.2607820109349302, 0.18463462034611614, 0.15578731891723938, 0.2459172162807106, 0.27150837437614594, 0.24462944850602378, 0.2763533139330842, 0.24606606028485536, 0.23863211829727632, 0.1462032532337315, 0.21179863718223518, 0.16158732293226105, 0.2830113861423969, 0.16921800798422443, 0.254720164044684, 0.2782280085534695, 0.2874093774861303, 0.2488731776786588, 0.25031576814896295, 0.23432468250681845, 0.22255658992828048, 0.21138768594378574, 0.3337098855214409, 0.20423293934610273, 0.22655509669349463, 0.166059425480371, 0.19248139953788848, 0.2671837487829741, 0.29461442534953985, 0.26639121297533463, 0.2107170495439066, 0.37062832776592963, 0.2667232604142029, 0.2261315487150672, 0.31903520407654307, 0.24142043578925845, 0.21577362463565075, 0.22605280804490255, 0.26617825796353883, 0.35373286881572785, 0.21787313033773073, 0.16037727498875015, 0.17387257524710878, 0.18502364458871365, 0.26028616730434107, 0.3726744650748004, 0.1987454034324765, 0.2000815520092143, 0.26079400442885264, 0.22157085823321762, 0.15374723494634696, 0.34831185167780565, 0.21665335807551286]",26.2
S1_Spectrogram,LR,1,"{'C': 0.05, 'class_weight': {0: 1, 1: 2.7}}",80.0,5.0,0.5945,0.6242,0.0666,0.475,0.4373,0.45,0.4451,0.45,0.475,0.5945,0.6304,0.4373,0.3,0.5,0.5,0.49,0.37,0.5833,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1]","[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1]","[1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1]","[0.7296049726253032, 0.5296871591034132, 0.3855013126284029, 0.4775026963145198, 0.39568713888378104, 0.3940481729557711, 0.4233674279287705, 0.32632390263704714, 0.44347139451778017, 0.4641486731372441, 0.5009870970975913, 0.3685391286619737, 0.34019829459815776, 0.45040807852001774, 0.5882986068039512, 0.23788608310351725, 0.6098660284325226, 0.35855063978414026, 0.3657526223221886, 0.5094318176083593]","[0.5466854533823918, 0.45763575590232924, 0.3137307241983369, 0.5859123010909066, 0.6040493241225303, 0.45827902981629215, 0.17259773559421093, 0.47507181032057333, 0.5536999453890986, 0.27719849639803323, 0.5364291045467318, 0.6300974110836202, 0.5918832506519278, 0.5388626651558617, 0.591627245565265, 0.6611163170940817, 0.37240204624451, 0.8356869382998161, 0.6118127264248024, 0.517879145475306, 0.6471887025111036, 0.3403109313195188, 0.5738258060817664, 0.3989096010221766, 0.4781230936228392, 0.4088705335532232, 0.6070528016689696, 0.49431331313148075, 0.523243220929179, 0.38759099927251495, 0.6664509470885099, 0.41645508373126655, 0.3763976945904927, 0.5539431655644658, 0.4350489155362627, 0.4536925721051559, 0.38613976015832, 0.4468855475260205, 0.3972394275905792, 0.7505147160215832, 0.45829686015912724, 0.43698167224125906, 0.6316617499527267, 0.5478793906473243, 0.5525984417219233, 0.4623529249046878, 0.49982279061725277, 0.7435451654288625, 0.5738142342982862, 0.34835650927822964, 0.6124396495217256, 0.45686847821500565, 0.673277213064758, 0.4769198161663405, 0.48144275287017474, 0.38758507610077336, 0.4322513628532046, 0.46154444194781946, 0.4627569432526783, 0.391403431979079, 0.36331052020619253, 0.7510763677991055, 0.34743351397346484, 0.6030335636019054, 0.4567310957457185, 0.4692932980502167, 0.47530864679536433, 0.4759053366338852, 0.5392355189881362, 0.35884813047999903, 0.36552627096433693, 0.2730797472096453, 0.6008361650610867, 0.4168147406947151, 0.48442177555030747, 0.5478297022898224, 0.3954725833258436, 0.668680676148546, 0.6022062592955161, 0.6076680837461449, 0.4117162970461501, 0.2705152966593771, 0.399324993647182, 0.613205188897046, 0.36737456939539326, 0.3418360759178463, 0.4796692830999312, 0.6971178712575696, 0.28896839064184576, 0.48073918863410536, 0.4802324449934166, 0.7056359849475943, 0.4060060744855754, 0.5012124261849913, 0.395867748388314, 0.4877456250262845, 0.46375396313726214, 0.4237112120079935, 0.3552432364417983, 0.6843988557322724, 0.5920389087401653, 0.4218351277133828, 0.3966397649222235, 0.460760337755419, 0.6623665174426591, 0.6499452384339015, 0.5499408752447087, 0.4581652544313403, 0.555699206757669, 0.5090280875159852, 0.7358281626034314, 0.4714872675585351, 0.5097253132301902, 0.505944577115237, 0.38545749023989195, 0.4267067477442926, 0.46784315591728237, 0.27859376129371755, 0.2970282759623631, 0.4384088059193645, 0.4680404324276917, 0.4057123645320123, 0.46579845584722684, 0.4547101409026266, 0.4568405526064289, 0.25489208275335756, 0.3783068972315567, 0.3104148636554548, 0.5191658214955303, 0.33434281546035155, 0.46948224777244546, 0.5095313449297013, 0.5551188759360384, 0.4499494770625556, 0.4629487174358282, 0.42471330038297744, 0.4167347376711485, 0.3953055332225013, 0.6319252834282911, 0.4038692004039654, 0.4220779981221504, 0.2952927875498644, 0.36763594806401717, 0.4705000495502839, 0.566831722457753, 0.49661627737289105, 0.3611570632600545, 0.6767222513128875, 0.4749236706013275, 0.3500871386662636, 0.5696992465778471, 0.38097399104223, 0.34841753428783945, 0.3740794859937748, 0.4945138466207767, 0.5664360177684229, 0.4128091834353753, 0.3503896922314979, 0.344235087409341, 0.31451362656322407, 0.48018102575347715, 0.6630642091617549, 0.38076592387495706, 0.3600130944520888, 0.4186818182943281, 0.35166387365576113, 0.33485687727281893, 0.5759064285059761, 0.39159870415403775]",39.1
S1_Spectrogram,XGB,0,"{'n_estimators': 100, 'max_depth': 2, 'learning_rate': 0.05, 'subsample': 0.8, 'colsample_bytree': 0.8, 'scale_pos_weight': 2.67, 'reg_alpha': 1.0, 'reg_lambda': 5.0}",80.0,5.0,0.6112,0.6439,0.0727,0.48,0.4486,0.45,0.4495,0.45,0.48,0.6112,0.6087,0.4486,0.4,0.5,0.5,0.42,0.365,0.5,"[1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1]","[1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1]","[1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1]","[1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1]","[0.6039643883705139, 0.5642430186271667, 0.2859456241130829, 0.5350827574729919, 0.2930847108364105, 0.2526387870311737, 0.36440640687942505, 0.21112823486328125, 0.5629754662513733, 0.5399118065834045, 0.48694199323654175, 0.36419421434402466, 0.28631624579429626, 0.47321683168411255, 0.6614850759506226, 0.23121535778045654, 0.6968700289726257, 0.2528383135795593, 0.2989451289176941, 0.5364387631416321]","[0.6830641031265259, 0.5148431062698364, 0.2131507396697998, 0.33731791377067566, 0.6369397044181824, 0.34464630484580994, 0.23131456971168518, 0.38587942719459534, 0.5589025020599365, 0.18630582094192505, 0.5314729809761047, 0.613127589225769, 0.529647946357727, 0.6110365986824036, 0.6682727932929993, 0.5699509978294373, 0.20938357710838318, 0.7253905534744263, 0.51810622215271, 0.49985435605049133, 0.5165525078773499, 0.3369898796081543, 0.7764381170272827, 0.2064184844493866, 0.6989662647247314, 0.4666268229484558, 0.6359727382659912, 0.6279565691947937, 0.3951525390148163, 0.16266632080078125, 0.6334607005119324, 0.40992501378059387, 0.31939151883125305, 0.49051791429519653, 0.4871757924556732, 0.2591856122016907, 0.23338228464126587, 0.17213107645511627, 0.4105945825576782, 0.8429758548736572, 0.4536798596382141, 0.48252102732658386, 0.5784341096878052, 0.780036211013794, 0.45414742827415466, 0.5756612420082092, 0.6448937058448792, 0.6248732805252075, 0.583453893661499, 0.17565827071666718, 0.461097776889801, 0.49359166622161865, 0.5908662676811218, 0.4370873272418976, 0.6517881155014038, 0.3198055624961853, 0.3988436162471771, 0.3211308419704437, 0.4601000249385834, 0.16667920351028442, 0.21339051425457, 0.7553781270980835, 0.18242186307907104, 0.6650918126106262, 0.3698153793811798, 0.26322129368782043, 0.48116081953048706, 0.3769402503967285, 0.35044506192207336, 0.191807359457016, 0.285996675491333, 0.2940578758716583, 0.7157734036445618, 0.2473876029253006, 0.36161133646965027, 0.7259599566459656, 0.2850585877895355, 0.545689046382904, 0.6143730878829956, 0.6128250360488892, 0.29414457082748413, 0.346097856760025, 0.25287774205207825, 0.7296614050865173, 0.3829873502254486, 0.4464227855205536, 0.47392141819000244, 0.689315676689148, 0.462050199508667, 0.652003824710846, 0.3697446882724762, 0.8099403977394104, 0.598211944103241, 0.24485139548778534, 0.19256390631198883, 0.3989969789981842, 0.2863627076148987, 0.2736724317073822, 0.3503001928329468, 0.8317064642906189, 0.6197277903556824, 0.22691543400287628, 0.1654406189918518, 0.34959444403648376, 0.7414728999137878, 0.7374776005744934, 0.5022489428520203, 0.23589274287223816, 0.7203609943389893, 0.4363667964935303, 0.6957114934921265, 0.48476868867874146, 0.5649164915084839, 0.6054553389549255, 0.2493952214717865, 0.18059609830379486, 0.3750637471675873, 0.22164197266101837, 0.22262753546237946, 0.34602802991867065, 0.29679974913597107, 0.4251011610031128, 0.41212207078933716, 0.5363312363624573, 0.3058433532714844, 0.31914272904396057, 0.3882133960723877, 0.16332457959651947, 0.5263099074363708, 0.2275218516588211, 0.5854964852333069, 0.5168207287788391, 0.7457669973373413, 0.5327804088592529, 0.39434751868247986, 0.3964931070804596, 0.29759442806243896, 0.3460595905780792, 0.7949972152709961, 0.43058842420578003, 0.4026508033275604, 0.19248732924461365, 0.2764267921447754, 0.35831111669540405, 0.7089241147041321, 0.20529623329639435, 0.34893226623535156, 0.710541307926178, 0.6855050325393677, 0.1789107769727707, 0.3842031955718994, 0.2687041163444519, 0.29342955350875854, 0.35201314091682434, 0.48375073075294495, 0.7240411639213562, 0.27389758825302124, 0.36752408742904663, 0.21564660966396332, 0.30294090509414673, 0.4824412167072296, 0.6606675386428833, 0.34872013330459595, 0.29877525568008423, 0.23340171575546265, 0.43252435326576233, 0.3910822570323944, 0.4766206443309784, 0.43097519874572754]",40.8
S2_MFCC,RF,0,"{'n_estimators': 200, 'max_depth': 3, 'min_samples_leaf': 2, 'class_weight': 'balanced'}",200.0,10.0,0.5976,0.678,0.0654,0.465,0.4373,0.45,0.4451,0.45,0.41,0.5571,0.6087,0.4949,0.4,0.6,0.6,0.51,0.375,0.6,"[1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]","[1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]","[1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0]","[1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0]","[0.4786032134380465, 0.4078080906310617, 0.20086528161738076, 0.48888754663392253, 0.19094634181506365, 0.41744271158822727, 0.5009093726975545, 0.31468238663790044, 0.5319072284799549, 0.5068868636325149, 0.3702629700331073, 0.32606077360418584, 0.28397477927633263, 0.39987321917257906, 0.4868568352439795, 0.28930164099125705, 0.6352777439360063, 0.2473356195338338, 0.1502596222806523, 0.27052457516402806]","[0.34556244350205306, 0.33165736512721383, 0.426812661057971, 0.3994004686941619, 0.4996486376351457, 0.28566264073520936, 0.29896211461783045, 0.5374569629417117, 0.49018310722357206, 0.3395395989605995, 0.5968838128427213, 0.641644898167037, 0.43194724655517447, 0.33710102629148253, 0.6026613055998709, 0.4129302654186867, 0.42894398464639066, 0.37735094434554417, 0.5987635461821289, 0.6352765966013448, 0.44867999076923204, 0.29885896991640687, 0.47270295363528836, 0.2002063375249947, 0.5893452694180032, 0.3463803174645737, 0.47423393644320444, 0.3833494791075395, 0.3862466887066153, 0.2942813796265023, 0.3029764920577913, 0.39473809759822204, 0.34417428801226535, 0.553748022139563, 0.33368756281126194, 0.5452006458312174, 0.12702977517175013, 0.2442499874767068, 0.5227264128978533, 0.5355299510242949, 0.4621662178431786, 0.46223882957823714, 0.35528279518999206, 0.4691877406435775, 0.34238499186427473, 0.3068184440663301, 0.507415689779777, 0.5201621916504061, 0.30764897092641624, 0.16127701064399613, 0.45273359386346684, 0.48909816604091355, 0.669757949588003, 0.407342703360782, 0.6007885942985274, 0.3535484229749368, 0.5009305133912424, 0.5744354143244125, 0.4961019384341088, 0.27270893904301885, 0.37648426349933106, 0.4162264931422424, 0.5258903346358216, 0.47755059468577055, 0.4540597139135831, 0.2973638544832879, 0.4380125740034407, 0.5022508045373818, 0.49266064556589795, 0.38733593599430927, 0.508124712741727, 0.2325615737087966, 0.5292307673974492, 0.2156504673903465, 0.21763256829881114, 0.4673192902299529, 0.23757202351601375, 0.3923224298341633, 0.3837220512914133, 0.47589666269213937, 0.3986166278505706, 0.2229260523699464, 0.38754735199703594, 0.5118556782103607, 0.5487797836122043, 0.442311716832367, 0.4603160620985372, 0.5648910959643224, 0.34191990710471387, 0.4287627876958114, 0.5144214240850047, 0.490068606774199, 0.31143987649208826, 0.34063011557107714, 0.4374350424052015, 0.5096108895105711, 0.5400891247691563, 0.2351099978181077, 0.41485965310302303, 0.5482364089536865, 0.5333765553983227, 0.4741501789899973, 0.5012548834975955, 0.28965339346624375, 0.34508959949216317, 0.335779975592303, 0.35650346576998065, 0.5067805742437862, 0.4787050319145108, 0.3255729191554182, 0.5497983353167346, 0.4434237017541355, 0.37752813205147623, 0.35878272780653575, 0.33234958615357013, 0.3414439622699507, 0.40130101203712004, 0.1639720616247751, 0.22184061599217905, 0.48360957356741713, 0.5206573486217139, 0.3305565583599692, 0.6244954099009555, 0.246679355501438, 0.5162224935697776, 0.26160302820796294, 0.40583355450306047, 0.27517337492752353, 0.3889050349188183, 0.3390409829885408, 0.3393492295249581, 0.5023140905569864, 0.3983692500633302, 0.22689306457328712, 0.3878604472477267, 0.3134631431981505, 0.46122548074956415, 0.5295277556192448, 0.34345101312799003, 0.4420972753605462, 0.34139023659150775, 0.27705681908993124, 0.2941091530122387, 0.3343444950769186, 0.31380242628020666, 0.3760584159370154, 0.12248994209198776, 0.5490996757041171, 0.3720161293388166, 0.25500045452938347, 0.6258749099832268, 0.2947979000891392, 0.1640907667746858, 0.1511080916689172, 0.6272555566288905, 0.40112899985672285, 0.18385216072776328, 0.3535189825097915, 0.421588406652381, 0.1884686981624563, 0.4249163407100526, 0.42850625272010334, 0.33627810902034966, 0.4177035011931185, 0.41102932788924973, 0.38725372900057947, 0.2212628858201715, 0.453707933770868, 0.36839487712344554]",34.0
S2_MFCC,SVM,0,"{'C': 0.5, 'kernel': 'linear', 'class_weight': 'balanced'}",80.0,5.0,0.6226,0.6659,0.0543,0.29,0.52,0.55,0.5667,0.55,0.285,0.6161,0.6087,0.52,0.3,0.4,0.4,0.44,0.275,0.52,"[1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1]","[1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0.36331436458866345, 0.20011333526806785, 0.06471238301067216, 0.3056317311341629, 0.1189616742925445, 0.2434190677894306, 0.3141392748006152, 0.21029092384497106, 0.2627565670126182, 0.3465400897552723, 0.21018730785977205, 0.13817852778892084, 0.13975734457251524, 0.16273841826074267, 0.2704743984969914, 0.15524861790107727, 0.47655284307555656, 0.10704969308320775, 0.05416537000278199, 0.25818344155033995]","[0.25790672932234504, 0.22990300373141578, 0.13047514459410098, 0.2784442218317777, 0.4295967580468332, 0.016436348477494075, 0.16231494638453825, 0.2282974239830102, 0.06370545920806522, 0.15820263336122792, 0.22336109475787067, 0.5659543933523468, 0.3589691487113829, 0.22250214464121995, 0.45408313175660275, 0.14317610329299363, 0.21403366025177922, 0.46736791729089, 0.3379712436096838, 0.5219836472587212, 0.41453050779676753, 0.1625939460978292, 0.27277266387933363, 0.1460589481905329, 0.3153239066959816, 0.19625574719543573, 0.3770678017423968, 0.45928697887546427, 0.3223973443476384, 0.17375458391162366, 0.41164235950370265, 0.22189505931950107, 0.19175067891576578, 0.4804884130732627, 0.3135079256214597, 0.37755118137245613, 0.10062078016906896, 0.25580412497141275, 0.22959173814953213, 0.5929242177800574, 0.17057658391426286, 0.2964092114725238, 0.410427215831037, 0.432317314774422, 0.2927307648995511, 0.14473095514407405, 0.33012758104506823, 0.43666540283611804, 0.601399333455873, 0.0894084748661134, 0.33795264811446063, 0.2617281213086147, 0.6331129058500127, 0.23685473292901596, 0.3357265888272118, 0.23316404100561938, 0.28690490537103874, 0.2497731374368567, 0.2922731582758453, 0.1964128050082889, 0.2466308132190104, 0.4245669688711622, 0.19527088030107992, 0.4061038757836561, 0.35501342641059586, 0.15528192604944416, 0.321327772437551, 0.2947892120509117, 0.3230692706017993, 0.2476143288443187, 0.16977404094021153, 0.12307642078469604, 0.4869209117820648, 0.21157924258152974, 0.254085381581847, 0.2883744022584647, 0.2104077925814607, 0.1694243806409317, 0.22893220393851485, 0.37647757440890445, 0.24954365550530921, 0.13222046492767325, 0.18699920275844592, 0.2588630220919243, 0.15744876295465696, 0.1736714764527303, 0.23215588731244632, 0.5390704926796986, 0.17407555184458773, 0.18837151325924487, 0.31906649958926864, 0.24011192470585388, 0.28750907853699087, 0.2753308496980113, 0.24230897593737294, 0.39360666891814383, 0.284601293104234, 0.15359061257097015, 0.23728478431330013, 0.4157692842731809, 0.41702503176542227, 0.27786889078018595, 0.31659815747990194, 0.24888446651563395, 0.3303535257273958, 0.3601333381868866, 0.42643942425091835, 0.4271685707913746, 0.46751564606395374, 0.32106676054399724, 0.6131323247442857, 0.26603734362044085, 0.14367341014869286, 0.2542311208001417, 0.1726808199173592, 0.19278040282948, 0.35655042754881194, 0.15925733271197132, 0.11673250643283369, 0.2529579332490273, 0.30189742161463945, 0.27297984780576423, 0.21036892116187916, 0.06903544374999776, 0.32772137896101844, 0.07648682484380744, 0.2082015036865398, 0.14976790300416293, 0.2905196138100128, 0.19086628299911398, 0.4199614834204236, 0.4529337929156309, 0.1692675117072015, 0.1477973464379339, 0.17291590503676393, 0.24220910137348714, 0.34484705537717597, 0.21570284142314294, 0.3188611900017394, 0.12994558477606377, 0.2823009287329308, 0.13851635790566585, 0.11645393273643827, 0.2211246397919133, 0.3013844941004992, 0.23164661897765668, 0.1728655996928109, 0.367342846208769, 0.2589751602987086, 0.13739348053509334, 0.4579277337852533, 0.08416174107049954, 0.1746086428899818, 0.19545393538888212, 0.44524825619820224, 0.3855735364728477, 0.10640921048291395, 0.2138659830060167, 0.28540031896362916, 0.16845882064743792, 0.2682684541358096, 0.35499509430413684, 0.07229875218725582, 0.1333142388683927, 0.2701151920780692, 0.12781393968153149, 0.14967584408765183, 0.4245445939913169, 0.24228361896120865]",29.7
