scenario,model,cfg_idx,cfg,pca_n,no_pca,cv_f1,cv_fold_mean,cv_std,oof_thr,test_f1,test_accuracy,test_precision,test_recall,test_recall_dep,test_auc,oracle_thr,oracle_f1,y_pred,y_prob,oof_probs,time_s
S1_Spectrogram,RF,0,"{'n_estimators': 250, 'max_depth': 3, 'min_samples_leaf': 2}",10,False,0.5556,0.5943,0.1178,0.44,0.6267,0.65,0.7,0.65,0.4,0.63,0.42,0.6267,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[0.3568037090337652, 0.4591368046997136, 0.341932104269106, 0.4628861873816447, 0.27287160138863475, 0.3878786402987779, 0.351803078645592, 0.2447763974978967, 0.35976162432005726, 0.536349024310715, 0.39546759059785414, 0.23467816537185635, 0.21174217543122426, 0.36993221315968605, 0.4168847806378778, 0.24346698051376664, 0.5447567732627987, 0.3544045450621503, 0.38460839960448806, 0.5066183694775164]","[0.428344733352583, 0.2881084748667065, 0.3900158259039367, 0.3454657532132716, 0.4012409257089396, 0.5475617993151517, 0.35825439013137167, 0.3221239002600822, 0.560252162656114, 0.23041473467604182, 0.5610614924151, 0.555563906731973, 0.3417443523636599, 0.4199544986200396, 0.5803842574001292, 0.4132775202754339, 0.2738679645306392, 0.6371611240055495, 0.3601107399233441, 0.3568938606330893, 0.4812575739340638, 0.17273995543777151, 0.5795993818262223, 0.39953766121094786, 0.4552709944060501, 0.36848026610766826, 0.5538358198363246, 0.5322529947180044, 0.5492154504699821, 0.3285588553276226, 0.3545263144764258, 0.4186105656698916, 0.3035852836675054, 0.5960170253335413, 0.5248100765517324, 0.38070885785121333, 0.30817276493073076, 0.36515013639638577, 0.34274247370343375, 0.6813911088063762, 0.3226682080142851, 0.35842458021175466, 0.4487464627964542, 0.5957455116953766, 0.5001811344330525, 0.42189931769882927, 0.44001713682833005, 0.5052879357922966, 0.36146791572137027, 0.24408853015017792, 0.40205529849904165, 0.3473694487777926, 0.4925122936104578, 0.3254915223912105, 0.4776951838300146, 0.3064008090763655, 0.43952243063401575, 0.46267761604053076, 0.3941891418490901, 0.3020385014805546, 0.23249809569996724, 0.6122612726349256, 0.4488602130180259, 0.5984978060264985, 0.39090357477794074, 0.36192760042112476, 0.5100860969463811, 0.4191150260199518, 0.35972982657133995, 0.2812490167314794, 0.30228854443391073, 0.15518412315998192, 0.6414274924747291, 0.27918451736100214, 0.45197474971366086, 0.537490647753047, 0.26087249046460326, 0.41024471704163723, 0.3428495100589788, 0.6509408362561316, 0.41033741726025846, 0.41713752630120854, 0.33672395503906294, 0.6130052964715507, 0.3932924893843676, 0.31034763641924995, 0.35718695393272754, 0.40411631163078215, 0.32075033851732404, 0.4225492603396402, 0.41740948261526023, 0.5696716849093384, 0.31462176598134495, 0.3860126809049551, 0.3620211339957502, 0.3521895912881307, 0.5867412711990645, 0.44076249462541334, 0.24263794168828226, 0.49646724190548147, 0.5335469754520805, 0.3615915000832674, 0.32236394486347775, 0.31795745083461985, 0.5028229113610732, 0.5883310637293134, 0.5328576367398122, 0.4448164675580032, 0.4980446923943077, 0.4542091352491552, 0.4968684303898244, 0.3389283698850193, 0.40599533113167235, 0.26325712436394477, 0.47321156614889115, 0.419081699476661, 0.21994808080094563, 0.3396243964866811, 0.41220749259002726, 0.43668965537124615, 0.4823919150834555, 0.3638488530775346, 0.2953751373425692, 0.14554515848240512, 0.5233216920768844, 0.19497415486978162, 0.2187189389267744, 0.1833190615445922, 0.31401522142966276, 0.2813503591576454, 0.351954164409634, 0.3959944915099197, 0.5715465662478719, 0.3491886281621745, 0.29385335354386777, 0.3556785908633464, 0.35801165860969697, 0.30735946808505793, 0.5028942420584314, 0.3152627408931652, 0.4342761519563394, 0.21255325405907136, 0.4071820030605916, 0.43019390486663317, 0.515931129384083, 0.487613477029955, 0.3048621178312413, 0.5690533477488002, 0.38440099709092673, 0.21404069577619894, 0.5290541191131213, 0.37568362002935796, 0.22633241395319606, 0.23188743240777768, 0.5650304610789282, 0.6159625866754809, 0.23484144656437403, 0.3790185428006055, 0.1902811695644584, 0.3409682014728106, 0.5635742001445376, 0.6645191322265745, 0.33214878675558374, 0.35109431217164444, 0.33174925468128647, 0.30698370441444406, 0.35236950775393366, 0.4607186307471467, 0.367958358480322]",26.3
S1_Spectrogram,SVM,2,"{'C': 1.0, 'kernel': 'linear'}",10,False,0.5253,0.5448,0.0924,0.32,0.3333,0.5,0.25,0.5,0.0,0.44,0.05,0.3333,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.27268174512733206, 0.27273745742920597, 0.27152417156907344, 0.2724935904722812, 0.2709845577146352, 0.27230829959936764, 0.2719774589804993, 0.2717417488198192, 0.27238076346621076, 0.2727551884229291, 0.2729178041998262, 0.2716844895022268, 0.27155646519413634, 0.2721010526083422, 0.271859576831178, 0.27129262284764727, 0.2728894038410125, 0.2713164537929692, 0.2714409803638967, 0.27329611151179484]","[0.28790829953984065, 0.27906957772774654, 0.13936761762315464, 0.26765290598603586, 0.2788610883082449, 0.1494550049565526, 0.17487499846860985, 0.2648977170276382, 0.1361992323019983, 0.34374711835704913, 0.32270188819525736, 0.27143121187921765, 0.33677153922573755, 0.2605479523710726, 0.27060804213613376, 0.3331071444278588, 0.2646483660586758, 0.27871681173997376, 0.2590738077885795, 0.2884061985647715, 0.18474058792662426, 0.23988123082573715, 0.2706242607639294, 0.2644760638094452, 0.3118691949417785, 0.30337358983249446, 0.30132205276901913, 0.29518761157231915, 0.3054780819419128, 0.22228984697113277, 0.22682053272498803, 0.2733626524624747, 0.28455747966654754, 0.2689626530629288, 0.25952004649329147, 0.35778698423607935, 0.18289114315488, 0.26264927688314, 0.30962461670646946, 0.2758613595499062, 0.25667943880951993, 0.24191159207663224, 0.3365473417857379, 0.30598298145407565, 0.2580235292871969, 0.2654778712482205, 0.25804777322922706, 0.38934631353322396, 0.26571681700713645, 0.17170613844845403, 0.3150599010277203, 0.26719637120218387, 0.32345651646609436, 0.2770271224362578, 0.23496351902359708, 0.24780446405159476, 0.22481956865520256, 0.2500417590857489, 0.22730042788853996, 0.26579257830752573, 0.2625113370910887, 0.42894039493682534, 0.263896809894469, 0.23117475497116505, 0.24614371098107482, 0.2704382618490536, 0.26816847837918906, 0.21997001287389478, 0.3006059065575155, 0.26520318885498756, 0.2662377083965467, 0.16466571947994008, 0.43367881036946754, 0.27007713969983416, 0.31517896952484403, 0.32050334791021295, 0.33090414520855516, 0.3576907992630851, 0.3098529089158096, 0.3417514057995873, 0.20430450654180346, 0.2145687506994783, 0.21277369063544221, 0.28816570898572164, 0.26087176119167327, 0.26841427559900805, 0.24831065079231596, 0.27056303928563585, 0.16740828050199988, 0.2679294444119159, 0.27417627046235704, 0.35477406015578417, 0.22019595016530918, 0.25782761528709686, 0.2721120708725785, 0.23665463451254512, 0.2697387419759414, 0.2647496658246404, 0.21674428214748218, 0.35101561394042663, 0.30105487557458166, 0.2564198636781018, 0.2649577144980839, 0.26388714294012683, 0.2180305803207425, 0.26770375835141325, 0.34491366660720235, 0.2795007293031545, 0.30672778763928216, 0.24901549442427642, 0.34963833736211425, 0.25720285491043926, 0.2689333761050846, 0.28088896752912307, 0.26803872400148443, 0.2674793547968985, 0.2631156685036665, 0.3069238190413183, 0.263445472667148, 0.29382946833546464, 0.26509547030961045, 0.25513859009489936, 0.2739275814014184, 0.21086228453102265, 0.26875574789490964, 0.15502596540957156, 0.2664707304641193, 0.2577407901729787, 0.24072554304202629, 0.25899449993685775, 0.305007883883292, 0.3312116487007603, 0.31609562270313757, 0.2792996515915055, 0.2637953661887713, 0.2788675650121205, 0.20806745971034324, 0.2662048033650441, 0.30360275787682833, 0.2627675157389273, 0.28010370670721896, 0.18238641923426, 0.24099011495704745, 0.27349559384018296, 0.33162397196186794, 0.2634130781868387, 0.2879115271768382, 0.31461699044981084, 0.251101772442853, 0.25423805655698506, 0.29015173774266567, 0.2580262697613331, 0.30107227183921215, 0.3097795086972614, 0.26848605329718644, 0.2552245184155241, 0.1896583606652756, 0.26505873085691223, 0.2614742610692187, 0.2762169688378157, 0.24502091846573962, 0.33205681118729136, 0.15698812190618736, 0.24477942564105926, 0.272966754531377, 0.2602893306126244, 0.26079480512211645, 0.27594563249078286, 0.27664075273159844]",10.0
S1_Spectrogram,LR,0,{'C': 0.01},10,False,0.6005,0.6197,0.0963,0.57,0.4792,0.5,0.5,0.5,0.3,0.45,0.37,0.5489,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[0.6121754509594366, 0.6206736095712075, 0.2763758568658583, 0.566094716388717, 0.14982802159229577, 0.4741182977518489, 0.41875484671015084, 0.3262086374654205, 0.482426836815871, 0.5962270993212555, 0.5810056140463792, 0.3140744611537054, 0.27401338793740515, 0.4017845740447376, 0.3698025297221072, 0.23520126848706796, 0.6480628195458841, 0.25752867882113367, 0.2782684560662749, 0.7036914944465219]","[0.527191767846333, 0.47229137738858396, 0.0642308280360369, 0.5177431409050792, 0.4541466226001434, 0.1202372870530084, 0.1935888920457287, 0.42307307987736587, 0.09453455534138196, 0.20503899887454968, 0.61784099870346, 0.7749993876954573, 0.6535519205160222, 0.5031665967335549, 0.69325999941136, 0.7762296532455031, 0.3967986842394669, 0.9370250232687446, 0.3663149442102692, 0.5385586289028061, 0.8144936614749911, 0.24028014851230023, 0.709312536457246, 0.4168714704270052, 0.6076953822360969, 0.3210377543959801, 0.5806217450446488, 0.48061751126167873, 0.5654878375112603, 0.3038297504392815, 0.7197875628841202, 0.45805972117959337, 0.49601327282659574, 0.6190044275257237, 0.43296252458091183, 0.5869808680609698, 0.1964192225199414, 0.4239458092921134, 0.31342623903792427, 0.8866198737877703, 0.4336892675307853, 0.4052880234389127, 0.6255237018244783, 0.5764904744177743, 0.5054525738107509, 0.5089773892473823, 0.4707761006064079, 0.762055790542598, 0.4180595073497448, 0.18032163156668954, 0.7096332327459705, 0.5443332406265693, 0.6825383820769155, 0.4587425757203199, 0.5971027283565883, 0.28003952797249376, 0.641952832949143, 0.4864744513080265, 0.6120280582068702, 0.436236482664629, 0.30870127775942974, 0.8165666693814848, 0.36286065587417793, 0.6510145684896896, 0.42761007932389716, 0.448632745235151, 0.5079841582950885, 0.5966776035985847, 0.5318214129804651, 0.4082433562109593, 0.4638500108270341, 0.15828597855506515, 0.8064926442477142, 0.44351365167831464, 0.2862942881628437, 0.5412784890746714, 0.2514994769430386, 0.8403779819977636, 0.6533626666255477, 0.7749649234649841, 0.35087270526292147, 0.28620716897319876, 0.23992280843959485, 0.5117653969971505, 0.39851377060285004, 0.3617685721886661, 0.44922476159874436, 0.03377735842790163, 0.1395232653055529, 0.5659078928788918, 0.5448997661285933, 0.8215237365758195, 0.25120919557206645, 0.48330755441921586, 0.45757934968257047, 0.4249126921600752, 0.6250269642493804, 0.4197733479021551, 0.31834534820214344, 0.6503896368737047, 0.5613162824908952, 0.34385805661966706, 0.352978130228495, 0.3515159471367818, 0.7116952363777753, 0.583315710488844, 0.6280752544629692, 0.5325940090417044, 0.6349733641718998, 0.5494102819967704, 0.8021693739720791, 0.37285264030712717, 0.45607736639322044, 0.4964749186052197, 0.525102310048794, 0.4046584493786624, 0.3341644338821414, 0.26487949579591624, 0.30042665455574175, 0.5078065423109441, 0.4738431685105261, 0.3988839055974446, 0.4158476436614182, 0.3097155910348642, 0.5495439569154015, 0.138330934699701, 0.40423775872152634, 0.14877874818360906, 0.26603868148495186, 0.13759062092990867, 0.49064694529388936, 0.6160815715603167, 0.6161732816440264, 0.41554194402805283, 0.3567794273500134, 0.3860815567308358, 0.29876748323006863, 0.4379785334198309, 0.4995333504548981, 0.36177286660992797, 0.40461269419427726, 0.1986329166435154, 0.33738093674624176, 0.3946573459273792, 0.5354953397458995, 0.43703280440439624, 0.3465975450926248, 0.6423590888545002, 0.45822644417650404, 0.3084736286267817, 0.5258970503317154, 0.38694959471031215, 0.30049848521506917, 0.27821900140259875, 0.5526376038347066, 0.546509879667465, 0.23839925156773245, 0.4358523780048406, 0.2583391646849369, 0.3683980278959154, 0.5869182023999021, 0.7381956173554749, 0.13541393785055866, 0.38321006428023624, 0.40116068250262704, 0.4100835491782747, 0.25432195857754014, 0.5174449271584262, 0.39012741879104795]",5.1
S1_Spectrogram,XGB,1,"{'n_estimators': 120, 'max_depth': 2, 'learning_rate': 0.05, 'reg_alpha': 1.0, 'reg_lambda': 5.0}",30,False,0.559,0.5826,0.0468,0.4,0.5396,0.55,0.5549,0.55,0.4,0.65,0.27,0.7,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1]","[0.26828426122665405, 0.2887648940086365, 0.1739223301410675, 0.8006606698036194, 0.48412612080574036, 0.22602955996990204, 0.2533820867538452, 0.1513126641511917, 0.17412517964839935, 0.3603053390979767, 0.42687392234802246, 0.24682557582855225, 0.18482092022895813, 0.24598586559295654, 0.6437692642211914, 0.40511515736579895, 0.7440694570541382, 0.3982582092285156, 0.2416437566280365, 0.4089655578136444]","[0.22580908238887787, 0.23589618504047394, 0.4149937033653259, 0.2365759313106537, 0.3395862281322479, 0.5405210852622986, 0.18799665570259094, 0.33115679025650024, 0.5726575255393982, 0.3167889416217804, 0.6219313144683838, 0.762356162071228, 0.32662734389305115, 0.7352497577667236, 0.5717160105705261, 0.21914835274219513, 0.07226625829935074, 0.8547691702842712, 0.5095943808555603, 0.37382808327674866, 0.3473198711872101, 0.28608042001724243, 0.6997726559638977, 0.40457239747047424, 0.5341711640357971, 0.32185813784599304, 0.3296991288661957, 0.30149224400520325, 0.6308655738830566, 0.45297569036483765, 0.35875698924064636, 0.5425992608070374, 0.12250685691833496, 0.5510571002960205, 0.30804550647735596, 0.42175155878067017, 0.45415937900543213, 0.3103712201118469, 0.41090139746665955, 0.713706910610199, 0.27799370884895325, 0.1831936538219452, 0.40142908692359924, 0.5129517316818237, 0.19280068576335907, 0.3587152063846588, 0.40879589319229126, 0.5430871248245239, 0.5703900456428528, 0.3222716748714447, 0.19325174391269684, 0.3059794008731842, 0.5739980936050415, 0.1002197414636612, 0.4357408881187439, 0.5120583176612854, 0.3697989881038666, 0.5936431884765625, 0.660285234451294, 0.43907082080841064, 0.48092496395111084, 0.6785140633583069, 0.48978468775749207, 0.774259090423584, 0.23996476829051971, 0.619376540184021, 0.4672878086566925, 0.43124186992645264, 0.470293790102005, 0.22074143588542938, 0.2910933494567871, 0.12974591553211212, 0.7126416563987732, 0.28217875957489014, 0.7543352842330933, 0.1776837557554245, 0.12902122735977173, 0.4760189652442932, 0.1464475840330124, 0.616314709186554, 0.461319237947464, 0.4902787208557129, 0.6819031834602356, 0.7523545026779175, 0.5369142293930054, 0.3558720648288727, 0.2459416389465332, 0.4399672746658325, 0.3694130778312683, 0.3469747304916382, 0.23064661026000977, 0.7427758574485779, 0.45345577597618103, 0.288783460855484, 0.1699117124080658, 0.5605800747871399, 0.5377885103225708, 0.652718722820282, 0.24360790848731995, 0.7265902757644653, 0.45641598105430603, 0.21330322325229645, 0.3069911599159241, 0.3893696963787079, 0.29584336280822754, 0.43662330508232117, 0.44110172986984253, 0.34212303161621094, 0.4989442527294159, 0.7321297526359558, 0.3368813693523407, 0.27536046504974365, 0.31489187479019165, 0.14656053483486176, 0.35966309905052185, 0.452351450920105, 0.0658053532242775, 0.12994520366191864, 0.33706071972846985, 0.21178998053073883, 0.2449064403772354, 0.2240726500749588, 0.39679694175720215, 0.17734037339687347, 0.6650462746620178, 0.218912273645401, 0.09911081194877625, 0.2053951472043991, 0.2641647160053253, 0.3199262022972107, 0.11372049897909164, 0.7101636528968811, 0.5372815728187561, 0.40211161971092224, 0.2874929904937744, 0.2331276535987854, 0.3021896183490753, 0.1807308793067932, 0.5165471434593201, 0.09019602835178375, 0.3061736226081848, 0.39897167682647705, 0.2212606519460678, 0.481181263923645, 0.44028493762016296, 0.5868488550186157, 0.2390761375427246, 0.5899316072463989, 0.3460303544998169, 0.07892072200775146, 0.5137528777122498, 0.16384634375572205, 0.18736854195594788, 0.4944510757923126, 0.4688628017902374, 0.5314542055130005, 0.33846133947372437, 0.6452802419662476, 0.27650347352027893, 0.14525346457958221, 0.6174154877662659, 0.6274228096008301, 0.15334399044513702, 0.20276501774787903, 0.37670665979385376, 0.2073720246553421, 0.2636297643184662, 0.2844921946525574, 0.12006817013025284]",9.2
S2_MFCC,RF,3,"{'n_estimators': 250, 'max_depth': None, 'min_samples_leaf': 4}",30,False,0.5719,0.6007,0.055,0.43,0.4048,0.5,0.5,0.5,0.1,0.44,0.175,0.5604,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0.3265639939874929, 0.3781299977067608, 0.2714170766875129, 0.4086449540735212, 0.1397366918115338, 0.25904557923125715, 0.38785414337847524, 0.1690180202921349, 0.4844757832597536, 0.31262699951889367, 0.33688083098453864, 0.39096617537620143, 0.17239082032894265, 0.36665727704293294, 0.3921203759521722, 0.3800241183608479, 0.4530569411387869, 0.31746574282447443, 0.16429002892384306, 0.4184348688848831]","[0.454425269051708, 0.19643823274102343, 0.23236264872624957, 0.2666935924409567, 0.3788950295109477, 0.19750892283369365, 0.30845731052010456, 0.34796756873517, 0.25052731108084936, 0.1912746609193942, 0.4212894423909076, 0.43898691452482486, 0.3199771700481778, 0.3176349166798757, 0.3452670287466338, 0.4916593294066552, 0.20228184336451627, 0.40005018851553004, 0.3926215138362259, 0.435069811651848, 0.26146986512107834, 0.3490090355438742, 0.4465632442309482, 0.2777209654224364, 0.4994442297282139, 0.3212207710344423, 0.41423879824535215, 0.2901519083256941, 0.38964660956370767, 0.20194780822585684, 0.2731975796765989, 0.2726925966506487, 0.3150372466367903, 0.31892243645972107, 0.3488743878859526, 0.4559724307242658, 0.3119646321572196, 0.2847520760477969, 0.36591238936072956, 0.4923536948308395, 0.30759463079367405, 0.18771948716269674, 0.3757990658033771, 0.3088644714759649, 0.32400611951141045, 0.2643371885580974, 0.3251029942935828, 0.5065048405573155, 0.371440132017822, 0.21071368980873806, 0.44903989935861366, 0.3132408051493926, 0.5684374894621901, 0.24684925029959723, 0.25478901679591376, 0.2349982716447709, 0.4014619417554435, 0.5287136099647802, 0.4005798318310264, 0.17794040645025988, 0.3465309927029918, 0.33250511244996045, 0.3717033710692985, 0.3167275842999187, 0.21251898047969553, 0.29519509027617724, 0.5027057176345653, 0.22765769211135, 0.35812584940855824, 0.22978884635295782, 0.28863881510731415, 0.22654292002703325, 0.4978697760781201, 0.259188173538498, 0.2256557425881188, 0.619634974674111, 0.24928572701143117, 0.48983075151053, 0.32158516732038234, 0.33743099905227536, 0.31607568762142185, 0.22355737118318728, 0.37349750610189847, 0.41463360488294876, 0.5303677788842733, 0.3725652197244308, 0.26361563181924746, 0.4434169375435348, 0.40790695569343927, 0.24142751595075637, 0.389526212345385, 0.4713433545986425, 0.28561867064537, 0.3122733799897421, 0.30458308443569115, 0.3923267568188177, 0.42993141357362014, 0.21593318030871966, 0.26220562417518584, 0.5537805355758101, 0.3704744003596118, 0.16205321818719495, 0.2689691777161627, 0.3350625648129711, 0.4682997886519126, 0.4408249196912122, 0.25871976576573275, 0.273837158396507, 0.36649717037837143, 0.25817613671893774, 0.5394576356457169, 0.40187953066841386, 0.31327763900464156, 0.2339463387498354, 0.2924742629736235, 0.28713381947720934, 0.31490589137257496, 0.1942192766035378, 0.23057609459379239, 0.3557394101700367, 0.4668685626240463, 0.32181970072169785, 0.252695321996766, 0.2738179930439993, 0.42637492705246366, 0.240508857755556, 0.335623329067965, 0.15680542335070513, 0.2737497642603595, 0.24515670273356738, 0.29422834208374643, 0.45872497982482296, 0.28019963483479204, 0.2628830523596508, 0.4124267727709817, 0.24772363158797575, 0.2759552309453493, 0.2948895148721186, 0.27023013666121126, 0.23361482166034364, 0.3657070209953734, 0.12780683579524962, 0.23783883884230245, 0.38872875557829145, 0.32879726754258654, 0.2931816950402531, 0.23601162190696173, 0.32139895918726374, 0.5075930613328726, 0.23027041056933853, 0.42496115754222574, 0.31485526229163985, 0.23489657184259954, 0.3336872599066452, 0.4097238113002466, 0.5105588132592516, 0.3520197453045344, 0.1625532071941075, 0.23698910610941362, 0.23246757386273692, 0.32495586899713697, 0.29032590299366173, 0.2116171349509224, 0.15583615032388196, 0.3736738209773327, 0.40471207622639316, 0.15085983668580083, 0.35148600613444325, 0.37399369552443323]",22.3
S2_MFCC,SVM,2,"{'C': 1.0, 'kernel': 'linear'}",10,False,0.5928,0.5865,0.0381,0.3,0.4505,0.5,0.5,0.5,0.2,0.45,0.26,0.5489,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[0.25271185982134253, 0.2712075349939518, 0.11199461985652877, 0.297415688965786, 0.13141952477367527, 0.27852992771007695, 0.24074006201083045, 0.2214142452071393, 0.3720739376817502, 0.3347910656117079, 0.29390822120820265, 0.25782961795118475, 0.19655216403468026, 0.22483445789959425, 0.2780109702670688, 0.18458076752352273, 0.4045137424698458, 0.16402507038141134, 0.13909655695524953, 0.3077377252773633]","[0.2694892504805793, 0.2662671963338895, 0.2207836743554549, 0.3719486686110024, 0.2988771215211552, 0.2224914024465271, 0.2676120939954807, 0.24982417806398063, 0.2492325638815695, 0.17972130100802436, 0.34944050842206675, 0.3364566262704039, 0.2783459329012307, 0.2585375313134992, 0.3807392193969005, 0.2869754860645423, 0.17267668668964212, 0.1927802289190813, 0.27775598974092713, 0.30282901919638777, 0.3139134718106742, 0.2511415092015807, 0.35925027968384277, 0.27891501237384236, 0.30989319022573136, 0.27566395780505715, 0.2956256611650103, 0.270103758813669, 0.2998699022938196, 0.24606262675369875, 0.28298906645218663, 0.2579373267495346, 0.2473066386261718, 0.4013788509553051, 0.2405457071115993, 0.3368574618961895, 0.22582871313151695, 0.2804340309972588, 0.2547088659969464, 0.6047137317382607, 0.28220764040826213, 0.26628131161766483, 0.27285618510297904, 0.2987037501068755, 0.2909540981607574, 0.23422237527990689, 0.28529709993588354, 0.3644468593651335, 0.2756541239815757, 0.24978723385950277, 0.2639325434842822, 0.23185150964071555, 0.3004887009186137, 0.24983333918199965, 0.29047626975951707, 0.24913352386623192, 0.3373484921405163, 0.361807960038524, 0.32143744117731016, 0.1446815821217361, 0.27352765890120706, 0.3024796845610243, 0.3399908630165613, 0.29571150602145463, 0.28042738896127606, 0.253788651264806, 0.29745189586000925, 0.29491843171796767, 0.29929456112543507, 0.2774809623538155, 0.31834261187374685, 0.2206254366079248, 0.3692130268150847, 0.23896525950345876, 0.16594643398282996, 0.3164718394751924, 0.2309140640601032, 0.2860461792667622, 0.26514794126209584, 0.29082465199709234, 0.2554815906952619, 0.24796928100842544, 0.2696672693293401, 0.3140512985247091, 0.2890097334384406, 0.2625866644442042, 0.2731782230309528, 0.3082319402699899, 0.2381000286884887, 0.24354018553970713, 0.31248505378321406, 0.29786367281943704, 0.2544160252535575, 0.26899879343234334, 0.2617594865741689, 0.288964794689488, 0.3061668897471053, 0.18077934823759417, 0.2641031272000773, 0.3499197272347385, 0.3231996455844565, 0.26966989798665614, 0.308816614142298, 0.267817616397588, 0.3205891118223559, 0.3034544844994777, 0.30186157853098816, 0.2787917967259617, 0.29396355554210823, 0.2868783665266522, 0.30176925378192043, 0.2716543495054601, 0.2942414462221334, 0.27085000561547296, 0.264984711463136, 0.25060005926056694, 0.2720449214555827, 0.17335020188954486, 0.14057795368481846, 0.2871230854288596, 0.30220944289866347, 0.2510608516165118, 0.2951011346199229, 0.2572381377729985, 0.3965260128284761, 0.21973778138584177, 0.25784750272674295, 0.09558154526393994, 0.26957779847366964, 0.18400449079611034, 0.2916356750056959, 0.30425455909748705, 0.28484050983335313, 0.26595644962529275, 0.16265310687309956, 0.23112638913635342, 0.27906134963862134, 0.2755056290343433, 0.25322573226054085, 0.2003196801723016, 0.2658222214405531, 0.21946855042940266, 0.2394552162653943, 0.23893549486721885, 0.2967311245507966, 0.29704542312481985, 0.22089368487782055, 0.30185014330075843, 0.28272552717247046, 0.25336854897468497, 0.2947282115541802, 0.21622041173012474, 0.2075982781177116, 0.22307003158598987, 0.42038087832730314, 0.28854281300521484, 0.24763200917076858, 0.2399976746107771, 0.22124662988822902, 0.22961036050527606, 0.2748047057653176, 0.29288269947806606, 0.18559503967358532, 0.23897854027730725, 0.2635511996310619, 0.24580213868938336, 0.12285891513218737, 0.2969017638621914, 0.26283215072667543]",7.9
