Experiment,Test F1 Macro,Test Accuracy,Test AUC,Test Recall,Threshold
W4.0|K80|s99|a0.05,0.5644,0.5652,0.4524,0.5833,0.26
K100|smote|a0.001|s99,0.5644,0.5652,0.5079,0.6032,0.19
K100|smote|a0.01|s76,0.5644,0.5652,0.4762,0.5833,0.32
K100|smote|a0.01|s99,0.5644,0.5652,0.5079,0.6032,0.19
K100|smote|a0.05|s0,0.5644,0.5652,0.5794,0.6032,0.34
K100|smote|a0.05|s99,0.5644,0.5652,0.5079,0.6032,0.23
K100|border|a0.001|s42,0.5644,0.5652,0.5079,0.5833,0.16
MLP_s77_a0.05_lr0.0005,0.5644,0.5652,0.4048,0.5833,0.1
MLP_s183_a0.001_lr0.0005,0.5644,0.5652,0.4603,0.5833,0.47
MLP_s183_a0.001_lr0.001,0.5644,0.5652,0.5,0.5833,0.36
MLP_s183_a0.01_lr0.0005,0.5644,0.5652,0.4603,0.5833,0.47
MLP_s183_a0.05_lr0.001,0.5644,0.5652,0.4762,0.5833,0.38
MLP_s158_a0.001_lr0.0005,0.5644,0.5652,0.5159,0.5833,0.46
MLP_s280_a0.001_lr0.0005,0.5644,0.5652,0.4444,0.6032,0.32
MLP_s5_a0.01_lr0.0005,0.5644,0.5652,0.5317,0.5833,0.42
MLP_s5_a0.01_lr0.001,0.5644,0.5652,0.5159,0.5833,0.39
MLP_s5_a0.05_lr0.0005,0.5644,0.5652,0.5238,0.6032,0.4
MLP_s5_a0.05_lr0.001,0.5644,0.5652,0.5397,0.6032,0.38
MLP_s7_a0.001_lr0.0005,0.5644,0.5652,0.5159,0.5833,0.25
MLP_s287_a0.05_lr0.0005,0.5644,0.5652,0.4762,0.5833,0.14
SM_K80|border|s13|a0.05,0.5644,0.5652,0.5317,0.6032,0.2
K70|adasyn|a0.01|s13,0.5644,0.5652,0.4683,0.6032,0.19
K70|adasyn|a0.05|s13,0.5644,0.5652,0.4683,0.6032,0.19
K70|adasyn|a0.001|s13,0.5644,0.5652,0.4603,0.6032,0.19
MLP_s51_a0.01_lr0.0005,0.5644,0.5652,0.5238,0.6032,0.21
K100|border|a0.05|s42,0.5644,0.5652,0.5,0.5833,0.16
MLP_s287_a0.01_lr0.0005,0.5644,0.5652,0.4603,0.5833,0.13
MLP_s287_a0.01_lr0.001,0.5644,0.5652,0.5238,0.6032,0.15
MLP_s226_a0.001_lr0.0005,0.5644,0.5652,0.5159,0.6032,0.19
MLP_s226_a0.01_lr0.0005,0.5644,0.5652,0.5159,0.6032,0.19
MLP_s226_a0.05_lr0.0005,0.5644,0.5652,0.5079,0.5833,0.19
MLP_s156_a0.01_lr0.001,0.5644,0.5652,0.5079,0.6032,0.18
MLP_s280_a0.01_lr0.0005,0.5644,0.5652,0.4524,0.6032,0.32
MLP_s280_a0.01_lr0.001,0.5644,0.5652,0.4444,0.6032,0.3
MLP_s280_a0.05_lr0.0005,0.5644,0.5652,0.4524,0.6032,0.32
MLP_s9_a0.01_lr0.0005,0.5644,0.5652,0.4921,0.5833,0.24
MLP_s177_a0.001_lr0.001,0.5644,0.5652,0.5,0.5833,0.1
MLP_s177_a0.05_lr0.001,0.5644,0.5652,0.5079,0.5833,0.1
K100|border|a0.01|s42,0.5644,0.5652,0.5,0.5833,0.15
K100|border|a0.01|s99,0.5644,0.5652,0.5,0.6032,0.17
MLP_s199_a0.001_lr0.001,0.5644,0.5652,0.4762,0.5833,0.22
MLP_s199_a0.05_lr0.001,0.5644,0.5652,0.4683,0.5833,0.22
MLP_s156_a0.001_lr0.0005,0.5644,0.5652,0.4841,0.6032,0.18
MLP_s156_a0.001_lr0.001,0.5644,0.5652,0.5079,0.6032,0.18
MLP_s156_a0.01_lr0.0005,0.5644,0.5652,0.5159,0.5833,0.26
K100|border|a0.001|s99,0.5644,0.5652,0.5,0.6032,0.17
W5.0|K80|s99|a0.001,0.5644,0.5652,0.4444,0.5833,0.26
W5.0|K80|s99|a0.01,0.5644,0.5652,0.4524,0.5833,0.26
W5.0|K80|s99|a0.05,0.5644,0.5652,0.4524,0.5833,0.26
MLP_s199_a0.001_lr0.0005,0.5644,0.5652,0.4603,0.5833,0.21
MLP_s297_a0.001_lr0.0005,0.5644,0.5652,0.5159,0.6032,0.19
K130|border|a0.01|s13,0.5644,0.5652,0.4762,0.5833,0.24
K130|border|a0.05|s13,0.5644,0.5652,0.4921,0.5833,0.25
MLP_s45_a0.01_lr0.0005,0.5644,0.5652,0.4762,0.6032,0.1
MLP_s121_a0.05_lr0.001,0.5644,0.5652,0.5635,0.6032,0.17
SM_K120|smote|s76|a0.001,0.5644,0.5652,0.5,0.5833,0.21
SM_K120|smote|s76|a0.01,0.5644,0.5652,0.5079,0.5833,0.21
SM_K120|smote|s76|a0.05,0.5644,0.5652,0.5,0.5833,0.22
MLP_s273_a0.01_lr0.0005,0.5644,0.5652,0.5238,0.6032,0.1
MLP_s167_a0.001_lr0.0005,0.5644,0.5652,0.5159,0.5833,0.1
MLP_s167_a0.01_lr0.0005,0.5644,0.5652,0.5238,0.5833,0.1
W3.0|K80|s99|a0.001,0.5644,0.5652,0.4444,0.5833,0.26
W3.0|K80|s99|a0.01,0.5644,0.5652,0.4524,0.5833,0.26
W3.0|K80|s99|a0.05,0.5644,0.5652,0.4524,0.5833,0.26
W6.0|K100|s42|a0.001,0.5644,0.5652,0.4603,0.5833,0.12
W6.0|K100|s42|a0.01,0.5644,0.5652,0.4603,0.5833,0.11
W5.0|K100|s42|a0.001,0.5644,0.5652,0.4603,0.5833,0.12
W5.0|K100|s42|a0.01,0.5644,0.5652,0.4603,0.5833,0.11
SM_K80|border|s42|a0.001,0.5644,0.5652,0.4921,0.5833,0.15
SM_K80|border|s42|a0.01,0.5644,0.5652,0.4921,0.5833,0.15
SM_K80|border|s42|a0.05,0.5644,0.5652,0.4921,0.5833,0.15
MLP_s240_a0.01_lr0.001,0.5644,0.5652,0.5794,0.5833,0.1
MLP_s297_a0.01_lr0.0005,0.5644,0.5652,0.5079,0.6032,0.19
MLP_s297_a0.05_lr0.0005,0.5644,0.5652,0.5079,0.6032,0.19
MLP_s187_a0.001_lr0.0005,0.5644,0.5652,0.4603,0.5833,0.33
MLP_s273_a0.001_lr0.0005,0.5644,0.5652,0.5317,0.6032,0.1
MLP_s273_a0.001_lr0.001,0.5644,0.5652,0.5079,0.6032,0.1
MLP_s257_a0.001_lr0.0005,0.5644,0.5652,0.4841,0.6032,0.19
MLP_s257_a0.001_lr0.001,0.5644,0.5652,0.4683,0.6032,0.17
MLP_s257_a0.01_lr0.0005,0.5644,0.5652,0.4524,0.6032,0.19
MLP_s257_a0.01_lr0.001,0.5644,0.5652,0.4762,0.6032,0.15
MLP_s280_a0.001_lr0.001,0.5644,0.5652,0.4444,0.6032,0.27
MLP_s121_a0.001_lr0.0005,0.5644,0.5652,0.5714,0.6032,0.26
MLP_s121_a0.001_lr0.001,0.5644,0.5652,0.5556,0.6032,0.2
MLP_s121_a0.01_lr0.0005,0.5644,0.5652,0.5714,0.6032,0.26
MLP_s121_a0.01_lr0.001,0.5644,0.5652,0.5556,0.6032,0.2
MLP_s87_a0.05_lr0.0005,0.5644,0.5652,0.5079,0.5833,0.28
MLP_s9_a0.001_lr0.0005,0.5644,0.5652,0.4921,0.5833,0.23
MLP_s45_a0.001_lr0.0005,0.5644,0.5652,0.4762,0.6032,0.1
MLP_s158_a0.01_lr0.0005,0.5644,0.5652,0.5238,0.5833,0.46
K90|tomek|a0.01|s13,0.5644,0.5652,0.4921,0.6032,0.4
MLP_s227_a0.01_lr0.001,0.5644,0.5652,0.5079,0.6032,0.14
MLP_s227_a0.05_lr0.001,0.5644,0.5652,0.5159,0.6032,0.14
K80|enn|a0.01|s0,0.5644,0.5652,0.5635,0.6032,0.88
K80|enn|a0.05|s0,0.5644,0.5652,0.5635,0.6032,0.87
MLP_s230_a0.001_lr0.001,0.5644,0.5652,0.5079,0.5833,0.11
MLP_s230_a0.01_lr0.001,0.5644,0.5652,0.5,0.5833,0.12
K80|border|a0.01|s42,0.5644,0.5652,0.4524,0.5833,0.45
MLP_s230_a0.05_lr0.001,0.5644,0.5652,0.5079,0.5833,0.1
MLP_s273_a0.01_lr0.001,0.5644,0.5652,0.5238,0.6032,0.1
MLP_s273_a0.05_lr0.0005,0.5644,0.5652,0.5317,0.6032,0.1
MLP_s273_a0.05_lr0.001,0.5644,0.5652,0.5238,0.6032,0.1
W2.0|K100|s42|a0.01,0.5644,0.5652,0.4603,0.5833,0.11
W3.0|K100|s42|a0.001,0.5644,0.5652,0.4603,0.5833,0.12
K60|smote|a0.01|s0,0.5644,0.5652,0.4365,0.5833,0.43
K60|smote|a0.05|s42,0.5644,0.5652,0.5317,0.5833,0.49
MLP_s204_a0.05_lr0.001,0.5644,0.5652,0.4603,0.5833,0.27
MLP_s152_a0.001_lr0.001,0.5644,0.5652,0.5476,0.6032,0.45
K100|border|a0.05|s99,0.5644,0.5652,0.4921,0.6032,0.16
MLP_s69_a0.001_lr0.001,0.5644,0.5652,0.4524,0.5833,0.1
MLP_s69_a0.01_lr0.001,0.5644,0.5652,0.4603,0.5833,0.1
MLP_s69_a0.05_lr0.001,0.5644,0.5652,0.4603,0.5833,0.1
K100|tomek|a0.001|s99,0.5644,0.5652,0.5079,0.6032,0.19
K100|tomek|a0.01|s76,0.5644,0.5652,0.4762,0.5833,0.32
K80|border|a0.001|s42,0.5644,0.5652,0.4524,0.5833,0.45
MLP_s156_a0.05_lr0.0005,0.5644,0.5652,0.5,0.5833,0.26
MLP_s152_a0.01_lr0.001,0.5644,0.5652,0.5476,0.6032,0.45
K90|adasyn|a0.05|s0,0.5644,0.5652,0.4444,0.5833,0.15
MLP_s100_a0.001_lr0.0005,0.5644,0.5652,0.5079,0.6032,0.44
MLP_s100_a0.01_lr0.0005,0.5644,0.5652,0.5159,0.6032,0.44
K130|border|a0.001|s13,0.5644,0.5652,0.4921,0.5833,0.26
MLP_s46_a0.001_lr0.0005,0.5644,0.5652,0.5556,0.6032,0.1
MLP_s152_a0.05_lr0.001,0.5644,0.5652,0.5476,0.6032,0.45
K60|border|a0.01|s0,0.5644,0.5652,0.4365,0.5833,0.43
K60|border|a0.05|s42,0.5644,0.5652,0.5317,0.5833,0.49
MLP_s158_a0.05_lr0.0005,0.5644,0.5652,0.5159,0.5833,0.46
MLP_s187_a0.01_lr0.0005,0.5644,0.5652,0.4683,0.5833,0.33
W2.0|K80|s99|a0.001,0.5644,0.5652,0.4444,0.5833,0.26
W2.0|K80|s99|a0.01,0.5644,0.5652,0.4524,0.5833,0.26
W2.0|K80|s99|a0.05,0.5644,0.5652,0.4524,0.5833,0.26
K100|tomek|a0.01|s99,0.5644,0.5652,0.5079,0.6032,0.19
K100|tomek|a0.05|s0,0.5644,0.5652,0.5794,0.6032,0.34
K100|tomek|a0.05|s99,0.5644,0.5652,0.5079,0.6032,0.23
MLP_s151_a0.001_lr0.001,0.5644,0.5652,0.381,0.5833,0.12
MLP_s151_a0.01_lr0.001,0.5644,0.5652,0.381,0.5833,0.15
MLP_s151_a0.05_lr0.001,0.5644,0.5652,0.381,0.5833,0.14
W6.0|K80|s99|a0.001,0.5644,0.5652,0.4444,0.5833,0.26
W6.0|K80|s99|a0.01,0.5644,0.5652,0.4524,0.5833,0.26
W6.0|K80|s99|a0.05,0.5644,0.5652,0.4524,0.5833,0.26
W2.0|K100|s42|a0.001,0.5644,0.5652,0.4603,0.5833,0.12
W3.0|K100|s42|a0.01,0.5644,0.5652,0.4603,0.5833,0.11
W4.0|K100|s42|a0.001,0.5644,0.5652,0.4603,0.5833,0.12
W4.0|K100|s42|a0.01,0.5644,0.5652,0.4603,0.5833,0.11
MLP_s136_a0.001_lr0.001,0.5644,0.5652,0.5,0.6032,0.32
MLP_s203_a0.001_lr0.001,0.5644,0.5652,0.5556,0.5833,0.12
MLP_s118_a0.01_lr0.0005,0.5644,0.5652,0.4921,0.5833,0.25
MLP_s119_a0.05_lr0.001,0.5644,0.5652,0.5397,0.5833,0.22
MLP_s149_a0.01_lr0.0005,0.5644,0.5652,0.4286,0.5833,0.25
MLP_s149_a0.01_lr0.001,0.5644,0.5652,0.4683,0.5833,0.44
MLP_s149_a0.05_lr0.0005,0.5644,0.5652,0.4048,0.5833,0.2
MLP_s149_a0.05_lr0.001,0.5644,0.5652,0.4603,0.5833,0.44
SM_K150|enn|s99|a0.05,0.5577,0.5652,0.4127,0.5635,0.84
MLP_s1_a0.001_lr0.001,0.5577,0.5652,0.4603,0.5635,0.15
SM_K150|enn|s99|a0.01,0.5577,0.5652,0.4206,0.5635,0.84
K110|smote|a0.05|s76,0.5577,0.5652,0.5159,0.5635,0.41
MLP_s173_a0.001_lr0.0005,0.5577,0.5652,0.4762,0.5635,0.25
MLP_s229_a0.01_lr0.0005,0.5577,0.5652,0.5079,0.5635,0.33
MLP_s229_a0.001_lr0.0005,0.5577,0.5652,0.5159,0.5635,0.27
SM_K120|enn|s0|a0.05,0.5577,0.5652,0.4524,0.5635,0.81
SM_K120|enn|s0|a0.01,0.5577,0.5652,0.4524,0.5635,0.81
SM_K120|enn|s0|a0.001,0.5577,0.5652,0.4524,0.5635,0.81
MLP_s169_a0.05_lr0.0005,0.5577,0.5652,0.4841,0.5635,0.4
MLP_s169_a0.01_lr0.0005,0.5577,0.5652,0.4841,0.5635,0.4
MLP_s87_a0.05_lr0.001,0.5577,0.5652,0.4603,0.5635,0.25
MLP_s130_a0.05_lr0.0005,0.5577,0.5652,0.4444,0.5635,0.21
K60|tomek|a0.05|s99,0.5577,0.5652,0.5079,0.5635,0.29
K60|tomek|a0.05|s76,0.5577,0.5652,0.4603,0.5635,0.46
K60|tomek|a0.01|s76,0.5577,0.5652,0.4603,0.5635,0.45
K60|tomek|a0.001|s99,0.5577,0.5652,0.5317,0.5635,0.36
K60|border|a0.05|s13,0.5577,0.5652,0.5556,0.5635,0.38
K60|tomek|a0.001|s76,0.5577,0.5652,0.4683,0.5635,0.45
K60|adasyn|a0.05|s99,0.5577,0.5652,0.4365,0.623,0.1
K60|adasyn|a0.01|s99,0.5577,0.5652,0.4444,0.623,0.1
K90|adasyn|a0.05|s76,0.5577,0.5652,0.4683,0.5635,0.32
MLP_s181_a0.01_lr0.001,0.5577,0.5652,0.4524,0.5635,0.39
MLP_s181_a0.001_lr0.001,0.5577,0.5652,0.4603,0.5635,0.38
K60|adasyn|a0.001|s99,0.5577,0.5652,0.4444,0.623,0.1
K60|smote|a0.05|s13,0.5577,0.5652,0.5556,0.5635,0.38
MLP_s130_a0.001_lr0.0005,0.5577,0.5652,0.4524,0.5635,0.22
K120|border|a0.05|s42,0.5577,0.5652,0.6111,0.5635,0.46
K120|border|a0.01|s42,0.5577,0.5652,0.6111,0.5635,0.46
K120|border|a0.001|s42,0.5577,0.5652,0.6032,0.5635,0.46
MLP_s58_a0.01_lr0.001,0.5577,0.5652,0.5079,0.623,0.16
MLP_s58_a0.001_lr0.001,0.5577,0.5652,0.5159,0.623,0.16
K90|smote|a0.001|s13,0.5577,0.5652,0.5397,0.623,0.41
MLP_s87_a0.01_lr0.0005,0.5577,0.5652,0.4365,0.5635,0.26
MLP_s87_a0.001_lr0.001,0.5577,0.5652,0.4524,0.5635,0.25
MLP_s87_a0.001_lr0.0005,0.5577,0.5652,0.4444,0.5635,0.27
MLP_s139_a0.05_lr0.001,0.5577,0.5652,0.4524,0.5635,0.1
MLP_s139_a0.05_lr0.0005,0.5577,0.5652,0.4524,0.5635,0.31
MLP_s139_a0.01_lr0.001,0.5577,0.5652,0.4444,0.5635,0.29
MLP_s58_a0.05_lr0.001,0.5577,0.5652,0.5,0.623,0.16
MLP_s58_a0.05_lr0.0005,0.5577,0.5652,0.5159,0.623,0.17
MLP_s182_a0.001_lr0.0005,0.5577,0.5652,0.4444,0.5635,0.14
MLP_s181_a0.05_lr0.001,0.5577,0.5652,0.4524,0.5635,0.39
MLP_s20_a0.05_lr0.001,0.5577,0.5652,0.4603,0.5635,0.42
MLP_s20_a0.01_lr0.001,0.5577,0.5652,0.4603,0.5635,0.42
MLP_s20_a0.001_lr0.001,0.5577,0.5652,0.4603,0.5635,0.42
MLP_s87_a0.01_lr0.001,0.5577,0.5652,0.4444,0.5635,0.25
SM_K80|border|s0|a0.001,0.5577,0.5652,0.5238,0.5635,0.3
K130|border|a0.05|s76,0.5577,0.5652,0.4286,0.5635,0.35
K130|border|a0.01|s76,0.5577,0.5652,0.4286,0.5635,0.35
K130|border|a0.001|s76,0.5577,0.5652,0.4206,0.5635,0.35
MLP_s235_a0.05_lr0.0005,0.5577,0.5652,0.4921,0.5635,0.3
MLP_s123_a0.01_lr0.0005,0.5577,0.5652,0.5159,0.623,0.1
MLP_s123_a0.001_lr0.0005,0.5577,0.5652,0.5079,0.623,0.1
MLP_s182_a0.01_lr0.0005,0.5577,0.5652,0.4444,0.5635,0.15
MLP_s182_a0.001_lr0.001,0.5577,0.5652,0.4286,0.5635,0.13
MLP_s235_a0.01_lr0.0005,0.5577,0.5652,0.4921,0.5635,0.27
MLP_s235_a0.001_lr0.0005,0.5577,0.5652,0.5,0.5635,0.28
K70|tomek|a0.01|s0,0.5577,0.5652,0.4683,0.5635,0.1
K70|tomek|a0.001|s0,0.5577,0.5652,0.4444,0.5635,0.11
SM_K80|border|s99|a0.001,0.5577,0.5652,0.5,0.5635,0.27
SM_K80|border|s0|a0.05,0.5577,0.5652,0.5238,0.5635,0.31
SM_K80|border|s0|a0.01,0.5577,0.5652,0.5238,0.5635,0.3
MLP_s139_a0.001_lr0.001,0.5577,0.5652,0.4603,0.5635,0.1
MLP_s139_a0.001_lr0.0005,0.5577,0.5652,0.4524,0.5635,0.31
MLP_s141_a0.05_lr0.001,0.5577,0.5652,0.5079,0.5635,0.61
MLP_s141_a0.01_lr0.001,0.5577,0.5652,0.5079,0.5635,0.61
K150|border|a0.001|s42,0.5577,0.5652,0.3968,0.5635,0.29
MLP_s291_a0.01_lr0.0005,0.5577,0.5652,0.5159,0.5635,0.33
MLP_s9_a0.05_lr0.001,0.5577,0.5652,0.4762,0.5635,0.28
MLP_s9_a0.05_lr0.0005,0.5577,0.5652,0.4841,0.5635,0.32
MLP_s9_a0.01_lr0.001,0.5577,0.5652,0.5,0.5635,0.28
MLP_s109_a0.001_lr0.001,0.5577,0.5652,0.5079,0.5635,0.32
MLP_s157_a0.05_lr0.001,0.5577,0.5652,0.4921,0.5635,0.12
MLP_s157_a0.05_lr0.0005,0.5577,0.5652,0.5,0.5635,0.12
MLP_s157_a0.01_lr0.001,0.5577,0.5652,0.4841,0.5635,0.1
MLP_s157_a0.01_lr0.0005,0.5577,0.5652,0.4921,0.5635,0.11
K150|border|a0.05|s42,0.5577,0.5652,0.3968,0.5635,0.28
MLP_s141_a0.001_lr0.001,0.5577,0.5652,0.5079,0.5635,0.61
MLP_s220_a0.01_lr0.001,0.5577,0.5652,0.4921,0.5635,0.1
MLP_s51_a0.05_lr0.0005,0.5577,0.5652,0.4921,0.5635,0.34
MLP_s51_a0.01_lr0.001,0.5577,0.5652,0.4683,0.5635,0.29
MLP_s51_a0.001_lr0.001,0.5577,0.5652,0.4762,0.5635,0.29
MLP_s51_a0.001_lr0.0005,0.5577,0.5652,0.5079,0.5635,0.33
K70|tomek|a0.05|s0,0.5577,0.5652,0.4603,0.5635,0.11
K150|border|a0.01|s42,0.5577,0.5652,0.3968,0.5635,0.28
K150|adasyn|a0.05|s42,0.5577,0.5652,0.4683,0.5635,0.43
MLP_s7_a0.01_lr0.001,0.5577,0.5652,0.4841,0.5635,0.33
MLP_s7_a0.01_lr0.0005,0.5577,0.5652,0.5,0.5635,0.36
MLP_s7_a0.001_lr0.001,0.5577,0.5652,0.4841,0.5635,0.33
MLP_s278_a0.05_lr0.001,0.5577,0.5652,0.4524,0.5635,0.26
MLP_s33_a0.05_lr0.0005,0.5577,0.5652,0.4444,0.5635,0.37
MLP_s33_a0.01_lr0.0005,0.5577,0.5652,0.4365,0.5635,0.39
K150|tomek|a0.05|s99,0.5577,0.5652,0.4603,0.5635,0.29
MLP_s183_a0.05_lr0.0005,0.5577,0.5652,0.4524,0.5635,0.52
MLP_s182_a0.05_lr0.001,0.5577,0.5652,0.4286,0.5635,0.2
MLP_s7_a0.05_lr0.001,0.5577,0.5652,0.4841,0.5635,0.33
MLP_s7_a0.05_lr0.0005,0.5577,0.5652,0.5159,0.5635,0.33
K80|tomek|a0.05|s13,0.5577,0.5652,0.5159,0.5635,0.46
K90|smote|a0.05|s13,0.5577,0.5652,0.5714,0.623,0.41
K90|smote|a0.01|s13,0.5577,0.5652,0.5397,0.623,0.4
SM_K100|enn|s99|a0.05,0.5577,0.5652,0.4286,0.5635,0.59
SM_K100|enn|s99|a0.01,0.5577,0.5652,0.4286,0.5635,0.58
SM_K100|enn|s99|a0.001,0.5577,0.5652,0.4286,0.5635,0.58
MLP_s123_a0.05_lr0.0005,0.5577,0.5652,0.5079,0.623,0.1
MLP_s278_a0.001_lr0.001,0.5577,0.5652,0.4524,0.5635,0.28
K150|tomek|a0.01|s99,0.5577,0.5652,0.4603,0.5635,0.29
K150|tomek|a0.001|s99,0.5577,0.5652,0.4603,0.5635,0.3
MLP_s109_a0.05_lr0.001,0.5577,0.5652,0.5079,0.5635,0.3
MLP_s109_a0.01_lr0.001,0.5577,0.5652,0.5079,0.5635,0.33
MLP_s173_a0.05_lr0.0005,0.5577,0.5652,0.4762,0.5635,0.25
MLP_s173_a0.01_lr0.0005,0.5577,0.5652,0.4762,0.5635,0.26
MLP_s114_a0.01_lr0.001,0.5577,0.5652,0.4841,0.5635,0.43
MLP_s253_a0.05_lr0.001,0.5577,0.5652,0.5317,0.5635,0.19
MLP_s253_a0.001_lr0.001,0.5577,0.5652,0.5397,0.5635,0.2
K80|border|a0.01|s13,0.5577,0.5652,0.4524,0.5635,0.39
MLP_s157_a0.001_lr0.0005,0.5577,0.5652,0.4921,0.5635,0.12
K200|border|a0.001|s13,0.5577,0.5652,0.5079,0.5635,0.35
MLP_s78_a0.05_lr0.001,0.5577,0.5652,0.4921,0.5635,0.26
MLP_s175_a0.05_lr0.0005,0.5577,0.5652,0.5079,0.5635,0.36
MLP_s175_a0.01_lr0.0005,0.5577,0.5652,0.5079,0.5635,0.35
MLP_s175_a0.001_lr0.0005,0.5577,0.5652,0.5079,0.5635,0.35
MLP_s182_a0.05_lr0.0005,0.5577,0.5652,0.4365,0.5635,0.23
MLP_s182_a0.01_lr0.001,0.5577,0.5652,0.4286,0.5635,0.17
K200|border|a0.01|s13,0.5577,0.5652,0.5,0.5635,0.35
MLP_s25_a0.05_lr0.0005,0.5577,0.5652,0.5238,0.5635,0.4
MLP_s25_a0.01_lr0.0005,0.5577,0.5652,0.5238,0.5635,0.4
MLP_s114_a0.001_lr0.001,0.5577,0.5652,0.4841,0.5635,0.43
K80|border|a0.001|s13,0.5577,0.5652,0.4524,0.5635,0.39
K80|border|a0.05|s13,0.5577,0.5652,0.4365,0.5635,0.39
MLP_s229_a0.01_lr0.001,0.5577,0.5652,0.4921,0.5635,0.27
K80|tomek|a0.01|s13,0.5577,0.5652,0.5159,0.5635,0.46
K80|tomek|a0.001|s13,0.5577,0.5652,0.5159,0.5635,0.46
MLP_s157_a0.001_lr0.001,0.5577,0.5652,0.4841,0.5635,0.11
SM_K150|enn|s99|a0.001,0.5577,0.5652,0.4206,0.5635,0.84
MLP_s169_a0.001_lr0.0005,0.5577,0.5652,0.4921,0.5635,0.39
MLP_s25_a0.001_lr0.0005,0.5577,0.5652,0.5238,0.5635,0.4
MLP_s24_a0.05_lr0.0005,0.5577,0.5652,0.5159,0.5635,0.48
MLP_s24_a0.01_lr0.0005,0.5577,0.5652,0.5159,0.5635,0.48
MLP_s1_a0.01_lr0.001,0.5577,0.5652,0.4603,0.5635,0.14
SM_K150|border|s0|a0.001,0.5548,0.6087,0.4286,0.5595,0.46
SM_K150|border|s0|a0.01,0.5548,0.6087,0.4286,0.5595,0.46
MLP_s114_a0.05_lr0.0005,0.5548,0.6087,0.4683,0.5595,0.51
MLP_s169_a0.01_lr0.001,0.5548,0.6087,0.4365,0.5595,0.47
MLP_s4_a0.05_lr0.0005,0.5548,0.6087,0.5317,0.5595,0.55
MLP_s114_a0.05_lr0.001,0.5548,0.6087,0.4841,0.5595,0.49
SM_K120|enn|s42|a0.01,0.5548,0.6087,0.4206,0.5595,0.78
K120|adasyn|a0.01|s76,0.5548,0.6087,0.4206,0.5595,0.45
MLP_s228_a0.05_lr0.0005,0.5548,0.6087,0.4524,0.5595,0.61
SM_K120|enn|s42|a0.05,0.5548,0.6087,0.4206,0.5595,0.78
MLP_s222_a0.01_lr0.001,0.5548,0.6087,0.4286,0.5595,0.56
K60|tomek|a0.001|s0,0.5548,0.6087,0.4603,0.5595,0.58
MLP_s48_a0.05_lr0.001,0.5548,0.6087,0.5,0.5595,0.73
K70|smote|a0.01|s0,0.5548,0.6087,0.4286,0.5595,0.53
K70|smote|a0.001|s0,0.5548,0.6087,0.4286,0.5595,0.53
SM_K80|enn|s0|a0.05,0.5548,0.6087,0.4127,0.5595,0.83
SM_K80|enn|s0|a0.01,0.5548,0.6087,0.4127,0.5595,0.83
SM_K80|enn|s0|a0.001,0.5548,0.6087,0.4127,0.5595,0.83
MLP_s222_a0.001_lr0.001,0.5548,0.6087,0.4286,0.5595,0.56
MLP_s48_a0.01_lr0.001,0.5548,0.6087,0.5079,0.5595,0.7
K120|adasyn|a0.001|s76,0.5548,0.6087,0.4286,0.5595,0.45
MLP_s58_a0.01_lr0.0005,0.5548,0.6087,0.5159,0.5595,0.59
MLP_s228_a0.001_lr0.0005,0.5548,0.6087,0.4444,0.5595,0.61
K120|adasyn|a0.05|s76,0.5548,0.6087,0.4286,0.5595,0.45
K70|smote|a0.05|s0,0.5548,0.6087,0.4286,0.5595,0.53
K120|tomek|a0.01|s0,0.5548,0.6087,0.4127,0.5595,0.53
SM_K80|smote|s76|a0.001,0.5548,0.6087,0.373,0.5595,0.56
MLP_s58_a0.001_lr0.0005,0.5548,0.6087,0.5079,0.5595,0.61
SM_K80|smote|s76|a0.05,0.5548,0.6087,0.373,0.5595,0.56
SM_K80|smote|s76|a0.01,0.5548,0.6087,0.373,0.5595,0.56
MLP_s228_a0.01_lr0.0005,0.5548,0.6087,0.4444,0.5595,0.61
MLP_s131_a0.01_lr0.0005,0.5548,0.6087,0.4683,0.5595,0.44
MLP_s222_a0.05_lr0.001,0.5548,0.6087,0.4286,0.5595,0.56
MLP_s184_a0.001_lr0.0005,0.5548,0.6087,0.4762,0.5595,0.5
MLP_s184_a0.01_lr0.0005,0.5548,0.6087,0.4841,0.5595,0.5
MLP_s285_a0.001_lr0.001,0.5548,0.6087,0.4603,0.5595,0.49
MLP_s270_a0.01_lr0.001,0.5548,0.6087,0.5238,0.5595,0.43
MLP_s272_a0.05_lr0.001,0.5548,0.6087,0.5079,0.5595,0.6
MLP_s275_a0.05_lr0.001,0.5548,0.6087,0.5159,0.5595,0.63
MLP_s148_a0.01_lr0.0005,0.5548,0.6087,0.4921,0.5595,0.55
MLP_s206_a0.01_lr0.001,0.5548,0.6087,0.4444,0.5595,0.49
MLP_s163_a0.01_lr0.0005,0.5548,0.6087,0.4286,0.5595,0.57
MLP_s206_a0.001_lr0.001,0.5548,0.6087,0.4683,0.5595,0.47
MLP_s173_a0.05_lr0.001,0.5548,0.6087,0.4841,0.5595,0.44
MLP_s272_a0.01_lr0.0005,0.5548,0.6087,0.4762,0.5595,0.53
MLP_s4_a0.01_lr0.0005,0.5548,0.6087,0.5317,0.5595,0.55
MLP_s206_a0.05_lr0.001,0.5548,0.6087,0.4603,0.5595,0.47
